COMID:,5781369
LENGTH:,15521.654039999999
PROFILE:,1.2061809080000001
DISCHARGE:
0.0,34800.0,94500.0,118600.0,185900.0
STAGE:
0.0,25.66,35.869999999999997,38.82,44.590000000000003
PROFILE:,4.1878016730000001
DISCHARGE:
0.0,34600.0,94200.0,118200.0,185400.0
STAGE:
0.0,25.91,36.310000000000002,39.289999999999999,45.060000000000002
PROFILE:,6.9594647969999999
DISCHARGE:
0.0,34600.0,94200.0,118200.0,185400.0
STAGE:
0.0,25.57,35.829999999999998,38.799999999999997,44.630000000000003
PROFILE:,11.616140509999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,25.48,35.640000000000001,38.609999999999999,44.560000000000002
PROFILE:,13.888451269999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,24.940000000000001,34.960000000000001,37.899999999999999,43.880000000000003
PROFILE:,15.72943895
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,24.18,34.229999999999997,37.18,43.18
PROFILE:,17.540221120000002
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,24.280000000000001,34.420000000000002,37.399999999999999,43.509999999999998
PROFILE:,20.526927610000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.510000000000002,33.740000000000002,36.719999999999999,42.840000000000003
PROFILE:,20.637647390000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.039999999999999,33.310000000000002,36.299999999999997,42.450000000000003
PROFILE:,22.0669133
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.510000000000002,34.07,38.520000000000003,47.219999999999999
PROFILE:,22.188161109999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.780000000000001,34.579999999999998,38.960000000000001,47.18
PROFILE:,24.53687944
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.75,34.619999999999997,38.93,47.109999999999999
PROFILE:,26.607939859999998
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.329999999999998,34.310000000000002,38.600000000000001,46.789999999999999
PROFILE:,28.088564680000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,23.260000000000002,34.509999999999998,38.740000000000002,46.920000000000002
PROFILE:,28.41366421
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,22.940000000000001,34.200000000000003,38.43,46.640000000000001
PROFILE:,28.52937223
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
