COMID:,5781369
0.0,23.109999999999999,34.350000000000001,38.560000000000002,46.759999999999998
PROFILE:,28.934214149999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,22.850000000000001,34.049999999999997,38.240000000000002,46.380000000000003
PROFILE:,30.07392321
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,22.539999999999999,33.719999999999999,37.880000000000003,45.979999999999997
PROFILE:,31.029771270000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,22.170000000000002,33.329999999999998,37.450000000000003,45.530000000000001
PROFILE:,32.676032319999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,19.920000000000002,31.030000000000001,35.079999999999998,43.159999999999997
PROFILE:,34.494402909999998
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,19.309999999999999,30.350000000000001,34.299999999999997,42.259999999999998
PROFILE:,35.245186459999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,19.289999999999999,30.190000000000001,34.109999999999999,42.049999999999997
PROFILE:,35.999999109999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,19.530000000000001,30.239999999999998,34.079999999999998,41.869999999999997
PROFILE:,37.162343440000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,19.870000000000001,31.25,35.259999999999998,43.689999999999998
PROFILE:,38.306048939999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,20.260000000000002,31.82,35.939999999999998,44.719999999999999
PROFILE:,38.927923939999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,20.41,31.789999999999999,35.880000000000003,44.649999999999999
PROFILE:,39.581224560000003
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,20.890000000000001,31.989999999999998,36.009999999999998,44.729999999999997
PROFILE:,40.175798499999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,21.289999999999999,32.240000000000002,36.149999999999999,44.789999999999999
PROFILE:,43.360678960000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,24.879999999999999,36.259999999999998,38.899999999999999,46.619999999999997
PROFILE:,44.508005169999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,25.850000000000001,38.939999999999998,42.759999999999998,47.909999999999997
PROFILE:,45.6615666
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,26.579999999999998,40.549999999999997,44.549999999999997,50.439999999999998
PROFILE:,46.763011560000002
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,27.149999999999999,41.579999999999998,45.640000000000001,51.469999999999999
PROFILE:,47.957256190000003
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,27.98,43.560000000000002,48.109999999999999,56.43
PROFILE:,49.109097669999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,28.059999999999999,43.700000000000003,48.259999999999998,56.600000000000001
PROFILE:,50.200186080000002
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,28.280000000000001,43.950000000000003,48.530000000000001,57.030000000000001
PROFILE:,51.408310010000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,28.41,44.149999999999999,48.759999999999998,57.369999999999997
PROFILE:,52.041049360000002
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,28.82,44.659999999999997,49.32,58.469999999999999
PROFILE:,52.647644970000002
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,29.219999999999999,45.950000000000003,51.039999999999999,61.32
PROFILE:,54.315152009999998
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,29.32,45.829999999999998,50.859999999999999,61.049999999999997
PROFILE:,55.046012070000003
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,29.5,45.939999999999998,50.899999999999999,60.960000000000001
PROFILE:,55.874251940000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,29.699999999999999,46.409999999999997,51.460000000000001,61.5
PROFILE:,57.42585425
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,29.940000000000001,46.689999999999998,51.710000000000001,61.770000000000003
PROFILE:,58.86679642
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,29.98,46.75,51.780000000000001,61.880000000000003
PROFILE:,61.417574299999998
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,30.0,46.770000000000003,51.799999999999997,61.979999999999997
PROFILE:,63.41209345
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,30.809999999999999,47.75,52.770000000000003,62.969999999999999
PROFILE:,65.090113130000006
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,31.129999999999999,48.130000000000003,53.159999999999997,63.539999999999999
PROFILE:,66.535426830000006
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,31.690000000000001,48.890000000000001,54.030000000000001,65.469999999999999
PROFILE:,68.496975489999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,31.760000000000002,48.990000000000002,54.149999999999999,65.400000000000006
PROFILE:,69.758600209999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,31.920000000000002,49.18,54.350000000000001,65.519999999999996
PROFILE:,71.251465839999995
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,32.119999999999997,50.170000000000002,55.560000000000002,67.219999999999999
PROFILE:,72.671588909999997
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,32.530000000000001,50.880000000000003,56.350000000000001,68.159999999999997
PROFILE:,74.03912468
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,32.920000000000002,51.299999999999997,56.789999999999999,68.629999999999995
PROFILE:,75.749858570000001
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.329999999999998,52.030000000000001,57.57,69.590000000000003
PROFILE:,77.205907100000005
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.229999999999997,51.859999999999999,57.399999999999999,69.390000000000001
PROFILE:,78.834004239999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.020000000000003,51.539999999999999,57.100000000000001,69.260000000000005
PROFILE:,81.250214490000005
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.990000000000002,52.869999999999997,58.359999999999999,70.230000000000004
PROFILE:,83.741442250000006
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.409999999999997,52.25,57.729999999999997,69.530000000000001
PROFILE:,83.781477559999999
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.310000000000002,52.119999999999997,57.600000000000001,69.370000000000005
PROFILE:,84.2332988
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.359999999999999,52.18,57.670000000000002,70.530000000000001
PROFILE:,84.750414980000002
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,33.170000000000002,51.969999999999999,57.460000000000001,70.310000000000002
PROFILE:,89.577437739999993
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,32.32,51.009999999999998,56.539999999999999,69.790000000000006
PROFILE:,95.985892750000005
DISCHARGE:
0.0,34600.0,94100.0,118100.0,185300.0
STAGE:
0.0,32.039999999999999,51.119999999999997,56.57,69.329999999999998
USGS:
DISCHARGE:
