COMID:,5781393
LENGTH:,26742.126840000001
PROFILE:,1.574939898
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,9.6899999999999995,18.43,23.850000000000001,29.469999999999999
PROFILE:,2.2593084060000002
DISCHARGE:
0.0,4300.0,7310.0,8330.0,13150.0
STAGE:
0.0,14.130000000000001,17.719999999999999,18.68,22.399999999999999
PROFILE:,3.1254348040000002
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,11.800000000000001,19.84,25.039999999999999,29.390000000000001
PROFILE:,3.5605033559999999
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,10.789999999999999,17.510000000000002,22.59,26.91
PROFILE:,4.1012086810000001
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,12.67,17.899999999999999,22.789999999999999,27.09
PROFILE:,5.0195813649999996
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,10.59,14.380000000000001,18.59,22.84
PROFILE:,6.0649179000000002
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,12.4,15.800000000000001,19.68,23.859999999999999
PROFILE:,7.0057670859999996
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,11.380000000000001,14.65,18.329999999999998,22.559999999999999
PROFILE:,8.0072034890000001
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,13.59,21.09,21.550000000000001,23.02
PROFILE:,8.0834875630000003
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,15.550000000000001,21.059999999999999,21.550000000000001,23.0
PROFILE:,8.6593981370000002
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,16.579999999999998,23.34,24.239999999999998,25.5
PROFILE:,10.115324749999999
DISCHARGE:
0.0,4300.0,7310.0,8330.0,13150.0
STAGE:
0.0,12.83,16.5,17.52,21.800000000000001
PROFILE:,13.409357200000001
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,9.1400000000000006,15.390000000000001,16.379999999999999,17.960000000000001
PROFILE:,14.34529762
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,11.16,16.84,17.870000000000001,19.57
PROFILE:,16.168168380000001
DISCHARGE:
0.0,3310.0,6200.0,7530.0,11070.0
STAGE:
0.0,9.7699999999999996,14.34,15.32,17.0
PROFILE:,16.692116540000001
DISCHARGE:
0.0,3310.0,6200.0,7530.0,11070.0
STAGE:
0.0,9.5899999999999999,12.93,13.84,15.44
PROFILE:,18.216925979999999
DISCHARGE:
0.0,3310.0,6200.0,7530.0,11070.0
STAGE:
0.0,7.5099999999999998,9.7599999999999998,10.470000000000001,11.720000000000001
PROFILE:,18.717110689999998
DISCHARGE:
0.0,3310.0,6200.0,7530.0,11070.0
STAGE:
0.0,7.8200000000000003,10.039999999999999,10.81,12.85
PROFILE:,20.301572069999999
DISCHARGE:
0.0,4300.0,7310.0,8330.0,13150.0
STAGE:
0.0,11.859999999999999,15.1,16.02,20.09
PROFILE:,21.06202553
DISCHARGE:
0.0,3310.0,6200.0,7530.0,11070.0
STAGE:
0.0,5.9900000000000002,8.2599999999999998,9.2400000000000002,11.16
PROFILE:,22.167228120000001
DISCHARGE:
0.0,3310.0,6200.0,7530.0,11070.0
STAGE:
0.0,9.6999999999999993,13.48,15.039999999999999,17.870000000000001
PROFILE:,23.85008685
DISCHARGE:
0.0,2810.0,5270.0,6400.0,9420.0
STAGE:
0.0,7.9500000000000002,10.109999999999999,11.460000000000001,14.17
PROFILE:,23.983174049999999
DISCHARGE:
0.0,2810.0,5270.0,6400.0,9420.0
STAGE:
0.0,9.6099999999999994,11.32,11.84,13.59
PROFILE:,24.51651206
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,6.8600000000000003,8.6400000000000006,9.2599999999999998,10.91
PROFILE:,25.34348108
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,9.3200000000000003,11.119999999999999,11.76,13.369999999999999
PROFILE:,26.470428429999998
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,7.8700000000000001,9.8000000000000007,10.449999999999999,12.02
PROFILE:,27.500425589999999
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,8.1600000000000001,12.69,13.49,14.529999999999999
PROFILE:,28.081783290000001
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,9.8800000000000008,13.970000000000001,14.76,15.81
PROFILE:,28.513624270000001
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,8.5500000000000007,12.58,13.359999999999999,14.42
PROFILE:,28.59092218
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,9.0800000000000001,12.27,13.08,14.49
PROFILE:,29.3438269
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,9.8100000000000005,12.66,13.49,15.029999999999999
PROFILE:,29.847734920000001
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,11.08,13.81,14.720000000000001,16.809999999999999
PROFILE:,30.441734189999998
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,6.96,10.220000000000001,10.82,12.220000000000001
PROFILE:,30.95818315
DISCHARGE:
0.0,2630.0,4910.0,5960.0,8760.0
STAGE:
0.0,7.4500000000000002,9.1300000000000008,9.7799999999999994,11.24
PROFILE:,32.231664440000003
DISCHARGE:
0.0,2190.0,3990.0,4820.0,7070.0
STAGE:
0.0,5.0,6.7300000000000004,7.3899999999999997,8.9399999999999995
PROFILE:,32.835549380000003
DISCHARGE:
0.0,4300.0,7310.0,8330.0,13150.0
STAGE:
0.0,12.58,16.07,17.010000000000002,20.609999999999999
PROFILE:,33.915134999999999
DISCHARGE:
0.0,2190.0,3990.0,4820.0,7070.0
STAGE:
0.0,5.8200000000000003,7.0800000000000001,7.5599999999999996,8.7200000000000006
PROFILE:,34.66350095
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,8.5800000000000001,10.35,10.880000000000001,12.039999999999999
PROFILE:,35.97114139
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,10.199999999999999,11.720000000000001,12.24,13.390000000000001
PROFILE:,36.514463720000002
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,10.43,11.970000000000001,12.51,13.789999999999999
PROFILE:,37.032598540000002
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,7.96,9.9800000000000004,10.630000000000001,12.109999999999999
PROFILE:,37.179373769999998
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,8.3200000000000003,8.7799999999999994,9.0600000000000005,9.9700000000000006
PROFILE:,37.450740039999999
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,6.7800000000000002,7.8099999999999996,8.1600000000000001,9.0099999999999998
PROFILE:,38.118281369999998
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,7.2400000000000002,8.4199999999999999,8.8499999999999996,9.8100000000000005
PROFILE:,40.012387289999999
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,6.6699999999999999,7.9000000000000004,8.3399999999999999,9.3100000000000005
PROFILE:,40.061035930000003
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,6.3899999999999997,8.0,8.4600000000000009,9.4600000000000009
PROFILE:,40.110424600000002
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,6.5300000000000002,8.1999999999999993,8.7899999999999991,10.220000000000001
PROFILE:,41.061295260000001
DISCHARGE:
0.0,2020.0,3590.0,4310.0,6240.0
STAGE:
0.0,8.8499999999999996,11.550000000000001,12.0,12.890000000000001
PROFILE:,42.66099578
DISCHARGE:
0.0,1940.0,3450.0,4140.0,5990.0
STAGE:
0.0,8.9299999999999997,11.17,11.69,12.84
PROFILE:,43.488843490000001
DISCHARGE:
0.0,1940.0,3450.0,4140.0,5990.0
STAGE:
0.0,8.6699999999999999,10.710000000000001,11.25,12.4
PROFILE:,44.258090559999999
DISCHARGE:
0.0,1940.0,3450.0,4140.0,5990.0
STAGE:
0.0,9.3699999999999992,10.98,11.550000000000001,12.779999999999999
PROFILE:,44.938775110000002
DISCHARGE:
0.0,4250.0,7230.0,8260.0,13100.0
STAGE:
0.0,12.199999999999999,14.720000000000001,16.260000000000002,18.719999999999999
PROFILE:,46.756355470000003
DISCHARGE:
0.0,1940.0,3450.0,4140.0,5990.0
STAGE:
