COMID:,5781393
0.0,9.6600000000000001,11.359999999999999,11.94,13.15
PROFILE:,47.501358510000003
DISCHARGE:
0.0,1940.0,3450.0,4140.0,5990.0
STAGE:
0.0,10.279999999999999,12.43,13.210000000000001,16.199999999999999
PROFILE:,48.547789479999999
DISCHARGE:
0.0,1940.0,3450.0,4140.0,5990.0
STAGE:
0.0,8.4199999999999999,10.82,11.85,14.24
PROFILE:,49.154433820000001
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,6.1299999999999999,8.1300000000000008,8.5800000000000001,11.039999999999999
PROFILE:,49.537332509999999
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,8.4900000000000002,9.8399999999999999,10.32,11.26
PROFILE:,49.833290210000001
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,8.5199999999999996,9.8499999999999996,10.289999999999999,11.24
PROFILE:,50.508819039999999
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,8.25,9.3699999999999992,9.7699999999999996,10.69
PROFILE:,50.725371819999999
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,7.54,8.5500000000000007,8.8300000000000001,9.8699999999999992
PROFILE:,51.736545880000001
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,8.3300000000000001,9.3200000000000003,9.6500000000000004,10.380000000000001
PROFILE:,52.268509659999999
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,8.5700000000000003,8.8499999999999996,9.4700000000000006,10.369999999999999
PROFILE:,52.96392762
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,7.96,9.3599999999999994,9.5099999999999998,10.02
PROFILE:,53.5961517
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,7.0499999999999998,8.2400000000000002,8.6199999999999992,9.5600000000000005
PROFILE:,54.416755700000003
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,6.9699999999999998,8.0999999999999996,8.5099999999999998,9.4499999999999993
PROFILE:,55.201778099999999
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,7.4299999999999997,8.5999999999999996,8.9800000000000004,9.8699999999999992
PROFILE:,57.254547350000003
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,5.9699999999999998,7.2000000000000002,7.5999999999999996,8.5500000000000007
PROFILE:,59.626676719999999
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,6.1500000000000004,7.2300000000000004,7.5999999999999996,8.4900000000000002
PROFILE:,60.921611740000003
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,5.96,6.7999999999999998,7.1200000000000001,7.8899999999999997
PROFILE:,61.43539148
DISCHARGE:
0.0,4250.0,7230.0,8260.0,13100.0
STAGE:
0.0,14.69,18.469999999999999,19.149999999999999,22.309999999999999
PROFILE:,62.236466780000001
DISCHARGE:
0.0,1820.0,3220.0,3830.0,5540.0
STAGE:
0.0,5.7199999999999998,6.3899999999999997,6.6399999999999997,7.2699999999999996
PROFILE:,63.306203089999997
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,4.6799999999999997,5.46,5.7300000000000004,6.4199999999999999
PROFILE:,64.054041769999998
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,4.5099999999999998,5.2199999999999998,5.4500000000000002,6.6399999999999997
PROFILE:,65.828523340000004
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,5.54,6.9699999999999998,7.5499999999999998,10.119999999999999
PROFILE:,66.815825849999996
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,5.6299999999999999,7.25,7.9100000000000001,10.470000000000001
PROFILE:,67.535182520000006
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,4.0899999999999999,5.2599999999999998,5.7999999999999998,8.0600000000000005
PROFILE:,67.818479109999998
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,4.6500000000000004,5.0300000000000002,5.29,7.0
PROFILE:,68.141821300000004
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,5.0599999999999996,5.5300000000000002,5.71,6.0800000000000001
PROFILE:,68.856015139999997
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,6.3600000000000003,6.6100000000000003,6.8300000000000001,7.3099999999999996
PROFILE:,69.482784449999997
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,8.1500000000000004,12.52,12.890000000000001,13.74
PROFILE:,70.421557379999996
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,7.6799999999999997,10.140000000000001,10.52,11.380000000000001
PROFILE:,70.787058180000002
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,5.96,8.3399999999999999,8.7400000000000002,9.7100000000000009
PROFILE:,71.153045480000003
DISCHARGE:
0.0,1500.0,2600.0,3070.0,4680.0
STAGE:
0.0,6.3899999999999997,7.1799999999999997,7.5,8.1799999999999997
PROFILE:,71.302536849999996
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,6.0300000000000002,6.9699999999999998,7.2699999999999996,8.1899999999999995
PROFILE:,71.704803249999998
DISCHARGE:
0.0,4250.0,7230.0,8260.0,13100.0
STAGE:
0.0,13.34,17.0,17.91,21.07
PROFILE:,72.488921419999997
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,3.7200000000000002,4.3499999999999996,4.7199999999999998,5.5499999999999998
PROFILE:,72.939784689999996
DISCHARGE:
0.0,4250.0,7230.0,8260.0,13100.0
STAGE:
0.0,12.82,16.379999999999999,17.300000000000001,20.440000000000001
PROFILE:,73.308078480000006
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,4.5099999999999998,5.21,5.5700000000000003,6.4299999999999997
PROFILE:,73.809526640000001
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,3.98,4.5800000000000001,4.9000000000000004,5.6900000000000004
PROFILE:,74.1034267
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,4.4100000000000001,4.8899999999999997,5.1200000000000001,5.6699999999999999
PROFILE:,74.363181659999995
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,5.0199999999999996,5.6299999999999999,5.9199999999999999,6.5800000000000001
PROFILE:,74.579329580000007
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,3.3100000000000001,3.9700000000000002,4.3300000000000001,5.0999999999999996
PROFILE:,75.307129169999996
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,3.48,3.9199999999999999,4.25,5.0700000000000003
PROFILE:,75.959102590000001
DISCHARGE:
0.0,4250.0,7230.0,8260.0,13100.0
STAGE:
0.0,10.98,14.25,15.07,18.02
PROFILE:,76.476761100000004
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,4.7999999999999998,5.7699999999999996,6.1699999999999999,7.0700000000000003
PROFILE:,77.490427269999998
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,3.8599999999999999,4.7599999999999998,5.1799999999999997,6.2800000000000002
PROFILE:,78.338560659999999
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,3.73,4.3799999999999999,4.6500000000000004,5.4000000000000004
PROFILE:,79.467277580000001
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,4.6799999999999997,5.9199999999999999,6.6200000000000001,8.0
PROFILE:,80.086280400000007
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,5.8300000000000001,7.75,9.4399999999999995,10.31
PROFILE:,81.330550950000003
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,6.2300000000000004,8.3300000000000001,9.4299999999999997,10.34
PROFILE:,81.861800310000007
DISCHARGE:
0.0,850.0,1450.0,1830.0,2890.0
STAGE:
0.0,5.0700000000000003,6.6500000000000004,7.4299999999999997,8.1500000000000004
PROFILE:,82.049267259999993
DISCHARGE:
0.0,4250.0,7230.0,8260.0,13100.0
STAGE:
0.0,10.050000000000001,12.890000000000001,13.74,16.649999999999999
PROFILE:,82.324873449999998
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,11.369999999999999,13.75,14.59,19.59
PROFILE:,83.290632200000005
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,11.789999999999999,14.07,14.779999999999999,18.940000000000001
PROFILE:,84.298144410000006
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,13.44,16.129999999999999,16.91,20.399999999999999
PROFILE:,85.090270889999999
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,11.710000000000001,14.49,15.300000000000001,18.91
PROFILE:,85.676766999999998
DISCHARGE:
0.0,4300.0,7310.0,8330.0,13150.0
STAGE:
0.0,14.65,18.329999999999998,19.260000000000002,22.66
PROFILE:,86.25406649
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,10.6,12.23,12.84,15.949999999999999
PROFILE:,86.991440100000005
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,9.3499999999999996,11.119999999999999,11.74,14.27
PROFILE:,87.547075129999996
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,10.380000000000001,12.09,12.630000000000001,14.91
PROFILE:,88.171825040000002
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,11.529999999999999,13.220000000000001,13.699999999999999,15.720000000000001
PROFILE:,88.848733550000006
DISCHARGE:
0.0,4170.0,7070.0,8120.0,13100.0
STAGE:
0.0,11.34,13.31,13.859999999999999,16.010000000000002
PROFILE:,89.63533151
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,9.0,10.83,11.51,13.59
PROFILE:,91.134364039999994
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,8.4600000000000009,10.630000000000001,11.24,13.550000000000001
PROFILE:,91.753645989999995
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,9.4800000000000004,11.529999999999999,12.130000000000001,14.31
PROFILE:,92.441123009999998
DISCHARGE:
0.0,4300.0,7310.0,8330.0,13150.0
STAGE:
0.0,14.24,17.960000000000001,18.93,22.719999999999999
PROFILE:,93.028730999999993
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,10.789999999999999,12.93,13.630000000000001,16.309999999999999
PROFILE:,93.791039900000001
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,11.380000000000001,13.19,13.81,16.309999999999999
PROFILE:,94.717938020000005
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,11.25,13.449999999999999,14.140000000000001,16.859999999999999
PROFILE:,95.526947410000005
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,10.550000000000001,12.76,13.460000000000001,16.16
PROFILE:,96.333269729999998
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,10.970000000000001,12.94,13.6,16.149999999999999
PROFILE:,97.495607710000002
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,8.6199999999999992,9.9800000000000004,10.42,12.449999999999999
PROFILE:,97.991783670000004
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,10.880000000000001,13.09,13.76,16.039999999999999
PROFILE:,98.282696009999995
DISCHARGE:
0.0,3930.0,6720.0,7790.0,12690.0
STAGE:
0.0,11.33,13.52,14.19,16.460000000000001
PROFILE:,98.631907119999994
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,12.58,14.56,15.220000000000001,17.629999999999999
PROFILE:,99.48238576
DISCHARGE:
0.0,3550.0,6560.0,8030.0,11850.0
STAGE:
0.0,11.779999999999999,13.84,14.58,16.75
XSAPPROX:
DISCHARGE:
0.0,0.0989182,9.06333,65.5342,204.318,446.0,805.068,1292.04,1914.49,2677.85,3585.92,4641.33,5845.79,7200.32,8705.39,10361.0,12166.9,14122.6,16227.1,18479.7,20879.2,23424.3,26113.9,28946.6,31920.9,35035.5,38288.9,41679.5,45205.9,48866.6,52660.1,56584.8,60639.2,64822.0,69131.4,73566.2,78124.8,82805.9,87607.9,92529.5,97569.2,102726.0,107998.0,113384.0,118883.0,124494.0,130215.0,136044.0,141982.0,148026.0,154176.0,160430.0,166787.0,173246.0,179805.0,186465.0,193223.0,200079.0,207031.0,214079.0,221221.0,228457.0,235786.0,243206.0,250717.0,258318.0,266007.0,273785.0,281649.0,289600.0,297636.0,305757.0,313962.0,322249.0,330618.0,339069.0,347601.0,356212.0,364902.0,373671.0,382517.0,391440.0,400439.0
STAGE:
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0
HAND:
DISCHARGE:
0,183,613,1374,2521,4089,6105,8608,11623,15193,19360,24138,29583,35811,42887,50760,59520,69273,80099,92141,105357,119745,135366,152318,170703,190399,211595,234608,259461,286086,314409,344645,376979,411564,448562,487958,529621,573203,618837,667209,718112,771257,827155,886035,947880,1012752,1080573,1151098,1224273
STAGE:
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0
SPRNT:
DISCHARGE:
35.314670111696707,52.972005167545063,70.629340223393413,88.286675279241763,105.94401033509013,123.60134539093848,141.25868044678683,158.91601550263519,176.57335055848353,194.23068561433189,211.88802067018025,229.54535572602859,247.20269078187695,264.86002583772529,282.51736089357365,300.17469594942202,317.83203100527038,335.48936606111869,353.14670111696705,370.80403617281542,388.46137122866378,406.11870628451214,423.77604134036051,441.43337639620881,459.09071145205718,476.74804650790554,494.40538156375391,512.06271661960227,529.72005167545058,547.377386731299,565.0347217871473,582.69205684299561,600.34939189884403,618.00672695469234,635.66406201054076,653.32139706638907,670.97873212223737,688.6360671780858,706.2934022339341,723.95073728978252,741.60807234563083,759.26540740147914,776.92274245732756,794.58007751317587,812.23741256902429,829.89474762487259,847.55208268072101,865.20941773656932,882.86675279241763,900.52408784826605,918.18142290411436,935.83875795996278,953.49609301581108,971.15342807165939,988.81076312750781,1006.4680981833561,1024.1254332392045,1041.7827682950528,1059.4401033509012,1077.0974384067495,1094.754773462598,1112.4121085184463,1130.0694435742946,1147.7267786301429,1165.3841136859912,1183.0414487418398,1200.6987837976881,1218.3561188535364,1236.0134539093847,1253.670788965233,1271.3281240210815,1288.9854590769298,1306.6427941327781,1324.3001291886264,1341.9574642444747,1359.6147993003233,1377.2721343561716,1394.9294694120199,1412.5868044678682,1430.2441395237165,1447.901474579565,1465.5588096354134,1483.2161446912617,1500.87347974711,1518.5308148029583,1536.1881498588068,1553.8454849146551,1571.5028199705034,1589.1601550263517,1606.8174900822,1624.4748251380486,1642.1321601938969,1659.7894952497452,1677.4468303055935,1695.104165361442,1712.7615004172903,1730.4188354731386,1748.0761705289869,1765.7335055848353,1783.3908406406838,1801.0481756965321,1818.7055107523804,1836.3628458082287,1854.020180864077,1871.6775159199256,1889.3348509757739,1906.9921860316222,1924.6495210874705,1942.3068561433188,1959.9641911991673,1977.6215262550156,1995.2788613108639,2012.9361963667122,2030.5935314225605,2048.2508664784091,2065.9082015342574,2083.5655365901057,2101.222871645954,2118.8802067018023,2136.5375417576506,2154.1948768134989,2171.8522118693472,2189.509546925196,2207.1668819810443,2224.8242170368926,2242.4815520927409,2260.1388871485892,2277.7962222044375,2295.4535572602858,2313.1108923161341,2330.7682273719824,2348.4255624278312,2366.0828974836795,2383.7402325395278,2401.3975675953761,2419.0549026512244,2436.7122377070727,2454.3695727629211,2472.0269078187694,2489.6842428746177,2507.341577930466,2524.9989129863147,2542.656248042163,2560.3135830980113,2577.9709181538597,2595.628253209708,2613.2855882655563,2630.9429233214046,2648.6002583772529,2666.2575934331012,2683.9149284889495,2701.5722635447983,2719.2295986006466,2736.8869336564949,2754.5442687123432,2772.2016037681915,2789.8589388240398,2807.5162738798881,2825.1736089357364,2842.8309439915847,2860.488279047433,2878.1456141032818,2895.8029491591301,2913.4602842149784,2931.1176192708267,2948.774954326675,2966.4322893825233,2984.0896244383716,3001.7469594942199,3019.4042945500682,3037.0616296059166,3054.7189646617653,3072.3762997176136,3090.0336347734619,3107.6909698293102,3125.3483048851585,3143.0056399410068,3160.6629749968552,3178.3203100527035,3195.9776451085518,3213.6349801644001,3231.2923152202488,3248.9496502760971,3266.6069853319455,3284.2643203877938,3301.9216554436421,3319.5789904994904,3337.2363255553387,3354.893660611187,3372.5509956670353,3390.2083307228841,3407.8656657787324,3425.5230008345807,3443.180335890429,3460.8376709462773,3478.4950060021256,3496.1523410579739,3513.8096761138222,3531.4670111696705,3549.1243462255188
STAGE:
