COMID,RiverStation,XSID,ProfileM
5790132,1437479,2808,99.06489572
5790132,1435985,2809,94.42197532
5790128,1414986,2816,33.22496354
5790128,1412216,2817,25.03769773
5790128,1410129,2818,18.6562868
5790128,1407078,2819,9.537704808
5790152,1434476,2810,89.95041536
5790152,1431686,2811,81.51909761
5790152,1430911,2812,79.25651871
5790152,1425086,2813,62.36262039
5790130,1422051,2814,54.22896179
5790130,1419294,2815,46.07210036
5790134,1448444,2805,92.41175179
5790134,1444204,2806,56.62098942
5790150,1439062,2807,10.99174922
5789076,1381622,2828,66.73548386
5789076,1379366,2829,20.77155692
5789864,332,4016,99.44841992
5789864,37,4017,97.32786449
5781351,93721,15800,95.63543576
5781351,93406,15801,94.64892165
5781351,93276,15802,94.10150078
5781351,93152,15803,93.56048496
5781351,93089,15804,93.29432322
5781351,93015,15805,93.04193424
5781351,92822,15806,92.40307993
5781351,92716,15807,91.92374841
5781351,92627,15808,91.56539839
5781351,92369,15809,90.50955753
5781351,92128,15810,89.39302772
5781351,91888,15811,88.29935989
5781351,91700,15812,87.6864266
5781351,91402,15813,86.37382144
5781351,91334,15814,86.05621649
5781351,91233,15815,85.60140555
5781351,91166,15816,85.31326349
5781351,91030,15817,84.70680465
5781351,90988,15818,84.50708518
5781351,90955,15819,84.33977045
5781351,90919,15820,84.21519
5781351,90878,15821,84.07773428
5781351,90823,15822,83.79147953
5781351,90771,15823,83.5360263
5781351,90700,15824,83.25179738
5781351,90514,15825,82.75026779
5781351,90294,15826,81.71767034
5781351,90163,15827,81.10391143
5781351,89999,15828,80.34896555
5781351,89820,15829,79.57787573
5781351,89670,15830,78.91657491
5781351,89542,15831,78.31658481
5781351,89489,15832,78.07206897
5781351,89284,15833,77.47171197
5781351,89084,15834,76.58613353
5781351,88711,15835,74.93513618
5781351,88641,15836,74.59998645
5781351,88449,15837,73.71106305
5781351,88319,15838,73.09174912
5781351,88216,15839,72.61860733
5781351,88153,15840,72.32659957
5781351,88020,15841,71.70023769
5781351,87832,15842,70.81008014
5781351,87721,15843,70.42960886
5781351,87679,15844,70.23826117
5781351,87491,15845,69.70620688
5781351,87284,15846,68.92516903
5781351,86984,15847,67.5606531
5781351,86700,15848,66.33774176
5781351,86499,15849,65.4082887
5781351,86171,15850,64.25001238
5781351,86000,15851,63.55054373
5781351,85791,15852,62.56664279
5781351,85561,15853,61.50139381
5781351,85366,15854,60.58993479
5781351,84930,15855,58.53068691
5781351,84736,15856,57.65802559
5781351,84545,15857,56.78910853
5781351,84329,15858,55.77460052
5781351,84160,15859,54.98408317
5781351,84067,15860,54.55083675
5781351,83923,15861,53.89650326
5781351,83734,15862,53.08164968
5781351,83421,15863,51.67932301
5781351,83000,15864,49.97841689
5781351,82734,15865,48.68388846
5781351,82426,15866,47.2259746
5781351,82152,15867,45.96078267
5781351,82041,15868,45.43623234
5781351,81990,15869,45.18864815
5781351,81828,15870,44.5256028
5781351,81651,15871,43.85451418
5781351,81482,15872,43.03142359
5781351,81281,15873,42.04825027
5779271,2024775*,12838,98.22400233
5779271,2024676*,12839,95.58328147
5779271,2024577*,12840,92.90377778
5779271,2024478*,12841,90.18400829
5779271,2024379*,12842,87.42239954
5779271,2024280*,12843,84.6173064
5779271,2024181*,12844,81.76698992
5779271,2024082*,12845,79.12243909
5779271,2023983*,12846,76.68599742
5779271,2023884*,12847,74.26582231
5779271,2023785*,12848,71.86202308
5779271,2023686*,12849,69.47467575
5779271,2023587*,12850,67.10388124
5779271,2023488*,12851,64.76270761
5779271,2023389*,12852,62.53028812
5779271,2023290*,12853,60.35303601
5779271,2023191*,12854,58.22981448
5779271,2023092*,12855,56.15952621
5779271,2022993*,12856,54.14107677
5779271,2022797*,12858,49.60523658
5779271,2022699*,12859,47.04456318
5779271,2022602*,12860,44.49133784
5779271,2022505*,12861,41.94551029
5779271,2022407*,12862,39.39988267
5779271,2022310*,12863,36.86296838
5779271,2022213*,12864,34.34266464
5779271,2022115*,12865,31.83877515
5779271,2022018*,12866,29.35108049
5779271,2021920*,12867,26.87936997
5779271,2021823*,12868,24.42345013
5779271,2021726*,12869,21.98309871
5779271,2021628*,12870,19.55813818
5779271,2021531*,12871,17.13388946
5779271,2021434*,12872,14.68467868
5779271,2021336*,12873,12.23724504
5779271,2021239*,12874,9.793471851
5779271,2021142*,12875,7.353306033
5779271,2021044*,12876,4.91672881
5779271,2020947*,12877,2.483687085
5779271,2020849*,12878,0.054143316
5779293,2041545*,12666,98.02861396
5779293,2041454*,12667,97.47462107
5779293,2041363*,12668,96.93605487
5779293,2041272*,12669,96.40298214
5779293,2041181*,12670,95.86558724
5779293,2041090*,12671,95.32339058
5779293,2040999*,12672,94.77618783
5779293,2040908*,12673,94.23833652
5779293,2040817*,12674,93.70896225
5779293,2040632*,12676,92.63485577
5779293,2040537*,12677,92.07512195
5779293,2040443*,12678,91.51407658
5779293,2040349*,12679,90.95173446
5779293,2040254*,12680,90.38810165
5779293,2040160*,12681,89.82319263
5779293,2040065*,12682,89.25701783
5779293,2039971*,12683,88.68958564
5779293,2039877*,12684,88.12091056
5779293,2039782*,12685,87.55100268
5779293,2039688*,12686,86.97966264
5779293,2039593*,12687,86.41057201
5779293,2039402*,12689,85.26973747
5779293,2039305*,12690,84.6514073
5779293,2039208*,12691,83.99564344
5779293,2039111*,12692,83.30594339
5779293,2039014*,12693,82.58538252
5779293,2038917*,12694,81.83667162
5779293,2038820*,12695,81.06222017
5779293,2038723*,12696,80.2641632
5779293,2038626*,12697,79.44441224
5779293,2038529*,12698,78.68083537
5779293,2038432*,12699,77.99369099
5779293,2038335*,12700,0
5779293,2038238*,12701,0
5779293,2038142*,12702,76.06980198
5779293,2038045*,12703,75.46388075
5779293,2037948*,12704,74.87177912
5779293,2037851*,12705,74.29176818
5779293,2037754*,12706,73.72238436
5779293,2037657*,12707,73.16240215
5779293,2037560*,12708,72.61076854
5779293,2037463*,12709,72.06658576
5779293,2037366*,12710,71.52907775
5779293,2037269*,12711,70.99757878
5779293,2037172*,12712,70.47150439
5779293,2037075*,12713,69.93480656
5779293,2036978*,12714,69.40296612
5779293,2036881*,12715,68.87922454
5779293,2036784*,12716,68.36280356
5779293,2036687*,12717,67.85301757
5779293,2036491*,12719,66.86302582
5779293,2036391*,12720,66.36327576
5779293,2036292*,12721,65.84931894
5779293,2036193*,12722,65.32040173
5779293,2036093*,12723,64.77571157
5779293,2035994*,12724,64.21438218
5779293,2035895*,12725,63.63547676
5779293,2035795*,12726,63.03799108
5779293,2035696*,12727,62.42084459
5779293,2035597*,12728,61.78286022
5779293,2035498*,12729,61.12277938
5779293,2035398*,12730,60.43922948
5779293,2035299*,12731,59.73072788
5779293,2035200*,12732,59.06539862
5779293,2035100*,12733,58.40251089
5779293,2035001*,12734,57.7257091
5779293,2034902*,12735,57.03443818
5779293,2034802*,12736,56.32810827
5779293,2034703*,12737,55.63695709
5779293,2034604*,12738,54.99806225
5779293,2034504*,12739,54.35631204
5779293,2034405*,12740,53.71166459
5779293,2034306*,12741,53.06408078
5779293,2034206*,12742,52.41351283
5779293,2034107*,12743,51.82334556
5779293,2034008*,12744,51.2694784
5779293,2033908*,12745,50.72446881
5779293,2033809*,12746,50.19355416
5779293,2033710*,12747,49.70237086
5779293,2033610*,12748,49.22981809
5779293,2033413*,12750,48.29740944
5779293,2033315*,12751,47.8210498
5779293,2033218*,12752,47.27478935
5779293,2033120*,12753,46.69958339
5779293,2033022*,12754,46.11905649
5779293,2032924*,12755,45.53281031
5779293,2032827*,12756,44.94039894
5779293,2032729*,12757,44.34132612
5779293,2032631*,12758,43.73504974
5779293,2032533*,12759,42.94184894
5779293,2032435*,12760,42.1202298
5779293,2032338*,12761,41.36402462
5779293,2032240*,12762,40.6203047
5779293,2032142*,12763,39.92096624
5779293,2032044*,12764,39.35401581
5779293,2031946*,12765,38.78673579
5779293,2031849*,12766,0
5779293,2031751*,12767,37.62330263
5779293,2031653*,12768,36.98206867
5779293,2031555*,12769,36.35462995
5779293,2031457*,12770,35.77084818
5779293,2031360*,12771,35.25009384
5779293,2031262*,12772,34.73524953
5779293,2031164*,12773,34.2265347
5779293,2031066*,12774,33.72418468
5779293,2030968*,12775,33.22844817
5779293,2030871*,12776,32.73957905
5779293,2030773*,12777,32.25785871
5779293,2030578*,12779,31.33539597
5779293,2030480*,12780,30.88228312
5779293,2030383*,12781,30.41543506
5779293,2030285*,12782,29.93287613
5779293,2030188*,12783,29.4343644
5779293,2030090*,12784,28.91964794
5779293,2029993*,12785,28.38847682
5779293,2029896*,12786,27.84058871
5779293,2029798*,12787,27.27572131
5779293,2029701*,12788,26.69360217
5779293,2029603*,12789,26.09480098
5779293,2029506*,12790,25.51383766
5779293,2029408*,12791,24.92857872
5779293,2029311*,12792,24.33909463
5779293,2029213*,12793,23.74545316
5779293,2029116*,12794,23.14771932
5779293,2029019*,12795,22.54596267
5779293,2028921*,12796,21.93989549
5779293,2028824*,12797,21.32975739
5779293,2028726*,12798,20.72091487
5779293,2028629*,12799,20.1133225
5779293,2028531*,12800,19.5065792
5779293,2028434*,12801,18.89537371
5779293,2028337*,12802,18.28864535
5779293,2028140*,12804,17.30722257
5779293,2028041*,12805,16.92304987
5779293,2027942*,12806,16.53351415
5779293,2027843*,12807,16.13839973
5779293,2027744*,12808,15.73748227
5779293,2027645*,12809,15.33052147
5779293,2027546*,12810,14.9172669
5779293,2027447*,12811,14.49745223
5779293,2027348*,12812,14.07079519
5779293,2027249*,12813,13.63700195
5779293,2027150*,12814,13.19575404
5779293,2027051*,12815,12.74671855
5779293,2026952*,12816,12.28954228
5779293,2026853*,12817,11.82385032
5779293,2026754*,12818,11.34924172
5779293,2026655*,12819,10.86529235
5779293,2026556*,12820,10.37155206
5779293,2026457*,12821,9.867538797
5779293,2026358*,12822,9.352738716
5779293,2026259*,12823,8.82660321
5779293,2026160*,12824,8.288547485
5779293,2026061*,12825,7.73794332
5779293,2025962*,12826,7.174119072
5779293,2025864*,12827,6.596352441
5779293,2025765*,12828,6.003871901
5779293,2025666*,12829,5.395842235
5779293,2025567*,12830,4.771370341
5779293,2025468*,12831,4.129483486
5779293,2025369*,12832,3.469142366
5779293,2025270*,12833,2.789215025
5779293,2025171*,12834,2.157466643
5779293,2025072*,12835,1.522504115
5779293,2024973*,12836,0.874860084
5779293,2024874*,12837,0.213935509
5781127,98925,19377,0.357755952
5781203,45252,13133,94.36486838
5781203,45190,13134,93.68083049
5781203,44967,13135,92.54354177
5781203,44704,13136,91.41164124
5781203,44493,13137,90.47661874
5781203,44201,13138,89.21896943
5781203,43882,13139,87.85817962
5781203,43815,13140,87.58988096
5781203,43704,13141,87.13218501
5781203,43480,13142,86.21992077
5781203,43324,13143,85.50453397
5781203,43026,13144,84.23715691
5781203,42726,13145,82.87022431
5781203,42516,13146,81.92127144
5781203,42278,13147,80.91696285
5781203,42176,13148,80.45498152
5781203,42149,13149,80.3335461
5781203,42073,13150,79.96090515
5781203,41928,13151,79.2970994
5781203,41603,13152,77.8196151
5781203,41303,13153,76.43223914
5781203,41209,13154,76.01964031
5781203,41130,13155,75.6604011
5781203,41063,13156,75.34924848
5781203,40897,13157,74.5953803
5781203,40742,13158,73.84966468
5781203,40563,13159,73.06416254
5781203,40405,13160,72.35282523
5781203,40031,13161,70.70147644
5781203,39896,13162,70.05734722
5781203,39628,13163,68.8949473
5781203,39528,13164,68.55163682
5781203,39474,13165,68.41171235
5781203,39376,13166,68.00032462
5781203,39306,13167,67.56810487
5781203,39171,13168,66.93090483
5781203,38700,13169,64.72429372
5781203,38563,13170,64.1096285
5781203,38548,13171,64.03305488
5781203,38540,13172,63.99969682
5781203,38492,13173,63.78643125
5781203,38336,13174,63.09152726
5781203,38186,13175,62.45646913
5781203,37968,13176,61.68016505
5781203,37776,13177,61.03368902
5781203,37528,13178,59.95199356
5781203,37495,13179,59.80123885
5781203,37462,13180,59.64974534
5781203,37454,13181,59.60625943
5781203,37350,13182,59.11235239
5781203,37270,13183,58.71655878
5781203,37170,13184,58.25596144
5781203,37045,13185,57.60370703
5781203,36954,13186,57.12289187
5781203,36877,13187,56.35382114
5781203,36705,13188,55.91020737
5781203,36582,13189,55.68588309
5781203,36269,13190,54.30617145
5781203,35907,13191,52.9243631
5781203,35753,13192,52.22442752
5781203,35639,13193,51.70663551
5781203,35410,13194,50.68187646
5781203,35111,13195,49.35361722
5781203,34772,13196,48.20638747
5781203,34252,13197,45.90120395
5781203,33884,13198,44.24749645
5781203,33643,13199,43.17103655
5781203,33325,13200,41.54849139
5781203,33239,13201,41.05627149
5781203,33129,13202,40.2129718
5781203,33002,13203,40.01305697
5781203,32769,13204,39.59602868
5781203,32704,13205,39.29579972
5781203,32605,13206,38.83755809
5781203,32472,13207,38.19923916
5781203,32271,13208,37.27648156
5781203,32132,13209,36.66185577
5781203,31883,13210,35.6087795
5781203,31649,13211,34.55186637
5781203,31402,13212,33.45762143
5781203,31284,13213,32.88829235
5781203,31183,13214,32.43949883
5781203,30964,13215,31.56504702
5781203,30754,13216,30.66321698
5781203,30443,13217,29.27200384
5781203,30082,13218,27.62835291
5781203,29700,13219,25.8504794
5781203,29223,13220,23.77448316
5781203,29056,13221,23.32694615
5781203,28756,13222,21.94498929
5781203,28624,13223,21.41917796
5781203,28477,13224,20.8723268
5781203,28265,13225,19.9864455
5781203,28098,13226,19.25307883
5781203,27862,13227,18.20185811
5781203,27669,13228,17.31106074
5781203,27459,13229,16.33412524
5781203,27246,13230,15.38011644
5781203,27099,13231,14.7163922
5781203,26958,13232,14.07213142
5781203,26830,13233,13.493853
5781203,26691,13234,12.89376199
5781203,26560,13235,12.41468509
5781203,26328,13236,11.59695278
5781203,26049,13237,10.46561476
5781203,25826,13238,9.405240416
5781203,25610,13239,8.455935148
5781203,25376,13240,7.526501265
5781203,25224,13241,6.81028332
5781203,25137,13242,6.405051215
5781203,25015,13243,5.869087965
5781203,24903,13244,5.349180844
5781203,24785,13245,4.826627052
5781203,24613,13246,4.244530387
5781203,24160,13247,2.093325642
5781167,196,22621,0.555876692
5781155,196,22621,0.555876692
5781133,24,1519,24.50996004
5781131,24,1519,24.50996004
5781153,20600,22484,66.36619772
5781153,20402,22485,65.71513234
5781153,20232,22486,65.18244577
5781153,20003,22487,64.51246529
5781153,19894,22488,64.10433511
5781153,19773,22489,63.6602138
5781153,19602,22490,63.05487805
5781153,19383,22491,62.32941067
5781153,19185,22492,61.69779472
5781153,19000,22493,61.07778821
5781153,18838,22494,60.51477645
5781153,18584,22495,59.72890268
5781153,18440,22496,59.2044828
5781153,18235,22497,58.61335805
5781153,18058,22498,58.19338091
5781153,17912,22499,57.75371046
5781153,17813,22500,57.51056664
5781153,17670,22501,57.02548283
5781153,17534,22502,56.52293333
5781153,17344,22503,56.09889137
5781153,17182,22504,55.55080772
5781153,17004,22505,55.02759652
5781153,16824,22506,54.48238186
5781153,16654,22507,53.90330669
5781153,16458,22508,53.25190439
5781153,16285,22509,52.61806316
5781153,16098,22510,51.93795019
5781153,16024,22511,51.66055563
5781153,15951,22512,51.38185179
5781153,15838,22513,50.95451229
5781153,15717,22514,50.50332951
5781153,15499,22515,49.70321768
5781153,15279,22516,48.92387617
5781153,15114,22517,48.30836203
5781153,14960,22518,47.74111898
5781153,14895,22519,47.5062818
5781153,14833,22520,47.27898132
5781153,14781,22521,47.08882132
5781153,14661,22522,46.66392068
5781153,14528,22523,46.17801566
5781153,14380,22524,45.60846572
5781153,14192,22525,45.17897959
5781153,14029,22526,44.56199895
5781153,13841,22527,44.16260607
5781153,13617,22528,43.49942969
5781153,13433,22529,42.87806026
5781153,13275,22530,42.24991297
5781153,13074,22531,41.89397121
5781153,12909,22532,41.33063666
5781153,12668,22533,40.55946519
5781153,12456,22534,39.78759102
5781153,12247,22535,39.00693078
5781153,12010,22536,38.08732752
5781153,11838,22537,37.45981126
5781153,11654,22538,36.76282682
5781153,11497,22539,36.28581412
5781153,11339,22540,35.77332536
5781153,11209,22541,35.34639908
5781153,11085,22542,35.13265169
5781153,10944,22543,34.54740538
5781153,10822,22544,34.09290344
5781153,10693,22545,33.60718555
5781153,10552,22546,33.08813841
5781153,10411,22547,32.63894046
5781153,10286,22548,32.12819845
5781153,10147,22549,31.58090533
5781153,10034,22550,31.20579873
5781153,9917,22551,30.72653134
5781153,9749,22552,30.13205887
5781153,9587,22553,29.69791635
5781153,9478,22554,29.23592394
5781153,9353,22555,28.70907958
5781153,9105,22556,27.85850377
5781153,8952,22557,27.50028808
5781153,8822,22558,27.05161636
5781153,8702,22559,26.59068268
5781153,8550,22560,25.98923874
5781153,8385,22561,25.40945252
5781153,8260,22562,25.02522427
5781153,8141,22563,24.61770046
5781153,8005,22564,24.13629752
5781153,7869,22565,23.60558201
5781153,7691,22566,22.92907272
5781153,7536,22567,22.43591044
5781153,7391,22568,21.94006981
5781153,7199,22569,21.50556075
5781153,7093,22570,21.13331048
5781153,6928,22571,20.48697312
5781153,6827,22572,20.08589587
5781153,6607,22573,19.57620689
5781153,6479,22574,19.14747013
5781153,6208,22575,18.30914527
5781153,6024,22576,17.94899886
5781153,5865,22577,17.37493534
5781153,5663,22578,16.64039317
5781153,5510,22579,16.0662614
5781153,5372,22580,15.54452224
5781153,5237,22581,15.03815092
5781153,5090,22582,14.49285371
5781153,4961,22583,14.00808565
5781153,4825,22584,13.50352861
5781153,4756,22585,13.2641963
5781153,4673,22586,12.97431609
5781153,4580,22587,12.63984245
5781153,4458,22588,12.196744
5781153,4306,22589,11.8780826
5781153,4146,22590,11.47203934
5781153,3958,22591,10.7821682
5781153,3826,22592,10.29727711
5781153,3663,22593,9.642129979
5781153,3514,22594,9.089190421
5781153,3442,22595,8.788606604
5781153,3410,22596,8.630162469
5781153,3352,22597,8.37495295
5781153,3272,22598,8.191518864
5781153,3249,22599,8.122226375
5781153,3237,22600,8.081492856
5781153,3149,22601,7.771819836
5781153,3057,22602,7.460476246
5781153,2919,22603,7.016472465
5781153,2789,22604,6.5537417
5781153,2704,22605,6.538009993
5781153,2603,22606,6.285905254
5781153,2495,22607,5.891499355
5781153,2410,22608,5.569364585
5781153,2314,22609,5.211833507
5781153,2172,22610,4.899864875
5781153,2061,22611,4.709287683
5781153,1849,22612,4.097603869
5781153,1719,22613,3.612431313
5781153,1563,22614,3.297151829
5781153,1376,22615,2.869613947
5781153,1204,22616,2.266892476
5781153,1001,22617,1.918675251
5781153,647,22618,0.912528349
5781153,525,22619,0.610284084
5781153,483,22620,0.501166685
5781159,11826,913,93.08401695
5781129,3579,1503,22.22567291
5781129,3210,1504,19.68047333
5781129,2974,1505,18.18656632
5781129,2635,1506,16.03177658
5781129,2264,1507,13.41098935
5781129,2023,1508,11.96142323
5781129,1931,1509,11.26070289
5781129,1661,1510,9.40089362
5781129,1562,1511,8.716238325
5781129,1326,1512,7.35556141
5781129,1122,1513,6.321942549
5781129,918,1514,5.055350997
5781129,495,1515,3.078881039
5781129,308,1516,1.652843413
5781129,140,1517,0.789936674
5781129,52,1518,0.185862469
5781185,104,23563,5.318246057
5781185,59,23564,4.965716005
5781223,52432,14867,89.9294094
5781223,52379,14868,89.73020542
5781223,52195,14869,89.06787992
5781223,51462,14870,86.30004344
5781223,50892,14871,84.19376508
5781223,50710,14872,83.76574482
5781223,50331,14873,82.36277182
5781223,50196,14874,81.89140013
5781223,50147,14875,81.7107646
5781223,50046,14876,81.33634255
5781223,49989,14877,81.17074674
5781223,49866,14878,80.68235498
5781223,49660,14879,79.91840015
5781223,48731,14881,76.42114404
5781223,48633,14882,76.04559736
5781223,48555,14883,75.75425828
5781223,48470,14884,75.44075278
5781223,48092,14885,74.05193957
5781223,47610,14886,72.31581933
5781223,47114,14887,70.58301268
5781223,46655,14888,68.86644752
5781223,46474,14889,68.33825261
5781223,46382,14890,67.95875144
5781223,46215,14891,67.3335285
5781223,45719,14892,65.48678142
5781223,45373,14893,64.18737661
5781223,45185,14894,63.48915984
5781223,45042,14895,62.95873058
5781223,44781,14896,61.97849051
5781223,44573,14897,61.20173014
5781223,44477,14898,60.83334777
5781223,44427,14899,60.62287269
5781223,44312,14900,60.14949368
5781223,44191,14901,59.87782899
5781223,43698,14902,58.03466136
5781223,43582,14903,57.5707343
5781223,43451,14904,57.11247777
5781223,43314,14905,56.52074206
5781223,43125,14906,55.74703736
5781223,43069,14907,55.52786665
5781223,43012,14908,55.30490491
5781223,42817,14909,54.60852548
5781223,42484,14910,53.41152634
5781223,42202,14911,52.23205454
5781223,42149,14912,52.029666
5781223,42088,14913,51.80184477
5781223,42014,14914,51.52337624
5781223,41876,14915,51.07715576
5781223,41514,14916,49.7201608
5781223,41083,14917,48.11575936
5781223,40772,14918,46.96921702
5781223,40717,14919,46.76041015
5781223,40622,14920,46.45278745
5781223,40545,14921,46.1690787
5781223,40418,14922,45.7137348
5781223,40157,14923,44.79112826
5781223,40018,14924,44.28423116
5781223,39973,14925,44.10980816
5781223,39866,14926,43.72213463
5781223,39730,14927,43.224564
5781223,39613,14928,42.80096074
5781223,39562,14929,42.60841521
5781223,39484,14930,42.32807355
5781223,39445,14931,42.1851689
5781223,39344,14932,41.8015637
5781223,39310,14933,41.66840884
5781223,39187,14934,41.19229038
5781223,38944,14937,40.48824764
5781223,38712,14938,39.56739494
5781223,38556,14939,39.13849968
5781223,38467,14940,38.79748665
5781223,38252,14941,38.14408654
5781223,38124,14942,38.04732115
5781223,38034,14943,37.68198381
5781223,37892,14944,37.0370574
5781223,37684,14945,36.31985558
5781223,37471,14946,35.51704359
5781223,37404,14947,35.26648141
5781223,37337,14948,35.01831933
5781223,37205,14949,34.52139557
5781223,36955,14950,33.60575481
5781223,36583,14951,32.30746626
5781223,36111,14952,30.65862181
5781223,35832,14953,29.57334732
5781223,35566,14954,28.59238643
5781223,35447,14955,28.24767964
5781223,35365,14956,27.94358108
5781223,35242,14957,27.49261652
5781223,35064,14958,26.82059516
5781223,34846,14959,26.00342908
5781223,34714,14960,25.5008022
5781223,34677,14961,25.35348701
5781223,34566,14962,24.98340171
5781223,34070,14963,23.19066424
5781223,33756,14964,22.04471762
5781223,33626,14965,21.57933008
5781223,33548,14966,21.30692574
5781223,33492,14967,21.13910238
5781223,33380,14968,20.72386242
5781223,33267,14969,20.34536071
5781223,32869,14970,18.84596381
5781223,32504,14971,17.5557012
5781223,32199,14972,16.40613765
5781223,31852,14973,15.10675407
5781223,31547,14974,14.21534573
5781223,31053,14975,12.47620285
5781223,30878,14976,11.85977873
5781223,30791,14977,11.5406086
5781223,30728,14978,11.30328135
5781223,30610,14979,10.88298046
5781223,30300,14980,9.844401652
5781223,30026,14981,8.846043695
5781223,29899,14982,8.312323174
5781223,29773,14983,7.890864272
5781223,29667,14984,7.525227171
5781223,29197,14985,5.780956251
5781223,28901,14986,4.66779491
5781223,28509,14987,3.366369459
5781223,28355,14988,2.84292708
5781223,28192,14989,2.187786194
5781223,28138,14990,1.985666529
5781223,28009,14991,1.497653006
5781223,27796,14992,0.639621734
5781165,8412,22094,58.68611745
5781165,8079,22095,56.74691259
5781165,7942,22096,55.72722215
5781165,7734,22097,54.11869992
5781165,7532,22098,52.606567
5781165,7441,22099,51.86267199
5781165,7365,22100,51.26143307
5781165,7274,22101,50.52075097
5781165,7009,22102,48.82802072
5781165,6795,22103,47.19895919
5781165,6619,22104,46.05962075
5781165,6471,22105,45.21111823
5781165,6301,22106,43.9615873
5781165,6225,22107,43.34382067
5781165,6213,22108,43.24350269
5781165,6146,22109,42.70084428
5781165,5999,22110,41.46279436
5781165,5907,22111,40.75169897
5781165,5515,22112,38.13428574
5781165,5391,22113,37.30694694
5781165,5213,22114,35.83954151
5781165,5054,22115,34.63635965
5781165,4937,22116,33.68532701
5781165,4794,22117,32.42467827
5781165,4644,22118,31.18581796
5781165,4385,22119,29.29327264
5781165,4238,22120,28.22558221
5781165,4040,22121,27.29588791
5781165,3939,22122,26.59138208
5781165,3795,22123,25.38600899
5781165,3675,22124,24.44689389
5781165,3565,22125,23.68628513
5781165,3521,22126,23.41796738
5781165,3501,22127,23.30133887
5781165,3485,22128,23.1747076
5781165,3431,22129,22.74560784
5781165,3363,22130,22.19370714
5781165,3217,22131,21.03589452
5781165,3088,22132,19.98514694
5781165,2965,22133,19.00301078
5781165,2896,22134,18.65785921
5781165,2728,22135,17.51359482
5781165,2672,22136,17.33410353
5781165,2619,22137,17.21490387
5781165,2590,22138,17.07654596
5781165,2514,22139,16.44677199
5781165,2441,22140,16.02040698
5781165,2366,22141,15.42212094
5781165,2238,22142,14.56187658
5781165,2115,22143,13.8867011
5781165,1963,22144,13.20646856
5781165,1823,22145,12.5960203
5781165,1674,22146,11.44351476
5781165,1507,22147,10.1644511
5781165,1376,22148,9.074143444
5781165,1276,22149,8.213998695
5781165,1084,22150,6.75798442
5781165,911,22151,5.781179962
5781165,733,22152,4.353951108
5781165,582,22153,3.432219503
5781165,432,22154,2.166310487
5781165,212,22155,1.274226503
5781119,12840,22391,75.83612715
5781119,12470,22392,73.76862048
5781119,12091,22393,71.77059827
5781119,11865,22394,70.49324544
5781119,11579,22395,68.87310201
5781119,11385,22396,67.85233655
5781119,11319,22397,67.43665486
5781119,11194,22398,66.6843562
5781119,11035,22399,65.71881544
5781137,13103,22323,85.44842535
5781137,12936,22324,84.65815967
5781137,12725,22325,83.67284543
5781137,12500,22326,82.26439921
5781137,12153,22327,79.84895904
5781137,11814,22328,77.58456588
5781137,11420,22329,74.97426926
5781137,11018,22330,72.37016689
5781137,10791,22331,70.87197841
5781137,10720,22332,70.41827904
5781137,10511,22333,68.84966205
5781137,10386,22334,68.02245629
5781137,10132,22335,66.60720768
5781137,9917,22336,64.88187536
5781137,9749,22337,63.65716829
5781137,9539,22338,62.2605775
5781137,9283,22339,61.01044494
5781137,9098,22340,60.01278835
5781137,8892,22341,58.76301423
5781137,8721,22342,57.83785229
5781137,8458,22343,56.91418722
5781137,8286,22344,56.47681139
5781137,8155,22345,55.56887804
5781137,8100,22346,55.239035
5781137,8015,22347,54.66866327
5781137,7930,22348,54.06674468
5781137,7835,22349,53.37456875
5781137,7603,22350,51.73355739
5781137,7411,22351,50.46545635
5781137,7055,22352,48.17796269
5781137,6675,22353,45.67314246
5781137,6433,22354,44.13601279
5781137,6243,22355,42.92904494
5781137,6051,22356,41.78142122
5781137,5901,22357,40.79896604
5781137,5723,22358,39.65533112
5781137,5419,22359,37.59996518
5781137,5197,22360,36.1001606
5781137,4989,22361,34.86881104
5781137,4791,22362,33.53011494
5781137,4711,22363,32.98040128
5781137,4585,22364,32.16205615
5781137,4481,22365,31.45646708
5781137,4254,22366,30.13271376
5781137,3946,22367,28.59074879
5781137,3769,22368,27.46673931
5781137,3620,22369,26.44486647
5781137,3385,22370,24.90946806
5781137,3192,22371,23.5601012
5781137,2992,22372,22.01434025
5781137,2843,22373,20.86357037
5781137,2674,22374,19.7484805
5781137,2481,22375,18.49082108
5781137,2298,22376,17.27925871
5781137,1912,22381,15.44297584
5781137,1682,22382,13.86813344
5781137,1437,22383,11.97091859
5781137,1388,22384,11.31061905
5781137,1330,22385,10.91223527
5781137,1205,22386,10.41781973
5781137,1069,22387,9.663428027
5781137,878,22388,8.390196046
5781137,409,22389,6.192050102
5781137,130,22390,4.646595799
5781147,13229,22215,99.10357652
5781147,12988,22216,97.08015837
5781147,12788,22217,95.31315024
5781147,12594,22218,93.69730976
5781147,12462,22219,92.70690521
5781147,12371,22220,92.04096268
5781147,12298,22221,91.63669771
5781147,12176,22222,90.7780916
5781147,11906,22223,88.83931088
5781147,11714,22224,87.39226788
5781147,11610,22225,86.59766822
5781147,11532,22226,85.99579923
5781147,11445,22227,85.32095514
5781147,11239,22228,83.72658959
5781147,11036,22229,82.14444828
5781147,10705,22230,79.60545734
