Stage_Height_ft_,Discharge_cfs_,RiverStation,XSID
5.15,2116.459717,13565,22714
6.02,2887.359863,13565,22714
0,0,13780,22713
4.18,1159.459961,13780,22713
5.44,1801.959961,13780,22713
5.76,2064.789795,13780,22713
6.59,2811.419922,13780,22713
0,0,14010,22712
6.31,1159.459961,14010,22712
7.15,1801.959961,14010,22712
7.38,2064.789795,14010,22712
7.79,2811.419922,14010,22712
0,0,14213,22711
3.62,1159.459961,14213,22711
4.62,1801.959961,14213,22711
4.98,2064.789795,14213,22711
5.93,2811.419922,14213,22711
0,0,14430,22710
4.12,1159.459961,14430,22710
5.21,1801.959961,14430,22710
5.63,2064.789795,14430,22710
6.69,2811.419922,14430,22710
0,0,14604,22709
4.85,1159.459961,14604,22709
6.15,1801.959961,14604,22709
6.66,2064.789795,14604,22709
7.97,2811.419922,14604,22709
0,0,14787,22708
4.61,659.460022,14787,22708
5.39,1021.960022,14787,22708
5.75,1164.789795,14787,22708
6.91,1621.4198,14787,22708
0,0,15015,22707
4.95,659.460022,15015,22707
5.55,1021.960022,15015,22707
5.78,1164.789795,15015,22707
6.25,1621.4198,15015,22707
0,0,15281,22706
5.21,659.460022,15281,22706
5.79,1021.960022,15281,22706
5.94,1164.789795,15281,22706
6.43,1621.4198,15281,22706
0,0,15510,22705
1.88,659.460022,15510,22705
2.47,1021.960022,15510,22705
2.6,1164.789795,15510,22705
3,1621.4198,15510,22705
0,0,15615,22704
1.73,662.8900146,15615,22704
2.12,1031.843384,15615,22704
2.26,1182.013184,15615,22704
2.64,1646.733154,15615,22704
0,0,15779,22703
1.86,666.3200073,15779,22703
2.23,1041.726685,15779,22703
2.32,1199.236572,15779,22703
2.63,1672.046509,15779,22703
0,0,15853,22702
4.79,669.75,15853,22702
5.57,1051.609985,15853,22702
5.73,1216.459961,15853,22702
6.1,1697.359863,15853,22702
0,0,15901,22701
7.65,369.75,15901,22701
8.28,611.6099854,15901,22701
8.44,696.4599609,15901,22701
8.88,997.3599243,15901,22701
0,0,15996,22700
5.85,449.875,15996,22700
6.36,715.8049927,15996,22700
6.5,823.2299805,15996,22700
6.84,1143.679932,15996,22700
0,0,16080,22699
5.43,530,16080,22699
5.96,820,16080,22699
6.1,950,16080,22699
6.52,1290,16080,22699
0,0,16333,22698
4.28,530,16333,22698
5.32,820,16333,22698
5.72,950,16333,22698
6.27,1290,16333,22698
0,0,16566,22697
5.04,530,16566,22697
5.53,820,16566,22697
5.72,950,16566,22697
6.15,1290,16566,22697
0,0,16764,22696
5.42,530,16764,22696
5.93,820,16764,22696
6.13,950,16764,22696
6.58,1290,16764,22696
0,0,16864,22695
4.66,530,16864,22695
5.49,820,16864,22695
5.79,950,16864,22695
7.23,1290,16864,22695
0,0,16944,22694
7.32,530,16944,22694
8.3,820,16944,22694
8.6,950,16944,22694
9.23,1290,16944,22694
0,0,17008,22693
4.64,530,17008,22693
5.6,820,17008,22693
6.07,950,17008,22693
6.52,1290,17008,22693
0,0,17071,22692
5.73,240,17071,22692
6.52,370,17071,22692
6.73,430,17071,22692
7.23,580,17071,22692
0,0,17251,22691
3.85,240,17251,22691
4.49,370,17251,22691
4.68,430,17251,22691
5.09,580,17251,22691
0,0,17450,22690
3.57,240,17450,22690
4.2,370,17450,22690
4.46,430,17450,22690
4.99,580,17450,22690
0,0,17521,22689
1.59,240,17521,22689
1.96,370,17521,22689
2.12,430,17521,22689
2.56,580,17521,22689
0,0,17755,22688
1.56,240,17755,22688
1.91,370,17755,22688
2.05,430,17755,22688
2.39,580,17755,22688
0,0,17913,22687
2.43,240,17913,22687
2.93,370,17913,22687
3.13,430,17913,22687
3.58,580,17913,22687
0,0,18072,22686
3.45,240,18072,22686
3.74,370,18072,22686
3.87,430,18072,22686
4.12,580,18072,22686
0,0,18117,22685
4.75,240,18117,22685
5,370,18117,22685
5.12,430,18117,22685
5.31,580,18117,22685
0,0,18176,22684
3.77,240,18176,22684
4.08,370,18176,22684
4.21,430,18176,22684
4.46,580,18176,22684
0,0,18348,22683
1.94,240,18348,22683
2.34,370,18348,22683
2.5,430,18348,22683
2.87,580,18348,22683
0,0,10410,
17.56,11339.99805,10410,
22.23,20010.00195,10410,
24.1,24158.43359,10410,
26.81,34655.26953,10410,
0,0,10605,
16.66,11339.99805,10605,
21.26,20010.00195,10605,
23.12,24158.43359,10605,
25.84,34655.26953,10605,
0,0,10934,
17.08,11339.99805,10934,
20.76,20010.00195,10934,
22.36,24158.43359,10934,
25.12,34655.26953,10934,
0,0,11354,
17.95,11339.99805,11354,
21.95,20010.00195,11354,
23.6,24158.43359,11354,
25.42,34655.26953,11354,
0,0,11796,
18.66,11339.99805,11796,
22.8,20010.00195,11796,
24.45,24158.43359,11796,
26.81,34655.26953,11796,
0,0,12038,
18.09,11339.99805,12038,
22.32,20010.00195,12038,
24,24158.43359,12038,
26.55,34655.26953,12038,
0,0,12284,
17.08,11339.99805,12284,
21.21,20010.00195,12284,
22.83,24158.43359,12284,
25.26,34655.26953,12284,
0,0,12524,
17.97,11339.99805,12524,
22.13,20010.00195,12524,
23.76,24158.43359,12524,
26.43,34655.26953,12524,
0,0,12675,
18.28,11299.99805,12675,
22.58,19940.00195,12675,
24.27,24018.43359,12675,
27.15,34455.26953,12675,
0,0,12817,
18.43,11299.99805,12817,
22.81,19940.00195,12817,
24.54,24018.43359,12817,
27.54,34455.26953,12817,
0,0,12966,
18.59,11299.99805,12966,
22.93,19940.00195,12966,
24.64,24018.43359,12966,
27.66,34455.26953,12966,
0,0,1310,
18.13,11439.99805,1310,
22.73,20130.00195,1310,
24.51,24318.43359,1310,
27.85,34915.26953,1310,
0,0,13111,
15.5,11299.99805,13111,
19.97,19940.00195,13111,
21.71,24018.43359,13111,
24.74,34455.26953,13111,
0,0,13477,
15.46,11299.99805,13477,
19.37,19940.00195,13477,
21.01,24018.43359,13477,
23.99,34455.26953,13477,
0,0,13810,
16.17,11299.99805,13810,
19.75,19940.00195,13810,
21.32,24018.43359,13810,
24.25,34455.26953,13810,
0,0,14106,
17.2,11299.99805,14106,
20.66,19940.00195,14106,
22.06,24018.43359,14106,
24.83,34455.26953,14106,
0,0,14416,
15.87,11299.99805,14416,
19.07,19940.00195,14416,
20.29,24018.43359,14416,
22.87,34455.26953,14416,
0,0,14700,
17.85,11299.99805,14700,
20.91,19940.00195,14700,
22.07,24018.43359,14700,
24.49,34455.26953,14700,
0,0,14867,
17.1,11299.99805,14867,
20.17,19940.00195,14867,
21.28,24018.43359,14867,
23.6,34455.26953,14867,
0,0,15019,
19.3,11299.99805,15019,
22.35,19940.00195,15019,
23.45,24018.43359,15019,
25.76,34455.26953,15019,
0,0,15151,
18.89,11299.99805,15151,
21.95,19940.00195,15151,
23.07,24018.43359,15151,
25.33,34455.26953,15151,
0,0,15249,
18.29,11299.99805,15249,
21.35,19940.00195,15249,
22.46,24018.43359,15249,
24.71,34455.26953,15249,
0,0,15370,
17.9,11299.99805,15370,
20.95,19940.00195,15370,
22.04,24018.43359,15370,
24.24,34455.26953,15370,
0,0,15585,
17.01,11299.99805,15585,
20.13,19940.00195,15585,
21.25,24018.43359,15585,
23.53,34455.26953,15585,
0,0,15664,
17.18,11299.99805,15664,
20.32,19940.00195,15664,
21.45,24018.43359,15664,
23.7,34455.26953,15664,
0,0,15782,
16.95,11299.99805,15782,
20.05,19940.00195,15782,
21.15,24018.43359,15782,
23.21,34455.26953,15782,
0,0,15878,
16.65,11299.99805,15878,
19.92,19940.00195,15878,
20.75,24018.43359,15878,
24.26,34455.26953,15878,
0,0,16027,
15.73,11279.99805,16027,
19.22,19920.00195,16027,
20.21,23998.43359,16027,
23.98,34415.26953,16027,
0,0,16117,
17.44,11279.99805,16117,
20.91,19920.00195,16117,
21.89,23998.43359,16117,
25.65,34415.26953,16117,
0,0,16266,
15.26,11279.99805,16266,
18.72,19920.00195,16266,
19.71,23998.43359,16266,
23.39,34415.26953,16266,
0,0,16386,
17.77,11279.99805,16386,
21.21,19920.00195,16386,
22.2,23998.43359,16386,
25.85,34415.26953,16386,
0,0,16525,
16.32,11279.99805,16525,
19.77,19920.00195,16525,
20.8,23998.43359,16525,
24.45,34415.26953,16525,
0,0,16694,
16.19,11279.99805,16694,
19.62,19920.00195,16694,
20.64,23998.43359,16694,
23.92,34415.26953,16694,
0,0,16838,
16.02,11279.99805,16838,
19.34,19920.00195,16838,
20.35,23998.43359,16838,
23.48,34415.26953,16838,
0,0,16988,
16.94,11279.99805,16988,
20.14,19920.00195,16988,
21.12,23998.43359,16988,
24.05,34415.26953,16988,
0,0,17155,
16.07,11279.99805,17155,
19.24,19920.00195,17155,
20.29,23998.43359,17155,
23.14,34415.26953,17155,
0,0,17312,
15.83,11279.99805,17312,
19.06,19920.00195,17312,
20.14,23998.43359,17312,
23.01,34415.26953,17312,
0,0,17355,
15.38,11279.99805,17355,
18.52,19920.00195,17355,
19.6,23998.43359,17355,
23.43,34415.26953,17355,
0,0,17478,
15.08,11279.99805,17478,
18.14,19920.00195,17478,
19.27,23998.43359,17478,
22.52,34415.26953,17478,
0,0,17667,
15.41,11279.99805,17667,
18.45,19920.00195,17667,
19.55,23998.43359,17667,
22.42,34415.26953,17667,
0,0,17814,
15.08,11279.99805,17814,
17.78,19920.00195,17814,
18.83,23998.43359,17814,
21.81,34415.26953,17814,
0,0,18082,
15.05,11279.99805,18082,
17.77,19920.00195,18082,
18.72,23998.43359,18082,
21.21,34415.26953,18082,
0,0,18110,
15.42,11279.99805,18110,
18.24,19920.00195,18110,
19.28,23998.43359,18110,
21.62,34415.26953,18110,
0,0,18287,
15.64,11279.99805,18287,
18.77,19920.00195,18287,
19.9,23998.43359,18287,
22.26,34415.26953,18287,
0,0,18449,
16.18,11279.99805,18449,
19.43,19920.00195,18449,
20.6,23998.43359,18449,
23.05,34415.26953,18449,
0,0,18587,
14.65,11279.99805,18587,
17.88,19920.00195,18587,
19.05,23998.43359,18587,
21.49,34415.26953,18587,
0,0,18695,
14.19,11279.99805,18695,
17.42,19920.00195,18695,
18.59,23998.43359,18695,
21.03,34415.26953,18695,
0,0,18857,
13.34,11259.99805,18857,
16.46,19910.00195,18857,
17.62,23958.43359,18857,
20.08,34385.26953,18857,
0,0,1908,
18.31,11439.99805,1908,
22.87,20130.00195,1908,
24.64,24318.43359,1908,
28.1,34915.26953,1908,
0,0,19128,
14.32,11259.99805,19128,
17.28,19910.00195,19128,
18.38,23958.43359,19128,
20.74,34385.26953,19128,
0,0,19416,
14.59,11259.99805,19416,
17.69,19910.00195,19416,
18.81,23958.43359,19416,
21.23,34385.26953,19416,
0,0,19750,
14.8,11259.99805,19750,
17.88,19910.00195,19750,
19,23958.43359,19750,
21.42,34385.26953,19750,
0,0,20056,
14.36,11259.99805,20056,
17.47,19910.00195,20056,
18.6,23958.43359,20056,
21.02,34385.26953,20056,
0,0,20364,
15.52,11259.99805,20364,
18.89,19910.00195,20364,
20.14,23958.43359,20364,
22.85,34385.26953,20364,
0,0,20661,
15.06,11259.99805,20661,
18.42,19910.00195,20661,
19.68,23958.43359,20661,
22.41,34385.26953,20661,
0,0,20781,
16.69,11259.99805,20781,
20.16,19910.00195,20781,
21.48,23958.43359,20781,
24.33,34385.26953,20781,
0,0,21091,
16.39,11259.99805,21091,
19.9,19910.00195,21091,
21.21,23958.43359,21091,
24.12,34385.26953,21091,
0,0,21525,
17.84,11259.99805,21525,
21.55,19910.00195,21525,
22.9,23958.43359,21525,
25.86,34385.26953,21525,
0,0,22019,
16.91,11259.99805,22019,
20.83,19910.00195,22019,
22.27,23958.43359,22019,
25.33,34385.26953,22019,
0,0,22552,
17.64,11259.99805,22552,
21.78,19910.00195,22552,
23.23,23958.43359,22552,
26.32,34385.26953,22552,
0,0,22999,
19.45,11259.99805,22999,
23.61,19910.00195,22999,
25.06,23958.43359,22999,
28.1,34385.26953,22999,
0,0,23527,
19.16,11259.99805,23527,
23.27,19910.00195,23527,
24.78,23958.43359,23527,
27.94,34385.26953,23527,
0,0,23956,
20.68,11229.99805,23956,
24.74,19870.00195,23956,
26.21,23918.43359,23956,
29.27,34315.26953,23956,
0,0,24095,
18.53,11229.99805,24095,
22.66,19870.00195,24095,
24.13,23918.43359,24095,
27.1,34315.26953,24095,
0,0,24214,
20.42,11229.99805,24214,
24.66,19870.00195,24214,
26.57,23918.43359,24214,
30.93,34315.26953,24214,
0,0,24342,
21.6,11229.99805,24342,
25.82,19870.00195,24342,
27.68,23918.43359,24342,
32.02,34315.26953,24342,
0,0,2454,
16.7,11439.99805,2454,
21.22,20150.00195,2454,
22.99,24338.43359,2454,
26.3,34915.26953,2454,
0,0,24911,
18.04,11229.99805,24911,
22.51,19870.00195,24911,
24.38,23918.43359,24911,
28.27,34315.26953,24911,
0,0,25438,
19.24,11229.99805,25438,
23.68,19870.00195,25438,
25.47,23918.43359,25438,
29.19,34315.26953,25438,
0,0,26034,
17.72,11229.99805,26034,
22.3,19870.00195,26034,
24.05,23918.43359,26034,
27.68,34315.26953,26034,
0,0,26470,
18.02,11229.99805,26470,
22.65,19870.00195,26470,
24.37,23918.43359,26470,
28.09,34315.26953,26470,
0,0,26569,
16.72,11229.99805,26569,
21.15,19870.00195,26569,
22.77,23918.43359,26569,
26.42,34315.26953,26569,
0,0,26636,
16.86,11189.99805,26636,
21.96,19830.00195,26636,
22.95,23868.43359,26636,
27.13,34285.26953,26636,
0,0,26644,
16.64,11189.99805,26644,
21.74,19830.00195,26644,
22.72,23868.43359,26644,
26.65,34285.26953,26644,
0,0,26837,
17.67,11189.99805,26837,
22.88,19830.00195,26837,
24.07,23868.43359,26837,
29.9,34285.26953,26837,
0,0,26844,
17.79,11189.99805,26844,
23.47,19830.00195,26844,
24.74,23868.43359,26844,
30.31,34285.26953,26844,
0,0,26911,
18.51,11189.99805,26911,
25.08,19830.00195,26911,
26.95,23868.43359,26911,
31.48,34285.26953,26911,
0,0,27074,
19.14,11189.99805,27074,
25.13,19830.00195,27074,
27,23868.43359,27074,
31.46,34285.26953,27074,
0,0,27529,
17.03,11189.99805,27529,
22.76,19830.00195,27529,
24.69,23868.43359,27529,
29.03,34285.26953,27529,
0,0,28037,
16.86,11189.99805,28037,
22.35,19830.00195,28037,
24.33,23868.43359,28037,
28.5,34285.26953,28037,
0,0,28549,
16.4,11189.99805,28549,
21.69,19830.00195,28549,
23.66,23868.43359,28549,
27.79,34285.26953,28549,
0,0,29296,
18.2,11189.99805,29296,
23.1,19830.00195,29296,
24.98,23868.43359,29296,
28.94,34285.26953,29296,
0,0,30000,
20.02,11199.99805,30000,
24.86,19880.00195,30000,
26.7,23858.43359,30000,
30.65,34265.26953,30000,
0,0,3004,
14.53,11339.99805,3004,
18.75,20000.00195,3004,
20.45,24158.43359,3004,
23.67,34675.26953,3004,
0,0,30535,
20.44,11139.99805,30535,
25.21,19810.00195,30535,
26.97,23778.43359,30535,
30.83,34175.26953,30535,
0,0,30927,
19.56,11139.99805,30927,
24.31,19810.00195,30927,
26.04,23778.43359,30927,
29.72,34175.26953,30927,
0,0,31411,
20.26,11139.99805,31411,
24.99,19810.00195,31411,
26.73,23778.43359,31411,
30.35,34175.26953,31411,
0,0,31941,
20.86,11139.99805,31941,
25.27,19810.00195,31941,
26.94,23778.43359,31941,
30.54,34175.26953,31941,
0,0,32433,
21.82,11139.99805,32433,
26.04,19810.00195,32433,
27.71,23778.43359,32433,
31.28,34175.26953,32433,
0,0,32536,
21.61,11139.99805,32536,
25.83,19810.00195,32536,
27.48,23778.43359,32536,
31.03,34175.26953,32536,
0,0,32571,
16.88,11139.99805,32571,
21.15,19810.00195,32571,
22.8,23778.43359,32571,
26.37,34175.26953,32571,
0,0,32695,
18.16,11139.99805,32695,
22.29,19810.00195,32695,
23.89,23778.43359,32695,
27.34,34175.26953,32695,
0,0,32908,
19.57,11139.99805,32908,
24.95,19810.00195,32908,
26.32,23778.43359,32908,
29.54,34175.26953,32908,
0,0,32980,
20.42,11139.99805,32980,
25.86,19810.00195,32980,
27.23,23778.43359,32980,
30.46,34175.26953,32980,
0,0,33533,
17.5,11139.99805,33533,
22.44,19810.00195,33533,
23.84,23778.43359,33533,
27.1,34175.26953,33533,
0,0,34129,
17.85,11139.99805,34129,
22.53,19810.00195,34129,
23.93,23778.43359,34129,
27.15,34175.26953,34129,
0,0,3440,
14.45,11339.99805,3440,
18.23,20000.00195,3440,
19.79,24158.43359,3440,
22.93,34675.26953,3440,
0,0,34501,
19.28,11139.99805,34501,
23.31,19810.00195,34501,
24.64,23778.43359,34501,
27.73,34175.26953,34501,
0,0,34891,
19.78,11139.99805,34891,
23.54,19810.00195,34891,
24.85,23778.43359,34891,
27.79,34175.26953,34891,
0,0,35187,
19.58,11139.99805,35187,
23.28,19810.00195,35187,
24.58,23778.43359,35187,
27.39,34175.26953,35187,
0,0,35515,
19.8,11139.99805,35515,
23.61,19810.00195,35515,
24.96,23778.43359,35515,
27.73,34175.26953,35515,
0,0,35967,
17.72,11139.99805,35967,
21.67,19810.00195,35967,
23.04,23778.43359,35967,
25.82,34175.26953,35967,
0,0,36415,
15.57,11139.99805,36415,
19.61,19810.00195,36415,
21.02,23778.43359,36415,
23.85,34175.26953,36415,
0,0,36816,
14.86,11139.99805,36816,
18.95,19810.00195,36816,
20.38,23778.43359,36816,
23.27,34175.26953,36816,
0,0,36910,
14.1,11139.99805,36910,
18.06,19810.00195,36910,
19.46,23778.43359,36910,
22.31,34175.26953,36910,
0,0,37047,
16.48,11139.99805,37047,
21.84,19810.00195,37047,
22.47,23778.43359,37047,
26.71,34175.26953,37047,
0,0,37146,
16.7,11139.99805,37146,
22.11,19810.00195,37146,
22.77,23778.43359,37146,
26.89,34175.26953,37146,
0,0,37465,
17.11,11109.99805,37465,
21.77,19850.00195,37465,
22.69,23798.43359,37465,
26.64,34105.26953,37465,
0,0,37983,
17.31,11079.99805,37983,
21.69,19810.00195,37983,
22.78,23758.43359,37983,
26.4,34065.26953,37983,
0,0,38323,
17.71,11079.99805,38323,
21.94,19810.00195,38323,
23.13,23758.43359,38323,
26.95,34065.26953,38323,
0,0,38387,
17.11,11079.99805,38387,
21.45,19810.00195,38387,
22.57,23758.43359,38387,
26.08,34065.26953,38387,
0,0,38508,
19.01,11079.99805,38508,
23.84,19810.00195,38508,
24.45,23758.43359,38508,
27.47,34065.26953,38508,
0,0,38594,
17.43,11079.99805,38594,
21.92,19810.00195,38594,
22.49,23758.43359,38594,
25.56,34065.26953,38594,
0,0,39228,
17.17,11079.99805,39228,
21.54,19810.00195,39228,
22.35,23758.43359,39228,
25.06,34065.26953,39228,
0,0,3945,
16.98,11339.99805,3945,
20.07,20000.00195,3945,
21.27,24158.43359,3945,
23.47,34675.26953,3945,
0,0,39700,
17.54,11079.99805,39700,
21.56,19810.00195,39700,
22.38,23758.43359,39700,
24.71,34065.26953,39700,
0,0,39807,
17.37,11079.99805,39807,
21.33,19810.00195,39807,
22.12,23758.43359,39807,
24.36,34065.26953,39807,
0,0,39950,
16.51,11079.99805,39950,
20.33,19810.00195,39950,
21.12,23758.43359,39950,
23.29,34065.26953,39950,
0,0,40017,
17.47,11079.99805,40017,
21.42,19810.00195,40017,
22.29,23758.43359,40017,
24.52,34065.26953,40017,
0,0,40749,
16.77,11079.99805,40749,
20.56,19810.00195,40749,
21.53,23758.43359,40749,
23.63,34065.26953,40749,
0,0,41034,
15.7,11079.99805,41034,
19.48,19810.00195,41034,
20.55,23758.43359,41034,
22.72,34065.26953,41034,
0,0,41490,
14.84,11079.99805,41490,
18.67,19810.00195,41490,
19.87,23758.43359,41490,
22.08,34065.26953,41490,
0,0,41965,
15.72,11079.99805,41965,
19.56,19810.00195,41965,
20.82,23758.43359,41965,
23.23,34065.26953,41965,
0,0,42379,
11.42,11079.99805,42379,
14.99,19810.00195,42379,
16.23,23758.43359,42379,
18.7,34065.26953,42379,
0,0,42456,
11.51,11079.99805,42456,
14.81,19810.00195,42456,
15.9,23758.43359,42456,
18.44,34065.26953,42456,
0,0,42616,
12.16,11079.99805,42616,
17.19,19810.00195,42616,
18.93,23758.43359,42616,
19.89,34065.26953,42616,
0,0,42738,
13.58,11079.99805,42738,
18.78,19810.00195,42738,
20.44,23758.43359,42738,
21.54,34065.26953,42738,
0,0,43122,
15.84,11069.99805,43122,
19.96,19860.00195,43122,
21.4,23858.43359,43122,
22.85,34055.26953,43122,
0,0,43712,
14.76,10789.99805,43712,
18.27,19420.00195,43712,
19.45,23308.43359,43712,
21.15,33395.26953,43712,
0,0,43770,
13.44,10789.99805,43770,
15.84,19420.00195,43770,
16.28,23308.43359,43770,
17.53,33395.26953,43770,
0,0,43864,
14.7,10789.99805,43864,
19.01,19420.00195,43864,
21.01,23308.43359,43864,
26.22,33395.26953,43864,
0,0,43919,
13.97,10789.99805,43919,
19.2,19420.00195,43919,
21.52,23308.43359,43919,
27.33,33395.26953,43919,
0,0,4393,
18.21,11339.99805,4393,
20.88,20000.00195,4393,
21.77,24158.43359,4393,
23.57,34675.26953,4393,
0,0,44450,
14.87,10789.99805,44450,
19.67,19420.00195,44450,
21.8,23308.43359,44450,
27.43,33395.26953,44450,
0,0,44968,
16.31,10789.99805,44968,
20.8,19420.00195,44968,
22.75,23308.43359,44968,
27.93,33395.26953,44968,
0,0,45398,
17.21,10789.99805,45398,
21.61,19420.00195,45398,
23.47,23308.43359,45398,
28.28,33395.26953,45398,
0,0,46015,
16.31,10789.99805,46015,
21.06,19420.00195,46015,
22.87,23308.43359,46015,
26.59,33395.26953,46015,
0,0,46107,
14.17,10789.99805,46107,
18.88,19420.00195,46107,
20.65,23308.43359,46107,
24.29,33395.26953,46107,
0,0,46232,
16.29,10719.99805,46232,
20.36,19360.00195,46232,
21.9,23238.43359,46232,
25.31,33345.26953,46232,
0,0,46304,
16.07,10719.99805,46304,
20.08,19360.00195,46304,
21.56,23238.43359,46304,
24.88,33345.26953,46304,
0,0,46500,
15.47,10719.99805,46500,
19.63,19360.00195,46500,
21.13,23238.43359,46500,
24.47,33345.26953,46500,
0,0,0,
14.8,10719.99805,0,
18.94,19360.00195,0,
20.46,23238.43359,0,
23.84,33345.26953,0,
0,0,0,
11.26,10719.99805,0,
15.16,19360.00195,0,
16.64,23238.43359,0,
19.95,33345.26953,0,
0,0,0,
15.01,10719.99805,0,
18.24,19360.00195,0,
19.49,23238.43359,0,
22.54,33345.26953,0,
0,0,0,
15.11,10719.99805,0,
18.32,19360.00195,0,
19.52,23238.43359,0,
21.89,33345.26953,0,
0,0,0,
13.19,10719.99805,0,
16.25,19360.00195,0,
17.35,23238.43359,0,
19.55,33345.26953,0,
0,0,0,
15.78,10709.99805,0,
18.84,19430.00195,0,
19.65,23318.43359,0,
21.56,33435.26953,0,
0,0,4948,
18.29,11259.99805,4948,
21.13,19870.00195,4948,
22.03,23988.43359,4948,
23.72,34435.26953,4948,
0,0,5443,
18.27,11259.99805,5443,
21.34,19870.00195,5443,
22.37,23988.43359,5443,
24.4,34435.26953,5443,
0,0,5825,
19,11259.99805,5825,
22.14,19870.00195,5825,
23.21,23988.43359,5825,
25.36,34435.26953,5825,
0,0,618,
18.58,11439.99805,618,
23.22,20130.00195,618,
24.99,24318.43359,618,
28.22,34915.26953,618,
0,0,6514,
16.75,11259.99805,6514,
19.99,19870.00195,6514,
21.16,23988.43359,6514,
23.57,34435.26953,6514,
0,0,6847,
18.27,11259.99805,6847,
21.47,19870.00195,6847,
22.62,23988.43359,6847,
25,34435.26953,6847,
0,0,7301,
18.34,11259.99805,7301,
21.93,19870.00195,7301,
23.15,23988.43359,7301,
25.59,34435.26953,7301,
0,0,7437,
19.2,11339.99805,7437,
22.19,20010.00195,7437,
23.34,24158.43359,7437,
25.76,34655.26953,7437,
0,0,8021,
16.67,11339.99805,8021,
19.95,20010.00195,8021,
21.14,24158.43359,8021,
23.56,34655.26953,8021,
0,0,8468,
17.1,11339.99805,8468,
20.43,20010.00195,8468,
21.66,24158.43359,8468,
24.23,34655.26953,8468,
0,0,8707,
16.78,11339.99805,8707,
19.35,20010.00195,8707,
21,24158.43359,8707,
25.89,34655.26953,8707,
0,0,9075,
20.53,11339.99805,9075,
25.33,20010.00195,9075,
27.09,24158.43359,9075,
29.98,34655.26953,9075,
0,0,9378,
20.38,11339.99805,9378,
25.37,20010.00195,9378,
27.28,24158.43359,9378,
29.97,34655.26953,9378,
0,0,9950,
19,11339.99805,9950,
24.05,20010.00195,9950,
25.97,24158.43359,9950,
28.73,34655.26953,9950,
0,0,60166,
11.67,11760,60166,
12.67,11760,60166,
0,0,60522,
9.74,11760,60522,
10.68,11760,60522,
0,0,61007,
11.2,11760,61007,
11.26,11760,61007,
0,0,61507,
12.25,11760,61507,
12.73,11760,61507,
0,0,92511,
6.81,3040,92511,
7.81,3040,92511,
0,0,93042,
6.55,3040,93042,
6.82,3040,93042,
0,0,93327,
6.49,3040,93327,
7.33,3040,93327,
0,0,93450,
7.47,3040,93450,
7.76,3040,93450,
0,0,93538,
9.38,3040,93538,
10.39,3040,93538,
0,0,93705,
6.86,3040,93705,
6.86,3040,93705,
0,0,52758,
21.06,15873.44043,52758,
21.56,15873.44043,52758,
0,0,52815,
20.78,16059.32031,52815,
21.06,16059.32031,52815,
0,0,52920,
21.13,18041.63086,52920,
21.58,18041.63086,52920,
0,0,53127,
21.27,19474.28906,53127,
21.92,19474.28906,53127,
0,0,53274,
22.57,20509.06055,53274,
23.3,20509.06055,53274,
0,0,53313,
22.04,20944.66992,53313,
22.62,20944.66992,53313,
0,0,53431,
21.2,21070,53431,
21.89,21070,53431,
0,0,53998,
21.25,21070,53998,
22.03,21070,53998,
0,0,54416,
23,21070,54416,
23.6,21070,54416,
0,0,54897,
18.54,21070,54897,
18.98,21070,54897,
0,0,55001,
17.5,21070,55001,
17.94,21070,55001,
0,0,55074,
17.86,21070,55074,
18.32,21070,55074,
0,0,55243,
15.67,21070,55243,
16.17,21070,55243,
0,0,55338,
15.38,21070,55338,
15.97,21070,55338,
0,0,55450,
15.69,21070,55450,
16.11,21070,55450,
0,0,55940,
16.13,21070,55940,
16.52,21070,55940,
0,0,56416,
14.64,11740,56416,
15.56,11740,56416,
0,0,56824,
11.54,11740,56824,
11.63,11740,56824,
0,0,57095,
9.99,11740,57095,
10.03,11740,57095,
0,0,57442,
13.34,11740,57442,
13.34,11740,57442,
0,0,57960,
10.01,11740,57960,
10.02,11740,57960,
0,0,58533,
12.01,11740,58533,
12.01,11740,58533,
0,0,58920,
12.55,11740,58920,
12.55,11740,58920,
0,0,59523,
10.02,11740,59523,
10.37,11740,59523,
0,0,59867,
7.79,11740,59867,
8.36,11740,59867,
0,0,59977,
8.88,11760,59977,
9.58,11760,59977,
0,0,1011,
3.72,900,1011,
4.52,1550,1011,
4.84,1850,1011,
5.6,2640,1011,
0,0,1033,
4.95,870,1033,
6.1,1660,1033,
6.42,2020,1033,
7.12,2910,1033,
0,0,1056,
4.77,910,1056,
5.66,1790,1056,
5.88,2180,1056,
6.33,3260,1056,
0,0,1072,
4.85,480,1072,
5.7,910,1072,
6.01,1100,1072,
6.79,1610,1072,
0,0,1082,
7.48,1290,1082,
9.14,2310,1082,
9.34,2800,1082,
9.73,4080,1082,
0,0,1132,
5.1,900,1132,
6.13,1550,1132,
6.5,1850,1132,
6.99,2640,1132,
0,0,1175,
7.85,480,1175,
8.74,910,1175,
9.04,1100,1175,
9.76,1610,1175,
0,0,0,
6.1,870,0,
7.14,1660,0,
7.51,2020,0,
8.23,2910,0,
0,0,120,
6.85,1290,120,
9.4,2380,120,
9.83,2880,120,
10.93,4220,120,
0,0,1219,
7.02,900,1219,
9.69,1550,1219,
9.77,1850,1219,
10.6,2640,1219,
0,0,1221,
6.79,1290,1221,
7.41,2310,1221,
7.66,2800,1221,
8.17,4080,1221,
