Stage_Height_ft_,Discharge_cfs_,RiverStation,XSID
0,0,1100,6601
1.74,548,1100,6601
1.99,863,1100,6601
2.11,1090,1100,6601
2.27,1407,1100,6601
2.38,1658,1100,6601
2.49,1928,1100,6601
0,0,1416,6600
1.48,548,1416,6600
1.73,863,1416,6600
1.86,1090,1416,6600
2.02,1407,1416,6600
2.13,1658,1416,6600
2.24,1928,1416,6600
0,0,1687,6599
1.17,548,1687,6599
1.41,863,1687,6599
1.54,1090,1687,6599
1.7,1407,1687,6599
1.82,1658,1687,6599
1.93,1928,1687,6599
0,0,2097,6598
1.46,411,2097,6598
1.69,642,2097,6598
1.82,808,2097,6598
2,1042,2097,6598
2.12,1226,2097,6598
2.24,1423,2097,6598
0,0,2601,6597
0.89,411,2601,6597
1.13,642,2601,6597
1.27,808,2601,6597
1.44,1042,2601,6597
1.56,1226,2601,6597
1.69,1423,2601,6597
0,0,2844,6596
0.78,411,2844,6596
1.02,642,2844,6596
1.15,808,2844,6596
1.31,1042,2844,6596
1.42,1226,2844,6596
1.54,1423,2844,6596
0,0,3210,6595
1.24,411,3210,6595
1.52,642,3210,6595
1.65,808,3210,6595
1.81,1042,3210,6595
1.93,1226,3210,6595
2.04,1423,3210,6595
0,0,3495,6594
1.25,411,3495,6594
1.51,642,3495,6594
1.65,808,3495,6594
1.84,1042,3495,6594
1.98,1226,3495,6594
2.11,1423,3495,6594
0,0,369,6603
2.77,548,369,6603
2.96,863,369,6603
3.08,1090,369,6603
3.21,1407,369,6603
3.31,1658,369,6603
3.39,1928,369,6603
0,0,3718,6593
1.32,411,3718,6593
1.6,642,3718,6593
1.75,808,3718,6593
1.95,1042,3718,6593
2.09,1226,3718,6593
2.23,1423,3718,6593
0,0,4012,6592
1.35,411,4012,6592
1.62,642,4012,6592
1.77,808,4012,6592
1.96,1042,4012,6592
2.09,1226,4012,6592
2.23,1423,4012,6592
0,0,4241,6591
1.41,411,4241,6591
1.67,642,4241,6591
1.83,808,4241,6591
2.01,1042,4241,6591
2.15,1226,4241,6591
2.28,1423,4241,6591
0,0,4585,6590
1.77,411,4585,6590
2.11,642,4585,6590
2.31,808,4585,6590
2.54,1042,4585,6590
2.7,1226,4585,6590
2.86,1423,4585,6590
0,0,4673,6589
5.31,411,4673,6589
6.07,642,4673,6589
6.48,808,4673,6589
7.07,1042,4673,6589
7.48,1226,4673,6589
7.84,1423,4673,6589
0,0,5054,6588
4.08,411,5054,6588
4.85,642,5054,6588
5.27,808,5054,6588
5.88,1042,5054,6588
6.24,1226,5054,6588
6.6,1423,5054,6588
0,0,5291,6587
3.94,411,5291,6587
4.71,642,5291,6587
5.14,808,5291,6587
5.75,1042,5291,6587
6.11,1226,5291,6587
6.47,1423,5291,6587
0,0,5402,6586
3.99,411,5402,6586
4.77,642,5402,6586
5.19,808,5402,6586
5.81,1042,5402,6586
6.17,1226,5402,6586
6.53,1423,5402,6586
0,0,5502,6585
3.92,411,5502,6585
4.7,642,5502,6585
5.12,808,5502,6585
5.74,1042,5502,6585
6.1,1226,5502,6585
6.46,1423,5502,6585
0,0,5618,6584
3.84,411,5618,6584
4.62,642,5618,6584
5.05,808,5618,6584
5.66,1042,5618,6584
6.03,1226,5618,6584
6.39,1423,5618,6584
0,0,5721,6583
1.91,411,5721,6583
2.69,642,5721,6583
3.11,808,5721,6583
3.72,1042,5721,6583
4.09,1226,5721,6583
4.45,1423,5721,6583
0,0,576,6602
1.98,548,576,6602
2.24,863,576,6602
2.37,1090,576,6602
2.53,1407,576,6602
2.65,1658,576,6602
2.75,1928,576,6602
0,0,5845,6582
1.78,411,5845,6582
2.31,642,5845,6582
2.64,808,5845,6582
3.16,1042,5845,6582
3.46,1226,5845,6582
3.75,1423,5845,6582
0,0,5981,6581
2,411,5981,6581
2.79,642,5981,6581
3.3,808,5981,6581
3.97,1042,5981,6581
4.47,1226,5981,6581
4.98,1423,5981,6581
0,0,6132,6580
1.9,411,6132,6580
2.44,642,6132,6580
2.78,808,6132,6580
3.2,1042,6132,6580
3.52,1226,6132,6580
3.81,1423,6132,6580
0,0,6300,6579
2.28,146,6300,6579
2.88,228,6300,6579
3.27,286,6300,6579
3.78,367,6300,6579
4.2,432,6300,6579
4.51,501,6300,6579
0,0,6615,6578
1.64,146,6615,6578
2.07,228,6615,6578
2.34,286,6615,6578
2.72,367,6615,6578
3.1,432,6615,6578
3.26,501,6615,6578
0,0,6894,6577
1.76,146,6894,6577
2.2,228,6894,6577
2.46,286,6894,6577
2.75,367,6894,6577
2.91,432,6894,6577
3.18,501,6894,6577
0,0,6967,6576
1.42,146,6967,6576
1.91,228,6967,6576
2.2,286,6967,6576
2.56,367,6967,6576
2.78,432,6967,6576
3.09,501,6967,6576
0,0,7177,6575
1.36,146,7177,6575
1.7,228,7177,6575
1.93,286,7177,6575
2.23,367,7177,6575
2.47,432,7177,6575
2.7,501,7177,6575
0,0,7423,6574
1.54,146,7423,6574
1.92,228,7423,6574
2.15,286,7423,6574
2.43,367,7423,6574
2.64,432,7423,6574
2.84,501,7423,6574
0,0,7535,6573
0.95,146,7535,6573
1.2,228,7535,6573
1.37,286,7535,6573
1.59,367,7535,6573
1.76,432,7535,6573
1.93,501,7535,6573
0,0,7690,6572
1.19,146,7690,6572
1.42,228,7690,6572
1.54,286,7690,6572
1.69,367,7690,6572
1.78,432,7690,6572
1.87,501,7690,6572
0,0,7807,6571
1.45,146,7807,6571
2.15,228,7807,6571
3.26,286,7807,6571
4.33,367,7807,6571
5.38,432,7807,6571
5.63,501,7807,6571
0,0,7844,6570
0.87,146,7844,6570
1.11,228,7844,6570
2.08,286,7844,6570
3.14,367,7844,6570
4.18,432,7844,6570
4.43,501,7844,6570
0,0,221,6568
0.57,7,221,6568
0.7,11,221,6568
0.79,14,221,6568
0.89,18,221,6568
0.95,21,221,6568
1,24,221,6568
0,0,375,6567
0.42,7,375,6567
0.53,11,375,6567
0.61,14,375,6567
0.69,18,375,6567
0.74,21,375,6567
0.79,24,375,6567
0,0,536,6566
0.54,7,536,6566
0.68,11,536,6566
0.76,14,536,6566
0.87,18,536,6566
0.93,21,536,6566
1,24,536,6566
0,0,672,6565
0.42,7,672,6565
0.54,11,672,6565
0.62,14,672,6565
0.72,18,672,6565
0.78,21,672,6565
0.84,24,672,6565
0,0,835,6564
0.48,7,835,6564
0.59,11,835,6564
0.66,14,835,6564
0.75,18,835,6564
0.8,21,835,6564
0.85,24,835,6564
0,0,92,6569
0.42,7,92,6569
0.52,11,92,6569
0.58,14,92,6569
0.66,18,92,6569
0.71,21,92,6569
0.76,24,92,6569
0,0,10068,62
4.09,1040,10068,62
5.33,1680,10068,62
5.74,1980,10068,62
6.7,2790,10068,62
0,0,10235,61
4.96,1040,10235,61
6.11,1680,10235,61
6.54,1980,10235,61
7.56,2790,10235,61
0,0,10415,60
5.37,890,10415,60
6.53,1410,10415,60
6.97,1670,10415,60
8,2310,10415,60
0,0,10591,59
6.86,890,10591,59
8,1410,10591,59
8.44,1670,10591,59
9.42,2310,10591,59
0,0,1067,152
6.63,1870,1067,152
9.13,3010,1067,152
10.25,3580,1067,152
15.43,5000,1067,152
0,0,10684,58
8.62,890,10684,58
9.8,1410,10684,58
10.27,1670,10684,58
11.32,2310,10684,58
0,0,10870,57
5.34,890,10870,57
6.41,1410,10870,57
6.85,1670,10870,57
7.76,2310,10870,57
0,0,11038,56
5.42,890,11038,56
6.42,1410,11038,56
6.81,1670,11038,56
7.65,2310,11038,56
0,0,11197,55
6.4,890,11197,55
7.44,1410,11197,55
7.85,1670,11197,55
8.72,2310,11197,55
0,0,11339,54
7.06,890,11339,54
8.27,1410,11339,54
8.72,1670,11339,54
9.66,2310,11339,54
0,0,11436,53
8.01,890,11436,53
9.27,1410,11436,53
9.72,1670,11436,53
10.66,2310,11436,53
0,0,11514,52
7.85,890,11514,52
10.85,1410,11514,52
11.5,1670,11514,52
12.63,2310,11514,52
0,0,11613,51
6.61,890,11613,51
9.3,1410,11613,51
9.96,1670,11613,51
11.13,2310,11613,51
0,0,1166,151
9.2,1870,1166,151
12.38,3010,1166,151
16.39,3580,1166,151
19.63,5000,1166,151
0,0,11774,50
6.43,880,11774,50
8.7,1400,11774,50
9.35,1640,11774,50
10.53,2270,11774,50
0,0,11924,49
7.38,880,11924,49
8.55,1400,11924,49
9.04,1640,11924,49
10.03,2270,11924,49
0,0,12005,48
9.48,880,12005,48
10.92,1400,12005,48
11.52,1640,12005,48
12.88,2270,12005,48
0,0,12018,47
9.53,880,12018,47
11.55,1400,12018,47
12.13,1640,12018,47
13.2,2270,12018,47
0,0,12076,46
7.55,880,12076,46
9.5,1400,12076,46
10.08,1640,12076,46
11.13,2270,12076,46
0,0,12149,45
7.49,880,12149,45
9.33,1400,12149,45
9.91,1640,12149,45
10.87,2270,12149,45
0,0,12252,44
5.88,880,12252,44
7.73,1400,12252,44
8.32,1640,12252,44
9.33,2270,12252,44
0,0,1226,150
7.99,1870,1226,150
11.12,3010,1226,150
15.1,3580,1226,150
18.42,5000,1226,150
0,0,12344,43
6.39,880,12344,43
7.09,1400,12344,43
7.53,1640,12344,43
8.41,2270,12344,43
0,0,12440,42
6.2,880,12440,42
7.12,1400,12440,42
7.48,1640,12440,42
8.44,2270,12440,42
0,0,12571,41
6.36,880,12571,41
7.45,1400,12571,41
7.91,1640,12571,41
8.74,2270,12571,41
0,0,12729,40
7.13,880,12729,40
7.94,1400,12729,40
8.24,1640,12729,40
8.89,2270,12729,40
0,0,1281,149
8.39,1870,1281,149
11.38,3010,1281,149
15.08,3580,1281,149
18.36,5000,1281,149
0,0,12849,39
6.73,880,12849,39
7.56,1400,12849,39
7.87,1640,12849,39
8.58,2270,12849,39
0,0,12966,38
7.28,880,12966,38
8.23,1400,12966,38
8.58,1640,12966,38
9.37,2270,12966,38
0,0,13100,37
7.33,880,13100,37
8.25,1400,13100,37
8.59,1640,13100,37
9.34,2270,13100,37
0,0,13193,36
7.2,880,13193,36
8.1,1400,13193,36
8.43,1640,13193,36
9.16,2270,13193,36
0,0,1327,148
8.47,1870,1327,148
11.44,3010,1327,148
15.04,3580,1327,148
18.31,5000,1327,148
0,0,13318,35
7.14,580,13318,35
8.07,900,13318,35
8.41,1060,13318,35
9.11,1460,13318,35
0,0,13345,34
7.92,580,13345,34
8.61,900,13345,34
8.81,1060,13345,34
9.38,1460,13345,34
0,0,1340,147
6.81,1870,1340,147
8.54,3010,1340,147
9.59,3580,1340,147
13.56,5000,1340,147
0,0,13421,33
7.15,580,13421,33
7.92,900,13421,33
8.19,1060,13421,33
8.79,1460,13421,33
0,0,13555,32
6.27,580,13555,32
7.05,900,13555,32
7.34,1060,13555,32
7.96,1460,13555,32
0,0,13679,31
6.05,580,13679,31
6.78,900,13679,31
7.07,1060,13679,31
7.68,1460,13679,31
0,0,13807,30
7.7,580,13807,30
8.44,900,13807,30
8.75,1060,13807,30
8.98,1460,13807,30
0,0,13906,29
7.72,580,13906,29
9,900,13906,29
9.48,1060,13906,29
9.59,1460,13906,29
0,0,14000,28
5.74,580,14000,28
6.83,900,14000,28
7.3,1060,14000,28
7.6,1460,14000,28
0,0,14151,27
5.27,580,14151,27
6.17,900,14151,27
6.58,1060,14151,27
7.1,1460,14151,27
0,0,14268,26
4.71,400,14268,26
5.62,610,14268,26
6.01,720,14268,26
6.67,1000,14268,26
0,0,14363,25
4.07,400,14363,25
4.95,610,14363,25
5.33,720,14363,25
6.03,1000,14363,25
0,0,1439,146
8.22,1870,1439,146
10.42,3010,1439,146
11.33,3580,1439,146
14.02,5000,1439,146
0,0,14467,24
3.76,400,14467,24
4.68,610,14467,24
5.07,720,14467,24
5.84,1000,14467,24
0,0,14576,23
3.65,400,14576,23
4.29,610,14576,23
4.58,720,14576,23
5.17,1000,14576,23
0,0,14715,22
5.57,400,14715,22
6.26,610,14715,22
6.54,720,14715,22
7.15,1000,14715,22
0,0,14853,21
4.21,400,14853,21
4.9,610,14853,21
5.15,720,14853,21
5.71,1000,14853,21
0,0,14983,20
4.37,400,14983,20
4.99,610,14983,20
5.24,720,14983,20
5.8,1000,14983,20
0,0,15127,19
4.78,400,15127,19
5.44,610,15127,19
5.75,720,15127,19
6.44,1000,15127,19
0,0,15248,18
5.22,400,15248,18
5.92,610,15248,18
6.24,720,15248,18
6.97,1000,15248,18
0,0,15363,17
4.85,400,15363,17
5.47,610,15363,17
5.73,720,15363,17
6.29,1000,15363,17
0,0,15524,16
4.65,400,15524,16
5.45,610,15524,16
5.89,720,15524,16
7.07,1000,15524,16
0,0,15636,15
5.88,400,15636,15
6.71,610,15636,15
7.07,720,15636,15
7.71,1000,15636,15
0,0,15725,14
3.56,90,15725,14
4.35,140,15725,14
4.68,160,15725,14
5.33,220,15725,14
0,0,15761,13
3.12,90,15761,13
3.53,140,15761,13
3.64,160,15761,13
3.94,220,15761,13
0,0,15855,12
2.51,90,15855,12
2.91,140,15855,12
3.03,160,15855,12
3.3,220,15855,12
0,0,15949,11
2.29,90,15949,11
2.72,140,15949,11
2.86,160,15949,11
3.14,220,15949,11
0,0,1603,145
7.37,1870,1603,145
9.44,3010,1603,145
10.34,3580,1603,145
13,5000,1603,145
0,0,16106,10
3.13,90,16106,10
3.6,140,16106,10
3.75,160,16106,10
4.15,220,16106,10
0,0,16259,9
2,90,16259,9
2.45,140,16259,9
2.62,160,16259,9
3.24,220,16259,9
0,0,16416,8
2.89,90,16416,8
3.34,140,16416,8
3.48,160,16416,8
3.87,220,16416,8
0,0,16554,7
2.84,90,16554,7
3.36,140,16554,7
3.54,160,16554,7
4,220,16554,7
0,0,1667,144
7.57,1870,1667,144
9.63,3010,1667,144
10.59,3580,1667,144
12.91,5000,1667,144
0,0,16702,6
2.65,90,16702,6
3.16,140,16702,6
3.33,160,16702,6
3.78,220,16702,6
0,0,16854,5
2.05,90,16854,5
2.45,140,16854,5
2.59,160,16854,5
2.96,220,16854,5
0,0,17014,4
1.82,90,17014,4
2.17,140,17014,4
2.3,160,17014,4
2.6,220,17014,4
0,0,17118,3
1.91,90,17118,3
2.27,140,17118,3
2.39,160,17118,3
2.69,220,17118,3
0,0,17301,2
1.01,90,17301,2
1.26,140,17301,2
1.35,160,17301,2
1.59,220,17301,2
0,0,17330,1
2.25,90,17330,1
2.58,140,17330,1
2.69,160,17330,1
3.01,220,17330,1
0,0,1743,143
8.02,1870,1743,143
10.13,3010,1743,143
11.05,3580,1743,143
13.18,5000,1743,143
0,0,1776,142
8.18,1870,1776,142
10.31,3010,1776,142
11.24,3580,1776,142
13.37,5000,1776,142
0,0,1805,141
7.89,1870,1805,141
9.98,3010,1805,141
10.89,3580,1805,141
12.99,5000,1805,141
0,0,1835,140
5.21,1870,1835,140
6.81,3010,1835,140
7.5,3580,1835,140
9,5000,1835,140
0,0,1956,139
9.11,1870,1956,139
10.99,3010,1956,139
11.78,3580,1956,139
13.49,5000,1956,139
0,0,2028,138
9.88,1870,2028,138
11.86,3010,2028,138
12.67,3580,2028,138
14.37,5000,2028,138
0,0,2057,137
11.64,1870,2057,137
13.91,3010,2057,137
14.86,3580,2057,137
16.81,5000,2057,137
0,0,2119,136
7.89,1870,2119,136
10.15,3010,2119,136
11.1,3580,2119,136
13.01,5000,2119,136
0,0,2249,135
7.99,1870,2249,135
10.23,3010,2249,135
11.18,3580,2249,135
13.19,5000,2249,135
0,0,2458,134
8.11,1870,2458,134
10.26,3010,2458,134
11.16,3580,2458,134
13.52,5000,2458,134
0,0,2662,133
8.3,1750,2662,133
10.49,2820,2662,133
11.4,3340,2662,133
13.52,4660,2662,133
0,0,2865,132
7.63,1750,2865,132
9.84,2820,2865,132
10.77,3340,2865,132
12.9,4660,2865,132
0,0,3030,131
7.23,1750,3030,131
9.39,2820,3030,131
10.29,3340,3030,131
12.37,4660,3030,131
0,0,3156,130
7.32,1750,3156,130
9.41,2820,3156,130
10.28,3340,3156,130
12.25,4660,3156,130
0,0,3284,129
6.35,1750,3284,129
8.3,2820,3284,129
9.11,3340,3284,129
10.96,4660,3284,129
0,0,3397,128
6.86,1750,3397,128
8.47,2820,3397,128
9.13,3340,3397,128
10.65,4660,3397,128
0,0,3457,127
5.04,1750,3457,127
6.51,2820,3457,127
7.1,3340,3457,127
8.45,4660,3457,127
0,0,3499,126
7.38,1750,3499,126
11.18,2820,3499,126
12.2,3340,3499,126
13.37,4660,3499,126
0,0,3640,125
8.27,1750,3640,125
11.5,2820,3640,125
12.4,3340,3640,125
13.5,4660,3640,125
0,0,3799,124
7.88,1750,3799,124
10.54,2820,3799,124
11.4,3340,3799,124
12.77,4660,3799,124
0,0,3913,123
8.01,1750,3913,123
10.42,2820,3913,123
11.22,3340,3913,123
12.64,4660,3913,123
0,0,4071,122
7.82,1750,4071,122
9.97,2820,4071,122
10.7,3340,4071,122
12.18,4660,4071,122
0,0,4304,121
7.54,1750,4304,121
9.25,2820,4304,121
9.9,3340,4304,121
11.19,4660,4304,121
0,0,4500,120
6.52,1750,4500,120
7.93,2820,4500,120
8.52,3340,4500,120
9.79,4660,4500,120
0,0,4629,119
6.94,1750,4629,119
8.29,2820,4629,119
8.83,3340,4629,119
10.01,4660,4629,119
0,0,4703,118
13.01,1750,4703,118
14.73,2820,4703,118
15.2,3340,4703,118
16.08,4660,4703,118
0,0,4752,117
12.04,1750,4752,117
13.84,2820,4752,117
14.35,3340,4752,117
15.28,4660,4752,117
0,0,4890,116
10.62,1630,4890,116
12.45,2600,4890,116
12.99,3100,4890,116
14.01,4300,4890,116
0,0,4988,115
9.88,1630,4988,115
11.75,2600,4988,115
12.29,3100,4988,115
13.34,4300,4988,115
0,0,5078,114
9.52,1630,5078,114
11.27,2600,5078,114
11.8,3100,5078,114
12.82,4300,5078,114
0,0,5164,113
9.16,1630,5164,113
10.9,2600,5164,113
11.43,3100,5164,113
12.45,4300,5164,113
0,0,5257,112
7.02,1630,5257,112
8.64,2600,5257,112
9.07,3100,5257,112
9.69,4300,5257,112
0,0,5338,111
7.84,1630,5338,111
9.37,2600,5338,111
9.98,3100,5338,111
11.52,4300,5338,111
0,0,5436,110
10.02,1630,5436,110
11.75,2600,5436,110
12.45,3100,5436,110
13.69,4300,5436,110
0,0,5553,109
10.7,1630,5553,109
12.09,2600,5553,109
12.74,3100,5553,109
13.96,4300,5553,109
0,0,5707,108
10.49,1630,5707,108
11.95,2600,5707,108
12.62,3100,5707,108
13.9,4300,5707,108
0,0,5843,107
9.17,1630,5843,107
10.72,2600,5843,107
11.42,3100,5843,107
12.78,4300,5843,107
0,0,5975,106
8.25,1630,5975,106
9.72,2600,5975,106
10.37,3100,5975,106
11.67,4300,5975,106
0,0,6095,105
7.86,1630,6095,105
9.5,2600,6095,105
10.19,3100,6095,105
11.37,4300,6095,105
0,0,6211,104
7.46,1630,6211,104
9.21,2600,6211,104
9.93,3100,6211,104
11.32,4300,6211,104
0,0,6289,103
6.9,1630,6289,103
8.27,2600,6289,103
8.85,3100,6289,103
10.41,4300,6289,103
0,0,6314,102
8.72,1630,6314,102
10.87,2600,6314,102
11.81,3100,6314,102
13.47,4300,6314,102
0,0,6358,101
9.01,1630,6358,101
11.32,2600,6358,101
12.32,3100,6358,101
14.24,4300,6358,101
0,0,6437,100
7.98,1630,6437,100
10.24,2600,6437,100
11.24,3100,6437,100
13.16,4300,6437,100
0,0,6542,99
7.19,1630,6542,99
9.18,2600,6542,99
10.08,3100,6542,99
11.91,4300,6542,99
0,0,6616,98
7.14,1630,6616,98
8.8,2600,6616,98
9.58,3100,6616,98
11.26,4300,6616,98
0,0,6634,97
11.53,1630,6634,97
13.31,2600,6634,97
14.02,3100,6634,97
15.46,4300,6634,97
0,0,6694,96
8.77,1630,6694,96
10.57,2600,6694,96
11.29,3100,6694,96
12.73,4300,6694,96
0,0,6753,95
9.96,1630,6753,95
11.7,2600,6753,95
12.43,3100,6753,95
13.93,4300,6753,95
0,0,6775,94
11.26,1630,6775,94
12.96,2600,6775,94
13.66,3100,6775,94
15.08,4300,6775,94
0,0,6840,93
8.44,1630,6840,93
10.08,2600,6840,93
10.73,3100,6840,93
12.05,4300,6840,93
0,0,688,156
8.23,1870,688,156
9.65,3010,688,156
10.18,3580,688,156
11.26,5000,688,156
0,0,6955,92
8.16,1630,6955,92
9.9,2600,6955,92
10.63,3100,6955,92
12.16,4300,6955,92
0,0,7052,91
7.79,1630,7052,91
9.52,2600,7052,91
10.27,3100,7052,91
11.82,4300,7052,91
0,0,7157,90
7.26,1630,7157,90
8.88,2600,7157,90
9.57,3100,7157,90
11.02,4300,7157,90
0,0,7260,89
7.29,1630,7260,89
8.86,2600,7260,89
9.53,3100,7260,89
10.99,4300,7260,89
0,0,7295,88
6.62,1630,7295,88
8.04,2600,7295,88
8.61,3100,7295,88
9.73,4300,7295,88
0,0,7310,87
8.7,1630,7310,87
9.84,2600,7310,87
10.32,3100,7310,87
11.31,4300,7310,87
0,0,7373,86
5.08,1290,7373,86
6.21,2100,7373,86
6.71,2480,7373,86
7.66,3470,7373,86
0,0,7468,85
5.71,1290,7468,85
6.88,2100,7468,85
7.37,2480,7468,85
8.43,3470,7468,85
0,0,7567,84
5.51,1290,7567,84
6.71,2100,7567,84
7.13,2480,7567,84
8.06,3470,7567,84
0,0,7710,83
11.41,1290,7710,83
15.04,2100,7710,83
15.85,2480,7710,83
17.33,3470,7710,83
0,0,7769,82
6.94,1290,7769,82
10.48,2100,7769,82
11.25,2480,7769,82
12.7,3470,7769,82
0,0,7797,81
6.96,1290,7797,81
10.43,2100,7797,81
11.2,2480,7797,81
12.65,3470,7797,81
0,0,7871,80
6.69,1290,7871,80
10.02,2100,7871,80
10.77,2480,7871,80
12.17,3470,7871,80
0,0,789,155
8.55,1870,789,155
9.9,3010,789,155
10.38,3580,789,155
11.28,5000,789,155
0,0,7956,79
6.39,1290,7956,79
9.38,2100,7956,79
10.1,2480,7956,79
11.44,3470,7956,79
0,0,8031,78
7.1,1290,8031,78
9.31,2100,8031,78
10.04,2480,8031,78
11.51,3470,8031,78
0,0,8062,77
6.2,1290,8062,77
8.31,2100,8062,77
9.01,2480,8062,77
10.37,3470,8062,77
0,0,8198,76
7.38,1290,8198,76
9,2100,8198,76
9.7,2480,8198,76
12.03,3470,8198,76
0,0,8344,75
7.94,1290,8344,75
9.72,2100,8344,75
10.41,2480,8344,75
11.12,3470,8344,75
0,0,8477,74
7.88,1290,8477,74
9.47,2100,8477,74
10.1,2480,8477,74
10.98,3470,8477,74
0,0,850,154
4.78,1870,850,154
6.27,3010,850,154
6.96,3580,850,154
8.55,5000,850,154
0,0,8606,73
8.01,1290,8606,73
9.59,2100,8606,73
10.24,2480,8606,73
11.51,3470,8606,73
0,0,8737,72
7.58,1290,8737,72
8.89,2100,8737,72
9.44,2480,8737,72
10.54,3470,8737,72
0,0,8857,71
7.87,1040,8857,71
9.28,1680,8857,71
9.84,1980,8857,71
11.16,2790,8857,71
0,0,8941,70
9.37,1040,8941,70
11.38,1680,8941,70
12.05,1980,8941,70
13.42,2790,8941,70
0,0,9017,69
6.47,1040,9017,69
8.5,1680,9017,69
9.09,1980,9017,69
10.21,2790,9017,69
0,0,9133,68
9.37,1040,9133,68
10.98,1680,9133,68
11.62,1980,9133,68
12.97,2790,9133,68
0,0,9228,67
8.35,1040,9228,67
10.09,1680,9228,67
10.76,1980,9228,67
12.3,2790,9228,67
0,0,9365,66
7.49,1040,9365,66
9.16,1680,9365,66
9.82,1980,9365,66
11.28,2790,9365,66
0,0,9509,65
8.57,1040,9509,65
10.3,1680,9509,65
10.97,1980,9509,65
12.42,2790,9509,65
0,0,955,153
7.61,1870,955,153
10.19,3010,955,153
11.33,3580,955,153
15.32,5000,955,153
0,0,9652,64
6.44,1040,9652,64
7.81,1680,9652,64
8.32,1980,9652,64
9.57,2790,9652,64
0,0,9870,63
7.6,1040,9870,63
9.14,1680,9870,63
9.67,1980,9870,63
10.9,2790,9870,63
0,0,1008,373
13.73,6425,1008,373
17.49,10272,1008,373
19.72,13022,1008,373
22.5,17057,1008,373
23.81,19969,1008,373
25.09,23164,1008,373
26.84,30144,1008,373
0,0,10191,346
4.77,2336,10191,346
6.63,3824,10191,346
8.12,4950,10191,346
10.04,6519,10191,346
11.48,8047,10191,346
12.97,9760,10191,346
15.82,13692,10191,346
0,0,10470,345
4.24,2336,10470,345
6.07,3824,10470,345
7.56,4950,10470,345
9.5,6519,10470,345
10.95,8047,10470,345
12.47,9760,10470,345
15.41,13692,10470,345
0,0,10764,344
3.4,2336,10764,344
5.18,3824,10764,344
6.65,4950,10764,344
8.54,6519,10764,344
9.97,8047,10764,344
11.46,9760,10764,344
14.37,13692,10764,344
0,0,10791,343
3.67,2336,10791,343
5.33,3824,10791,343
6.73,4950,10791,343
8.61,6519,10791,343
10.06,8047,10791,343
11.49,9760,10791,343
14.51,13692,10791,343
0,0,10884,342
3.84,2336,10884,342
5.48,3824,10884,342
6.85,4950,10884,342
8.7,6519,10884,342
10.17,8047,10884,342
11.6,9760,10884,342
14.47,13692,10884,342
0,0,11010,341
3.93,2274,11010,341
5.5,3745,11010,341
6.82,4829,11010,341
8.63,6351,11010,341
10.05,7883,11010,341
11.46,9534,11010,341
14.28,13384,11010,341
0,0,11086,340
3.9,2274,11086,340
5.47,3745,11086,340
6.79,4829,11086,340
8.59,6351,11086,340
10.02,7883,11086,340
11.44,9534,11086,340
14.22,13384,11086,340
0,0,11168,339
4.21,2274,11168,339
5.86,3745,11168,339
7.16,4829,11168,339
8.95,6351,11168,339
10.41,7883,11168,339
11.86,9534,11168,339
14.75,13384,11168,339
0,0,11449,338
3.64,2274,11449,338
5.25,3745,11449,338
6.53,4829,11449,338
8.3,6351,11449,338
9.74,7883,11449,338
11.17,9534,11449,338
14,13384,11449,338
0,0,11697,337
2.73,2274,11697,337
4.07,3745,11697,337
5.33,4829,11697,337
7.1,6351,11697,337
8.54,7883,11697,337
9.97,9534,11697,337
12.81,13384,11697,337
0,0,11820,336
3.56,2274,11820,336
4.82,3745,11820,336
5.78,4829,11820,336
7.38,6351,11820,336
8.77,7883,11820,336
10.17,9534,11820,336
12.39,13384,11820,336
0,0,11940,335
3.11,2274,11940,335
4.34,3745,11940,335
5.3,4829,11940,335
6.89,6351,11940,335
8.28,7883,11940,335
9.69,9534,11940,335
11.96,13384,11940,335
0,0,12075,334
3.01,2274,12075,334
4.22,3745,12075,334
5.14,4829,12075,334
6.69,6351,12075,334
8.08,7883,12075,334
9.49,9534,12075,334
11.85,13384,12075,334
0,0,12166,333
3.97,2274,12166,333
5.42,3745,12166,333
6.36,4829,12166,333
7.56,6351,12166,333
8.75,7883,12166,333
10.1,9534,12166,333
12.8,13384,12166,333
0,0,12274,332
4.24,2274,12274,332
5.76,3745,12274,332
6.73,4829,12274,332
7.96,6351,12274,332
9.16,7883,12274,332
10.49,9534,12274,332
13.1,13384,12274,332
0,0,12538,331
3.48,2274,12538,331
4.97,3745,12538,331
5.94,4829,12538,331
7.16,6351,12538,331
8.35,7883,12538,331
9.68,9534,12538,331
12.31,13384,12538,331
0,0,12709,330
3.24,2274,12709,330
4.69,3745,12709,330
5.63,4829,12709,330
6.84,6351,12709,330
8.03,7883,12709,330
9.37,9534,12709,330
11.96,13384,12709,330
0,0,12972,329
3.15,2274,12972,329
4.49,3745,12972,329
5.39,4829,12972,329
6.56,6351,12972,329
7.73,7883,12972,329
9.04,9534,12972,329
11.61,13384,12972,329
0,0,13106,328
3.06,2274,13106,328
4.32,3745,13106,328
5.18,4829,13106,328
6.32,6351,13106,328
7.45,7883,13106,328
8.73,9534,13106,328
11.27,13384,13106,328
0,0,13128,327
3.9,2274,13128,327
5.26,3745,13128,327
6.16,4829,13128,327
7.34,6351,13128,327
8.46,7883,13128,327
9.69,9534,13128,327
12.11,13384,13128,327
