COMID,5781731
USGS N Values
0.0,0.10705272356669109,0.12892907417860608,0.13256030481297165,0.12948491517140809,0.1333556895183004,0.14041417640025222,0.14487836949965532,0.1472215747401725,0.1493326385388665,0.14949912475234151,0.14807060134242958,0.14736287829945388,0.14696308911331302,0.14718200851734675,0.14806734945524147,0.14903904710150687,0.15042903933904866
