COMID,5781353
USGS N Values
0.0,0.053166629791259766,0.063352650343769731,0.076018510041413481,0.087802196684337794,0.10386117619576214,0.11897672386471389,0.13397586220189145,0.14865611593888386,0.16318621528635541,0.17767694829584477
