X	Graphic Profile 1
0	4167.6277
30.80685223	4171.3854
61.6137044546	4172.5525
92.4205566828	4188.9135
123.227408911	4212.0008
154.034261137	4248.4325
184.841113367	4278.5568
215.647965591	4308.3475
246.454817819	4331.1231
277.261670047	4346.6771
308.068522273	4365.136
338.8753745	4378.4535
369.68222673	4379.4578
400.489078956	4379.4687
431.295931182	4368.0047
462.10278341	4345.7572
492.909635636	4328.1726
523.716487866	4309.507
554.523340092	4300.4798
585.330192319	4300.4239
616.137044548	4295.0432
646.943896773	4294.6144
677.750749001	4295.6038
708.557601229	4303.2105
739.364453455	4318.5441
770.171305685	4330.804
800.978157911	4335.3217
831.785010137	4341.1731
862.591862366	4353.2805
893.398714591	4362.6602
924.205566818	4376.1743
955.012419048	4391.1401
985.819271274	4410.58
1016.6261235	4440.2397
1047.43297573	4478.9077
1078.23982795	4514.534
1109.04668018	4535.785
1139.85353241	4551.0763
1170.66038464	4563.9061
1201.46723687	4577.9621
1232.27408909	4585.4627
1263.08094132	4588.6108
1293.88779355	4591.3336
1324.69464577	4593.995
1355.501498	4602.6745
1386.30835023	4625.501
1417.11520246	4640.4117
1447.92205468	4667.0274
1478.72890691	4691.9785
1509.53575914	4713.8424
1540.34261137	4734.9354
1571.14946359	4754.2666
1601.95631582	4780.7692
1632.76316805	4804.5494
1663.57002027	4828.2123
1694.3768725	4854.5714
1725.18372473	4883.5764
1755.99057696	4904.8682
1786.79742919	4920.4806
1817.60428141	4939.5875
1848.41113364	4958.0274
1879.21798587	4966.7987
1910.02483809	4971.9544
1940.83169032	4981.9694
1971.63854255	4999.9512
2002.44539477	5020.9241
2033.252247	5043.9475
2064.05909923	5062.2667
2094.86595146	5073.5487
2125.67280368	5099.2963
2156.47965591	5119.0484
2187.28650814	5123.2838
2218.09336037	5120.827

