X	Graphic Profile 1
0	5473.0149
31.1282012894	5464.1656
62.2563784073	5459.515
93.3845313681	5456.7971
124.512660175	5453.742
155.640764811	5441.6346
186.76884529	5426.7573
217.896901608	5420.7161
249.024933769	5417.1014
280.152941768	5413.3682
311.280925605	5405.8472
342.408885289	5403.094
373.53682082	5396.5754
404.66473218	5384.4979
435.792619393	5366.8098
466.920482448	5360.8989
498.048321346	5348.1865
529.17613609	5329.1741
560.303926673	5314.1833
591.431693102	5299.6427
622.559435379	5279.8415
653.687153501	5251.4667
684.814847464	5230.1003
715.94251728	5211.7893
747.070162942	5183.8524
778.197784449	5144.0378
809.325381813	5093.6525
840.452955015	5054.401
871.580504061	5023.3223
902.708028966	4997.4051
933.835529716	4970.9713
964.963006316	4948.9831
996.090458772	4916.397
1027.21788707	4886.9736
1058.34529122	4865.0144
1089.47267122	4849.5807
1120.60002708	4827.5322
1151.72735879	4800.4494
1182.85466635	4786.4447
1213.98194976	4776.6094
1245.10920903	4760.1942
1276.23644415	4744.1237
1307.36365512	4729.8969
1338.49084195	4718.5501
1369.61800464	4705.2387
1400.74514318	4680.2935
1431.87225757	4635.8485
1462.99934782	4598.0894
1494.12641394	4574.108
1525.25345589	4553.5206
1556.38047372	4527.1725
1587.5074674	4494.6609
1618.63443694	4476.5418
1649.76138233	4467.7048
1680.88830359	4456.0281
1712.01520071	4444.9756

