X	Graphic Profile 1
0	5626.3712
30.7839387835	5607.5874
61.5678981979	5586.9601
92.351878234	5555.5927
123.135878889	5520.4273
153.919900171	5484.0415
184.703942074	5464.1238
215.488004599	5437.2121
246.27208775	5407.8056
277.056191521	5370.7014
307.840315921	5333.2541
338.624460939	5287.8408
369.408626575	5250.5144
400.192812844	5225.4412
430.977019729	5194.0368
461.761247245	5170.0071
492.545495371	5129.4068
523.329764128	5098.0256
554.114053505	5064.4729
584.898363508	5030.3819
615.682694132	5012.173
646.467045376	4993.1879
677.251417244	4975.1552
708.035809735	4943.1619
738.820222846	4925.4593
769.604656583	4896.4082
800.389110938	4865.967
831.17358592	4845.0447
861.958081519	4828.7563
892.742597739	4808.3526
923.527134588	4790.3004
954.311692051	4768.8268
985.096270142	4741.2907
1015.88086885	4717.4178
1046.66548818	4699.6339
1077.45012814	4681.6677
1108.23478871	4671.8641
1139.01946991	4662.3292
1169.80417173	4649.7512

