X	Graphic Profile 1
0	5105.2576
30.9497327096	5099.5243
61.8994880403	5093.3702
92.8492659842	5095.7446
123.799066545	5099.5598
154.748889724	5097.2944
185.698735519	5092.478
216.648603939	5090.5068
247.598494972	5088.4182
278.548408634	5089.247
309.498344913	5091.5735
340.448303813	5090.7397
371.398285337	5092.0196
402.348289486	5091.5794
433.298316256	5074.8116
464.248365654	5036.0153
495.198437677	4999.8884
526.148532328	4971.4147
557.098649603	4937.9994
588.048789507	4919.3861
618.998952041	4913.3825
649.949137201	4903.1179
680.899344997	4884.1586
711.849575416	4864.5768
742.799828476	4837.6695
773.750104156	4831.2627
804.700402483	4828.185

