X	Graphic Profile 1
0	4465.4331
30.7543632928	4480.9077
61.5087265859	4496.9755
92.2630898776	4508.5089
123.017453173	4512.7834
153.771816465	4513.2171
184.526179758	4519.1258
215.280543053	4521.3548
246.034906345	4523.1516
276.789269638	4532.1808
307.54363293	4534.139
338.297996225	4530.0738
369.052359518	4533.1713
399.80672281	4533.2283
430.561086105	4539.6618
461.315449398	4548.2394
492.069812691	4562.1427
522.824175983	4583.6203
553.578539278	4622.5669
584.332902571	4670.4345
615.087265863	4713.9832
645.841629158	4754.6985
676.595992451	4787.1358
707.350355743	4805.5203
738.104719036	4814.1802
768.85908233	4827.3369
799.613445623	4841.9303
830.367808915	4859.7574
861.122172211	4868.6132
891.876535503	4875.9162
922.630898796	4885.8817
953.385262088	4899.8079
984.139625383	4916.6723
1014.89398868	4938.4958
1045.64835197	4956.4276
1076.40271526	4967.6857
1107.15707856	4974.4906
1137.91144185	4985.5871
1168.66580514	5001.199
1199.42016844	5018.4656
1230.17453173	5030.6401
1260.92889502	5040.6714
1291.68325831	5052.8765
1322.43762161	5064.038
1353.1919849	5075.6541
1383.94634819	5092.0664
1414.70071149	5104.5355
1445.45507478	5112.2696
1476.20943807	5123.0105
1506.96380137	5137.0424
1537.71816466	5151.0566
1568.47252795	5166.118
1599.22689125	5182.323
1629.98125454	5211.263
1660.73561783	5254.3261
1691.48998113	5276.5519
1722.24434442	5283.6858
1752.99870771	5263.6633
1783.75307101	5208.3404
1814.5074343	5163.4798
1845.26179759	5150.8389
1876.01616089	5148.7341
1906.77052418	5151.3956
1937.52488747	5180.2966
1968.27925077	5230.1837
1999.03361406	5288.5897
2029.78797735	5337.6754
2060.54234064	5397.8321
2091.29670394	5447.0267
2122.05106723	5467.8179
2152.80543052	5486.5131
2183.55979382	5476.0688
2214.31415711	5470.9492
2245.0685204	5475.1764

