X	Graphic Profile 1
0	5312.6775
31.1347581087	5296.2381
62.2694923193	5289.3538
93.404202617	5275.6462
124.538889013	5254.7439
155.673551507	5231.5293
186.808190092	5201.0728
217.942804783	5183.3856
249.077395564	5175.6783
280.211962448	5163.2829
311.34650543	5130.3775
342.481024517	5106.211
373.615519699	5101.1846
404.74999099	5104.8334
435.884438376	5102.0213
467.018861876	5101.1537
498.153261465	5097.6944
529.287637172	5096.4911
560.421988985	5095.8036
591.556316896	5097.0464
622.69062092	5098.4315
653.824901053	5097.0912
684.959157288	5096.6625
716.093389641	5090.6678
747.227598095	5081.0063
778.361782666	5072.9454
809.495943351	5063.3094
840.630080145	5053.7474
871.764193048	5038.3424
902.898282068	5018.3592
934.032347206	5005.9518
965.166388463	5000.1304
996.300405831	4995.4739
1027.43439931	4984.7474
1058.56836891	4975.9988
1089.70231463	4966.878
1120.83623648	4958.5818
1151.97013444	4949.8895
1183.10400852	4939.7033
1214.23785872	4931.9968
1245.37168504	4925.2213
1276.5054875	4917.2083
1307.63926606	4906.5445
1338.77302076	4894.8508
1369.90675158	4881.3888
1401.04045852	4869.9363
1432.1741416	4858.4179
1463.3078008	4843.2991
1494.44143613	4831.0406
1525.57504758	4822.6795
1556.70863517	4814.3009
1587.84219889	4808.2315
1618.97573874	4801.6324
1650.10925472	4790.6997
1681.24274683	4778.9066
1712.37621508	4766.2048
1743.50965946	4756.6713
1774.64307997	4751.5874
1805.77647663	4746.221
1836.90984941	4737.5136
1868.04319834	4724.0545
1899.1765234	4711.2696
1930.3098246	4700.4412

