X	Graphic Profile 1
0	4976.9319
30.0747921285	5002.3482
60.1495842588	5023.3369
90.2243763873	5051.5042
120.299168518	5079.6007
150.373960645	5108.6908
180.448752774	5124.597
210.523544904	5132.0761
240.598337033	5140.3019
270.673129161	5152.9926
300.74792129	5169.0106
330.822713419	5184.1288
360.897505546	5207.2264
390.972297675	5224.9616
421.047089804	5234.2664
451.121881934	5241.4903
481.196674063	5245.4818
511.271466193	5249.7765
541.346258322	5258.6136
571.42105045	5267.6916
601.495842578	5280.7182
631.570634709	5297.2298
661.645426836	5308.7195
691.720218965	5317.1221
721.795011095	5320.5303
751.86980322	5330.4292
781.94459535	5337.5847
812.019387479	5340.0437
842.094179609	5341.0612
872.168971737	5343.4926
902.243763866	5344.3595
932.318555995	5347.4168
962.393348125	5349.3045
992.468140254	5345.9271

