X	Graphic Profile 1
0	5130.6786
30.3922762073	5119.251
60.7845524165	5100.5494
91.1768286238	5083.4459
121.569104831	5061.5979
151.961381039	5042.7092
182.353657244	5029.2793
212.745933451	5018.0657
243.13820966	5002.2335
273.530485867	4984.8189
303.922762075	4966.4065
334.315038282	4956.5106
364.707314488	4946.6507
395.099590693	4932.1055
425.4918669	4917.1433
455.88414311	4900.4296
486.276419317	4880.5756
516.668695524	4861.666
547.06097173	4839.0485
577.453247937	4813.5473
607.845524146	4792.3185
638.237800353	4771.4165
668.63007656	4751.7746
699.022352768	4728.7171

