X	Graphic Profile 1
0	5024.6628
30.6712254049	5022.7848
61.3424532158	5017.652
92.0136834378	5011.397
122.684916067	5006.6893
153.356151105	4999.8137
184.027388545	4991.371
214.6986284	4984.1137
245.369870664	4978.4877
276.041115335	4977.8332
306.712362415	4975.3911
337.383611905	4975.723
368.0548638	4976.5568
398.726118108	4973.3949
429.397374821	4966.3886
460.068633946	4958.8339
490.739895479	4950.9918
521.411159419	4942.2355
552.082425767	4933.0478
582.753694524	4925.9309
613.424965686	4914.8387
644.096239264	4905.926
674.767515246	4901.3335
705.438793641	4898.1548
736.110074442	4897.05
766.781357656	4893.261
797.452643276	4886.8116
828.123931306	4881.6852
858.795221746	4868.2864
889.466514594	4863.2374
920.137809842	4863.0524
950.809107516	4862.8607
981.480407584	4862.9535
1012.15171007	4861.416
1042.82301496	4857.4257
1073.49432227	4855.5094
1104.16563198	4854.2584
1134.8369441	4851.4584
1165.50825863	4847.7542
1196.17957558	4845.5494
1226.85089492	4842.4855
1257.52221668	4845.9508
1288.19354086	4845.3658
1318.86486743	4844.8502
1349.53619642	4845.8899
1380.20752781	4844.6966
1410.87886162	4842.3608
1441.55019784	4840.6405
1472.22153647	4842.7971
1502.8928775	4844.7802
1533.56422095	4841.5513

