X	Graphic Profile 1
0	4321.6189
30.729564773	4322.9717
61.4591295486	4337.1446
92.1886943238	4363.486
122.9182591	4377.823
153.647823872	4388.3251
184.377388647	4413.2464
215.106953422	4448.8513
245.836518198	4490.8384
276.566082973	4528.4289
307.295647746	4557.7248
338.025212522	4578.5702
368.754777297	4595.12
399.484342073	4602.767
430.213906845	4634.9636
460.94347162	4677.5501
491.673036395	4704.4508
522.402601171	4726.8733
553.132165946	4749.0782
583.861730722	4767.6523
614.591295495	4776.6118
645.32086027	4784.6699
676.050425045	4797.564
706.779989818	4809.6982
737.509554593	4818.9595
768.239119368	4828.7964
798.968684144	4840.4553
829.698248919	4849.9099
860.427813695	4865.736
891.157378467	4879.8498
921.886943242	4889.8755
952.616508018	4902.1745
983.346072791	4911.048
1014.07563757	4918.8394
1044.80520234	4924.6667
1075.53476712	4932.3083
1106.26433189	4941.9352
1136.99389666	4955.5608
1167.72346144	4972.0522
1198.45302622	4984.3892
1229.18259099	4991.1896
1259.91215576	4997.8247
1290.64172054	5003.7521
1321.37128531	5009.2213
1352.10085009	5014.6434
1382.83041486	5021.7596
1413.55997964	5022.5667
1444.28954441	5024.9448
1475.01910919	5031.6306
1505.74867396	5039.162
1536.47823874	5044.5598
1567.20780351	5048.9376
1597.93736829	5059.2864
1628.66693306	5072.021
1659.39649783	5082.6191
1690.12606261	5089.4463
1720.85562739	5092.3592
1751.58519216	5099.7946
1782.31475694	5103.6678
1813.04432171	5110.8543
1843.77388648	5115.3803
1874.50345126	5119.8216
1905.23301603	5128.3092
1935.96258081	5129.1671
1966.69214558	5133.0092
1997.42171036	5141.5401
2028.15127513	5146.7194
2058.88083991	5153.129
2089.61040468	5165.8898
2120.33996946	5180.3803
2151.06953423	5192.283
2181.79909901	5208.6666
2212.52866378	5221.0588
2243.25822856	5231.3919
2273.98779333	5243.0971
2304.71735811	5256.6094
2335.44692288	5264.9688
2366.17648766	5277.7447
2396.90605243	5289.4521
2427.63561721	5297.3056
2458.36518198	5301.6433
2489.09474676	5307.0669
2519.82431153	5316.2246
2550.5538763	5324.1322
2581.28344108	5332.3125
2612.01300586	5344.1332
2642.74257063	5354.8181
2673.4721354	5360.3653
2704.20170018	5370.2206
2734.93126495	5380.113
2765.66082973	5386.9072
2796.15261327	5394.2552
2826.64439681	5403.665

