X	Graphic Profile 1
0	5032.7233
30.6098400569	5024.0279
61.2196714544	5017.813
91.8294941804	5014.8141
122.439308237	5005.3012
153.049113623	4989.0628
183.658910336	4986.9312
214.268698386	4981.5162
244.878477752	4969.4216
275.488248454	4961.0328
306.098010478	4953.2893
336.70776383	4935.7343
367.317508505	4929.7482
397.927244509	4925.0153
428.536971835	4917.9832
459.146690482	4913.466
489.756400451	4908.651
520.366101744	4903.8509
550.975794358	4896.2943
581.585478287	4882.8747
612.195153545	4869.0207
642.804820111	4854.5532
673.414478	4840.5973
704.024127212	4827.2049
734.633767736	4811.1673
765.243399578	4795.0055
795.853022732	4780.985
826.462637202	4769.0609
857.072242989	4756.4201
887.681840082	4743.1722
918.291428492	4721.1677
948.901008215	4669.3765
979.510579247	4641.3543
1010.1201416	4627.8138
1040.72969525	4611.5294
1071.33924021	4577.405
1101.94877648	4553.1538
1132.55830407	4522.5181
1163.16782296	4503.3093
1193.77733315	4444.4992
1224.38683465	4396.1808
1254.99632745	4383.8116
1285.60581156	4353.6904
1316.21528698	4338.7125

