X	Graphic Profile 1
0	4468.636
30.6036936586	4483.1092
61.2073873204	4499.1367
91.811080983	4516.1314
122.414774644	4548.0043
153.018468306	4579.5517
183.622161965	4616.2378
214.225855625	4646.4214
244.829549289	4658.9718
275.433242948	4675.8125
306.03693661	4693.888
336.640630271	4723.1677
367.244323932	4740.4255
397.848017594	4762.0656
428.451711254	4786.456
459.055404916	4808.0632
489.659098576	4829.3155
520.262792238	4847.7113
550.866485898	4861.8157
581.47017956	4871.4128
612.073873219	4882.5577
642.677566882	4899.7375
673.281260542	4923.7345
703.884954205	4943.6049
734.488647864	4973.76
765.092341526	4993.8655
795.696035186	5008.8071
826.299728848	5027.526
856.903422511	5039.8
887.50711617	5050.8978
918.110809831	5055.3557
948.714503493	5062.8086
979.318197153	5073.5956
1009.92189082	5085.3513
1040.52558447	5093.7209
1071.12927814	5102.9828
1101.7329718	5118.8837
1132.33666546	5123.6425
1162.94035912	5131.579
1193.54405278	5144.3244
1224.14774644	5160.4557
1254.7514401	5168.8276
1285.35513376	5174.2565
1315.95882742	5175.4245
1346.56252109	5174.7308
1377.16621475	5178.8523
1407.76990841	5183.575
1438.37360207	5194.5996
1468.97729573	5215.2866
1499.58098939	5226.3106
1530.18468305	5239.4301
1560.78837671	5259.8229
1591.39207037	5288.8748
1621.99576403	5329.2173
1652.5994577	5374.2568
1683.20315136	5417.2537
1713.80684502	5449.7059
1744.41053868	5462.1162
1775.01423234	5476.9984
1805.617926	5507.1884
1836.22161966	5563.9176
1866.82531332	5612.9434
1897.42900699	5648.7505
1928.03270065	5693.4956
1958.63639431	5728.1929
1989.24008797	5775.4782
2019.84378163	5814.0775
2050.44747529	5844.888
2081.05116895	5864.6695
2111.65486261	5872.8761
2142.25855627	5871.0644
2172.86224994	5859.0491

