X	Graphic Profile 1
0	4604.9571
30.8138360179	4604.1167
61.6276626373	4598.7227
92.4414798725	4592.7461
123.255287705	4584.5147
154.069086151	4579.767
184.882875198	4575.4696
215.696654857	4571.82
246.510425121	4564.6277
277.324185983	4552.7486
308.137937464	4542.9024
338.951679542	4532.6621
369.765412226	4523.179
400.57913551	4519.0794
431.392849408	4514.8081
462.206553907	4504.9331
493.020249013	4493.1709
523.833934719	4487.9197
554.647611029	4485.663
585.461277951	4482.0297
616.274935469	4478.7778
647.08858359	4476.4418
677.902222319	4474.2061
708.715851646	4473.7525
739.529471578	4473.5804
770.343082111	4471.6308
801.156683253	4462.0742
831.970274998	4443.6966
862.783857337	4437.6589
893.597430285	4427.3323
924.410993829	4409.9217
955.224547979	4401.8027
986.038092727	4394.2476

