X	Graphic Profile 1
0	4613.8259
30.970965923	4616.6633
61.9419227976	4616.6201
92.9128706274	4612.8158
123.883809417	4595.557
154.85473916	4579.9444
185.825659852	4568.1978
216.796571513	4561.7095
247.767474118	4561.9489
278.738367688	4560.6499
309.709252207	4559.376
340.680127684	4560.1884
371.650994112	4562.0175
402.621851501	4567.5688
433.592699835	4563.011
464.563539132	4560.5466
495.534369377	4559.4005
526.505190581	4562.7229
557.476002735	4566.3311
588.446805836	4565.5532
619.417599901	4568.4373
650.38838492	4567.7895
681.359160886	4563.0567
712.329927806	4560.1538
743.300685672	4559.4196
774.271434498	4560.1707
805.24217427	4570.4438
836.212904995	4577.5283
867.183626672	4585.0647
898.154339298	4588.1409
929.125042882	4585.1121
960.095737412	4568.2172

