X	Graphic Profile 1
0	4843.3332
30.8435044431	4850.8005
61.6870088862	4867.1744
92.5305133293	4870.9315
123.374017772	4877.1772
154.217522214	4883.4596
185.061026657	4893.6407
215.9045311	4895.0062
246.748035543	4899.5592
277.591539986	4920.6795
308.435044429	4929.2673
339.278548872	4944.1893
370.122053315	4949.7487
400.965557758	4972.4934
431.809062201	4986.6759
462.652566644	4997.5861
493.496071087	5011.2008
524.339575531	5025.6046
555.183079974	5040.3095
586.026584417	5042.0153
616.87008886	5045.3192
647.713593303	5059.7835
678.557097745	5065.4893
709.400602188	5091.196
740.244106631	5099.6143
771.087611074	5119.6702
801.931115517	5152.4779
832.77461996	5186.2739
863.618124403	5224.7285
894.461628847	5260.736
925.30513329	5294.9436
956.148637733	5338.1874
986.992142176	5379.0986
1017.83564662	5408.5216
1048.67915106	5445.5295
1079.5226555	5478.3526
1110.36615995	5515.6492
1141.20966439	5539.63
1172.05316883	5558.641
1202.89667328	5568.3096
1233.74017772	5577.7871
1264.58368216	5573.918
1295.4271866	5573.9279
1326.27069105	5580.195
1357.11419549	5590.1721
1387.95769993	5587.9575
1418.80120438	5583.5865

