X	Graphic Profile 1
0	4546.6944
31.2332165566	4548
62.4664158008	4547.4894
93.6995977156	4543.844
124.932762307	4538.5403
156.16590957	4531.6306
187.399039521	4532.5499
218.632152142	4535.7646
249.865247451	4533.4246
281.098325426	4527.8994
312.331386096	4525.943
343.564429437	4531.3146
374.797455458	4533.483
406.030464157	4515.8682
437.263455543	4507.2085
468.496429606	4501.9134
499.729386357	4482.7286
530.962325792	4455.9697
562.195247907	4433.2836
593.4281527	4421.1086
624.661040183	4416.6264
655.89391035	4415.7444
687.126763202	4409.604
718.359598741	4404.8331
749.592416963	4393.8649
780.825217873	4387.046
812.05800147	4382.1867
843.290767751	4383.0203
874.523516723	4381.074
905.756248378	4379.2883
936.988962728	4375.7321
968.221659767	4369.524
999.454339495	4365.9408
1030.68700191	4368.6188
1061.91964701	4373.2671
1093.15227481	4369.0475
1124.3848853	4362.4208
1155.61747848	4354.6945
1186.85005435	4344.0957
1218.08261292	4339.6576
1249.31515418	4339.2158
1280.54767813	4340.1704
1311.78018478	4336.8913
1343.01267412	4332.9362

