X	Graphic Profile 1
0	4823.9331
30.8342077746	4820.9916
61.6684155493	4818.8924
92.5026233243	4817.6719
123.336831099	4821.9482
154.171038874	4825.6566
185.005246648	4824.6554
215.839454426	4819.7441
246.673662198	4813.2578
277.507869975	4806.617
308.342077748	4795.0003
339.176285524	4782.2594
370.0104933	4772.7787
400.844701074	4752.2883
431.678908848	4732.4152
462.513116624	4710.3801
493.347324397	4695.8819
524.181532175	4690.7472
555.015739946	4690.4249
585.849947723	4684.438
616.684155497	4674.0379
647.518363273	4669.3084
678.352571049	4665.8726
709.186778822	4660.4851
740.020986596	4654.452
770.855194372	4648.3647
801.689402145	4643.7352
832.523609922	4640.509
863.357817699	4633.7519
894.192025471	4627.5915
925.026233247	4621.1894
955.860441021	4618.8561
986.694648798	4620.2103
1017.52885657	4619.5801

