X	Graphic Profile 1
0	4796.4715
30.5479150508	4812.6273
61.0958373279	4839.2997
91.6437668295	4855.2029
122.191703548	4864.4197
152.739647498	4868.8961
183.287598675	4870.4779
213.835557068	4864.3496
244.383522687	4853.1014
274.931495524	4840.3599
305.479475579	4825.0784
336.027462859	4811.655
366.575457356	4800.2005
397.123459079	4792.1382
427.671468006	4785.3297
458.219484158	4778.5182
488.767507528	4763.0059
519.31553811	4736.3763
549.863575909	4713.1792
580.41162092	4693.9772
610.95967315	4672.222
641.507732589	4655.4235
672.05579924	4643.3867
702.603873102	4606.5206
733.151954177	4530.8459
763.700042462	4474.0213
794.248137952	4452.5967
824.796240653	4446.2364
855.344350566	4450.4525
885.892467682	4461.8032
916.440592004	4480.2423
946.988723537	4501.5533

