X	Graphic Profile 1
0	5266.3948
30.5504939263	5266.2565
61.1009876011	5263.7277
91.6514810217	5262.2729
122.20197419	5264.1381
152.752467104	5264.3323
183.302959763	5263.345
213.85345217	5260.8469
244.403944329	5256.4841
274.95443623	5251.0665
305.504927877	5245.6875
336.055419268	5240.1283
366.605910407	5234.365
397.156401291	5231.5921
427.706891922	5227.3683
458.257382302	5220.889
488.807872425	5208.2906
519.358362297	5194.3772
549.908851918	5181.2361
580.459341284	5167.6508
611.009830391	5160.5042
641.560319249	5147.3391
672.110807853	5136.6301
702.661296201	5126.5721
733.211784297	5119.5741
763.762272139	5114.798
794.312759728	5099.0771
824.863247064	5093.7062
855.413734144	5091.1375
885.964220971	5083.0276
916.514707553	5071.6841
947.065193873	5059.3073
977.615679941	5053.4695
1008.16616575	5048.7588
1038.71665132	5037.5448
1069.26713662	5021.4509
1099.81762167	5003.1401
1130.36810647	4984.5757
1160.91859102	4966.8621
1191.46907531	4952.123
1222.01955936	4938.8812
1252.57004314	4925.4624
1283.12052668	4918.1916
1313.67100995	4897.3866
1344.22149298	4874.0681
1374.77197575	4845.785
1405.32245826	4823.5387
1435.87294053	4802.3673
1466.42342254	4790.2802
1496.9739043	4772.5656
1527.52438581	4759.3347
1558.07486706	4757.2304
1588.62534805	4745.5629
1619.1758288	4741.5034
1649.72630929	4734.6713
1680.27678952	4731.1922

