X	Graphic Profile 1
0	5111.021
30.3802745418	5102.2591
60.7605716784	5080.2589
91.1408913873	5057.9259
121.521233691	5035.1869
151.901598571	5014.6927
182.281986045	4999.4038
212.662396096	4973.1706
243.042828741	4956.638
273.42328397	4939.0112
303.803761786	4933.8015
334.184262189	4925.2398
364.564785191	4915.0553
394.945330777	4901.5006
425.325898949	4887.8153
455.706489717	4864.1866
486.087103075	4844.9864
516.467739032	4832.6578
546.848397577	4816.3595
577.229078719	4802.2349
607.609782457	4790.3302

