X	Graphic Profile 1
0	5295.4203
31.3173878409	5298.9902
62.6347517808	5298.1893
93.9520918147	5297.591
125.269407951	5290.6703
156.586700175	5282.0332
187.903968503	5277.117
219.221212925	5270.2103
250.538433447	5265.7203
281.855630064	5269.0531
313.172802782	5269.8589
344.489951602	5266.8456
375.807076513	5264.0712
407.124177529	5264.7258
438.441254642	5256.3207
469.758307859	5247.5057
501.075337171	5254.8124
532.392342586	5258.7233
563.709324099	5264.134
595.026281721	5267.1856
626.343215436	5258.3532
657.660125257	5247.9352
688.97701118	5235.8659
720.293873205	5228.4269
751.610711337	5224.0518
782.927525564	5211.5653
814.244315902	5208.0929
845.561082341	5199.068
876.877824877	5192.5517
908.194543529	5193.6609
939.511238284	5193.4173
970.827909139	5194.9495
1002.1445561	5194.8654
1033.46117918	5197.7895
1064.77777834	5200.9339
1096.09435363	5204.7327
1127.41090502	5205.7098
1158.72743251	5205.5915
1190.04393611	5205.9473
1221.36041582	5202.1482
1252.67687164	5199.9051
1283.99330357	5197.4714
1315.3097116	5193.9702
1346.62609574	5191.9938
1377.942456	5186.7558
1409.25879236	5182.1106
1440.57510483	5179.4449
1471.89139342	5177.4688
1503.20765811	5177.747
1534.52389891	5174.2934
1565.84011583	5167.84
1597.15630886	5164.817
1628.47247799	5162.5515
1659.78862324	5160.7125
1691.10474461	5158.6641
1722.42084208	5155.7428
1753.73691568	5151.3936
1785.05296538	5148.052
1816.3689912	5143.2451
1847.68499313	5136.7799
1879.00097118	5133.144
1910.31692533	5133.3614
1941.63285561	5131.3353
1972.948762	5127.7446
2004.26464451	5119.6005
2035.58050313	5112.8431
2066.89633787	5104.3783
2098.21214873	5094.0447
2129.5279357	5080.9584
2160.84369879	5076.5237
2192.15943799	5072.0662
2223.47515332	5065.1057
2254.79084476	5053.7425
2286.10651233	5043.1514
2317.42215601	5036.9657
2348.73777581	5034.1653
2380.05337173	5020.4457
2411.36894376	5006.8675
2442.68449193	4992.4773
2474.00001621	4980.8303
2505.31551661	4972.1264
2536.63099313	4965.8168
2567.94644578	4954.6434
2599.26187454	4942.6959
2630.57727943	4927.4705
2661.89266044	4912.0205
2693.20801758	4905.4456
2724.52335084	4899.7064
2755.83866021	4887.82
2787.15394572	4878.459
2818.46920735	4873.03
2849.7844451	4867.9029
2881.09965898	4860.1257
2912.41484897	4853.4533
2943.73001511	4844.6471
2975.04515736	4834.3379
3006.36027574	4823.0451
3037.67537024	4809.3638
3068.99044088	4798.5351
3100.30548764	4790.5909
3131.62051052	4783.7219
3162.93550953	4776.9572
3194.25048467	4772.8091
3225.56543595	4768.8555
3256.88036334	4766.4008
3288.19526688	4764.1713
3319.51014653	4760.5481
3350.82500232	4755.5415
3382.13983423	4747.8519
3413.45464228	4738.5851
3444.76942646	4730.9441
3476.08418676	4721.2508
3507.39892321	4715.5738
3538.71363577	4707.6939
3570.02832447	4695.5504
3601.34298931	4685.2223
3632.65763028	4675.5227
3663.97224738	4673.3656
3695.28684061	4668.0669
3726.60140997	4658.3091
3757.91595548	4648.6927
3789.23047711	4642.9536
3820.54497488	4640.2825
3851.85944878	4638.8077
3883.17389882	4635.7306
3914.48832499	4632.5011
3945.8027273	4629.0279
3977.11710574	4621.8065
4008.43146033	4614.7783
4039.74579105	4610.9432
4071.0600979	4606.9999
4102.37438089	4602.9245
4133.68864001	4596.7118
4165.00287528	4592.6341
4196.31708669	4586.2827
4227.63127423	4586.0234
4258.94543791	4584.2591
4290.25957774	4580.2841
4321.5736937	4571.6028
4352.8877858	4563.3359
4384.20185404	4549.3521
4415.51589842	4540.2226
4446.82991895	4532.8744
4478.14391561	4519.3936
4509.45788842	4503.6827
4540.77183736	4488.9219
4572.08576245	4475.174
4603.39966368	4463.5
4634.71354105	4465.1586
4666.02739457	4472.8306
4697.34122423	4473.9334
4728.65503004	4473.6578
4759.96881199	4472.2614
4791.28257008	4463.0437
4822.59630432	4458.8073
4853.9100147	4454.9999
4885.22370122	4448.1115
4916.5373639	4426.707
4947.85100272	4411.4731
4979.16461768	4383.5387
5010.47820879	4357.6461
5041.79177605	4341.8982
5073.10531946	4331.7249
5104.41883901	4324.1033
5135.73233471	4307.2685
5167.04580656	4285.2615
5198.35925456	4265.3548
5229.67267871	4244.3885

