X	Graphic Profile 1
0	4665.8214
32.6196427074	4667.2639
65.2392854145	4666.8307
97.8589281172	4669.8227
130.478570823	4677.1524
163.09821353	4690.8701
195.717856236	4695.253
228.33749894	4697.9586
260.957141649	4700.9119
293.576784353	4698.0902
326.196427059	4698.2195
358.816069768	4698.0603
391.435712472	4703.7908
424.055355176	4703.8856
456.674997884	4701.8014
489.294640588	4696.4913
521.914283294	4686.8425
554.533926	4677.4118
587.153568706	4667.3183
619.773211413	4653.3986
652.392854118	4646.0375
685.012496825	4633.6016
717.632139532	4617.9697
750.251782235	4604.5166
782.871424941	4593.9178
815.491067648	4587.5628
848.110710355	4581.6024
880.730353061	4575.929
913.349995765	4571.7509
945.969638473	4572.4148
978.589281176	4575.9012
1011.20892388	4574.278

