X	Graphic Profile 1
0	4987.6931
32.7315997634	4979.3815
65.4631995235	4970.3203
98.194799287	4959.39
130.92639905	4945.1983
163.657998812	4934.1199
196.389598574	4920.8965
229.121198339	4905.8121
261.852798104	4881.6167
294.584397868	4867.1466
327.315997628	4840.4522
360.04759739	4831.4068
392.779197153	4823.4779
425.51079692	4815.0038
458.242396686	4807.5055
490.973996442	4803.4353
523.705596208	4795.3941
556.437195972	4782.726
589.168795733	4773.3247
621.900395495	4773.5392
654.631995257	4770.1782
687.363595021	4769.9244
720.095194787	4770.5769
752.826794546	4780.1481
785.558394311	4791.5328
818.289994075	4800.4561
851.021593832	4807.8942
883.753193598	4815.3558
916.484793361	4824.5856
949.216393128	4833.1788
981.947992883	4838.0811
1014.67959265	4842.8085
1047.41119241	4847.1164
1080.14279217	4851.4222
1112.87439194	4853.0704
1145.6059917	4852.4324
1178.33759147	4852.6547
1211.06919123	4845.7795
1243.80079099	4829.7284
1276.53239075	4822.9356
1309.26399051	4812.5335
1341.99559027	4790.3482
1374.72719004	4761.3817
1407.4587898	4711.6667
1440.19038957	4698.7474
1472.92198933	4692.8222

