X	Graphic Profile 1
0	4513.7618
36.3069390834	4506.7785
72.6138781708	4509.7644
108.920817255	4512.957
145.227756345	4515.0585
181.534695432	4514.0662
217.841634518	4509.8039
254.148573604	4505.4304
290.455512691	4501.2984
326.762451779	4496.8302
363.069390862	4493.1244
399.376329952	4486.1254
435.683269036	4479.4068
471.990208124	4475.2224
508.297147211	4464.17
544.604086298	4454.0415
580.911025381	4441.6172
617.217964471	4428.5213
653.524903558	4417.4416
689.831842645	4405.7216
726.13878173	4388.2465
762.445720817	4361.9543
798.752659902	4323.9224
835.059598992	4298.6718
871.366538079	4258.8655
907.673477163	4233.1503
943.980416251	4220.5082
980.287355336	4206.3535
1016.59429442	4194.6214
1052.90123351	4186.0763

