X	Graphic Profile 1
0	5240.2604
30.473720764	5238.3051
60.9474170126	5235.8384
91.4210887386	5233.8032
121.89473596	5223.2244
152.368358663	5216.0377
182.84195685	5205.0159
213.315530533	5193.7586
243.789079701	5187.2692
274.262604357	5181.4882
304.736104501	5171.1456
335.209580137	5162.3474
365.68303127	5155.6897
396.156457886	5148.8966
426.629860002	5141.5705
457.10323761	5134.7094
487.576590714	5133.124
518.04991931	5130.2098
548.523223402	5130.0676
578.99650299	5133.8189
609.469758081	5139.7709
639.942988664	5148.1434

