X	Graphic Profile 1
0	5088.7253
30.8023974205	5085.6171
61.6048160363	5082.4519
92.4072558422	5081.5518
123.209716833	5076.5842
154.012199024	5077.085
184.8147024	5081.3726
215.617226975	5081.9557
246.419772745	5085.3739
277.222339709	5088.1027
308.02492787	5090.1754
338.827537221	5093.7992
369.630167771	5087.379
400.432819524	5059.4049
431.235492472	5016.5687
462.038186617	4984.8744
492.840901957	4949.0383
523.6436385	4923.8881
554.446396246	4906.1088
585.249175198	4891.6037
616.051975349	4871.7969
646.854796699	4843.077
677.657639255	4823.1636
708.460503011	4810.5061
739.263387975	4814.3122
770.066294143	4804.8488
800.869221517	4782.7865
831.672170093	4747.6285
862.475139887	4736.4217
893.278130883	4732.1929
924.081143082	4719.623
954.884176497	4701.7721
985.687231116	4686.6758
1016.49030696	4671.0521
1047.293404	4662.9604
1078.09652226	4656.6402
1108.89966172	4646.6452
1139.70282241	4632.8421
1170.5060043	4622.696
1201.3092074	4612.2806
1232.11243173	4598.0225
1262.91567727	4588.3189
1293.71894403	4576.6079
1324.522232	4569.0634
1355.32554119	4558.5685
1386.1288716	4540.6143
1416.93222322	4519.0864
1447.73559607	4498.1008
1478.53899014	4470.737
1509.34240542	4435.4757
1540.14584193	4425.4128
1570.94929967	4417.8191
1601.75277862	4409.0674
1632.55627879	4411.2859
1663.3598002	4417.9223
1694.16334282	4415.7875

