X	Graphic Profile 1
0	4690.7393
30.655762833	4698.9057
61.3115260638	4702.9418
91.9672896952	4705.9078
122.623053719	4709.9076
153.278818138	4713.1001
183.93458296	4718.4521
214.590348172	4719.9798
245.246113787	4714.6381
275.901879791	4708.2278
306.557646199	4697.5623
337.213412995	4686.6241
367.869180189	4677.6728
398.524947779	4669.8469
429.180715774	4662.351
459.836484156	4659.6549
490.492252936	4656.9214
521.148022118	4654.4112
551.803791692	4652.1244
582.459561662	4654.7969
613.115332032	4655.7717
643.771102796	4654.2159
674.42687396	4655.2025
705.082645515	4658.6004
735.738417468	4660.1499
766.394189821	4658.4876
797.049962567	4654.1206
827.705735706	4651.1747
858.361509244	4644.9283
889.017283185	4640.6814
919.673057515	4635.5416
950.328832249	4630.8318
980.984607372	4629.3887
1011.64038289	4629.8654
1042.29615881	4630.9361
1072.95193513	4627.9447
1103.60771184	4621.2338
1134.26348895	4614.6571

