X	Graphic Profile 1
0	4745.933
30.6905928181	4767.7583
61.3811856344	4784.3256
92.0717784554	4803.6867
122.762371272	4822.4339
153.452964088	4837.322
184.143556904	4853.4184
214.834149725	4882.882
245.524742541	4930.1166
276.215335358	4959.4657
306.905928177	4983.013
337.596520993	5013.2188
368.287113813	5025.7328
398.977706629	5036.9884
429.668299447	5042.3071
460.358892265	5051.0028
491.049485083	5069.9025
521.740077901	5075.4684
552.430670717	5089.4895
583.121263535	5107.0242
613.811856354	5129.1754
644.502449172	5151.7604
675.193041988	5162.5354
705.883634804	5167.1409
736.574227622	5166.0723
767.264820439	5168.5557
797.95541326	5175.7797
828.646006076	5186.4916
859.336598892	5196.8834
890.027191713	5200.0273
920.717784529	5207.1946
951.408377346	5223.7604
982.098970162	5247.1586
1012.78956298	5267.4656

