X	Graphic Profile 1
0	5337.3199
30.3619611956	5322.481
60.7239228954	5290.6542
91.0858850936	5254.8128
121.447847791	5232.4507
151.809810989	5212.9609
182.171774685	5191.0689
212.533738873	5172.5992
242.895703567	5150.726
273.25766876	5120.4126
303.619634453	5093.7746
333.981600644	5073.6609
364.343567336	5056.0636
394.705534522	5041.8026
425.067502205	5029.1671
455.429470399	5012.6032
485.791439078	4987.2322
516.153408266	4964.1458
546.515377948	4946.85
576.877348132	4933.7439
607.239318808	4921.8554
637.601289989	4905.1213
667.963261671	4885.7373
698.32523385	4878.7938
728.687206529	4868.0522

