X	Graphic Profile 1
0	4477.6937
30.3182503155	4503.8167
60.6365006342	4529.0332
90.9547509497	4586.0138
121.273001268	4639.6349
151.591251584	4672.0476
181.909501902	4692.8386
212.22775222	4709.6342
242.546002536	4722.8616
272.864252854	4738.0635
303.182503173	4752.0268
333.500753488	4767.0399
363.819003806	4787.3364
394.137254123	4808.774
424.455504438	4825.3308
454.773754756	4845.9474
485.092005075	4862.2068
515.410255392	4876.9844
545.728505709	4892.012
576.046756026	4909.4898
606.365006343	4924.6843
636.68325666	4944.7837
667.001506977	4954.1684
697.319757295	4963.1503
727.638007611	4966.6202
757.956257928	4972.6888
788.274508247	4977.7186
818.592758563	4986.6784
848.911008881	4994.7392
879.229259197	5006.4305
909.547509515	5018.3213
939.865759831	5035.9021
970.184010149	5056.5257
1000.50226047	5067.8013
1030.82051078	5085.5246
1061.1387611	5101.9742
1091.45701142	5121.8707
1121.77526174	5142.3729
1152.09351205	5152.1953
1182.41176237	5166.3783
1212.73001268	5176.0852
1243.048263	5182.4734
1273.36651332	5191.5961
1303.68476364	5203.3036
1334.00301396	5218.2743
1364.32126427	5230.2442
1394.63951459	5238.1428
1424.95776491	5241.6233
1455.27601522	5246.8427
1485.59426554	5264.9567
1515.91251586	5286.1076
1546.23076618	5298.1553
1576.54901649	5309.198
1606.86726681	5334.2511

