X	Graphic Profile 1
0	5526.025
30.8438300469	5536.083
61.6876806436	5535.4555
92.5315517769	5518.2002
123.375443465	5501.7005
154.219355692	5490.5595
185.063288458	5460.405
215.907241777	5418.6683
246.75121564	5389.5203
277.595210047	5355.5805
308.439225	5325.562
339.2832605	5306.2252
370.127316542	5287.0625
400.971393127	5272.5362
431.815490261	5262.7599
462.659607935	5256.3776
493.503746156	5237.2917
524.34790492	5224.7924
555.192084227	5211.7815
586.036284085	5198.9819
616.880504485	5193.9544
647.724745427	5183.4716
678.569006917	5175.3224
709.413288947	5164.6679
740.257591524	5142.8735
771.101914644	5123.8174
801.946258305	5109.9029
832.790622517	5094.0671
863.635007271	5081.5163
894.47941257	5069.0753
925.323838406	5055.0142
956.168284796	5040.8049
987.012751728	5028.0447
1017.8572392	5011.5071
1048.70174721	5001.2028
1079.54627577	4991.372
1110.39082488	4978.1585
1141.23539452	4966.8097
1172.07998472	4949.6906
1202.92459546	4932.4973
1233.76922673	4913.058
1264.61387856	4893.7848
1295.45855093	4876.522
1326.30324384	4856.0471
1357.14795728	4832.7073
1387.99269128	4819.5512
1418.83744582	4808.7732
1449.68222091	4796.0592
1480.52701653	4777.3331
1511.3718327	4761.6102
1542.21666942	4746.3257
1573.06152668	4731.672
1603.90640447	4721.0998
1634.75130281	4706.5547
1665.5962217	4682.8266
1696.44116112	4652.817

