X	Graphic Profile 1
0	5873.6909
30.621033623	5827.081
61.2420832594	5791.9476
91.8631489042	5759.7919
122.484230562	5731.9992
153.105328229	5710.9772
183.726441909	5685.7269
214.347571601	5649.8702
244.968717293	5624.0555
275.589879005	5606.3922
306.211056724	5566.1469
336.832250446	5542.9552
367.453460179	5535.7013
398.074685918	5531.5209
428.695927673	5524.6916
459.317185421	5506.607
489.938459186	5486.1884
520.559748953	5478.2253
551.181054726	5461.272
581.802376505	5435.2386
612.42371429	5414.8992
643.045068074	5394.4525
673.666437866	5370.6669
704.287823657	5342.1548
734.909225458	5309.4688
765.53064326	5291.168
796.152077059	5271.683
826.773526861	5263.229
857.394992666	5249.7214
888.016474473	5219.9505
918.63797228	5190.3316
949.259486085	5168.6077
979.881015895	5151.3731
1010.5025617	5118.6635
1041.1241235	5053.3128
1071.7457013	4990.5573
1102.36729511	4955.2986
1132.9889049	4930.5629
1163.6105307	4908.8996
1194.23217249	4893.01
1224.85383027	4881.202

