X	Graphic Profile 1
0	4774.9352
31.1005767019	4773.7876
62.2011792657	4771.3117
93.3018076883	4767.9646
124.402461978	4772.3461
155.503142125	4772.0672
186.603848136	4776.7566
217.704580016	4772.2656
248.805337758	4767.1497
279.906121359	4761.0042
311.006930835	4751.9275
342.107766172	4745.6062
373.208627383	4737.6404
404.30951446	4730.9958
435.410427403	4726.9383
466.511366224	4728.8399
497.61233091	4728.3048
528.713321464	4723.6454
559.814337897	4717.6135
590.915380205	4708.1305
622.016448379	4698.844
653.117542437	4694.433
684.218662362	4691.5132
715.319808167	4687.6547
746.42097985	4685.3378
777.522177403	4681.3706
808.623400844	4683.7571
839.724650159	4686.927
870.825925355	4691.4238
901.927226436	4695.8403
933.028553393	4698.2954
964.129906229	4700.2076
995.231284956	4702.578
1026.33268956	4702.8651
1057.43412005	4704.7559
1088.53557643	4702.1139
1119.63705869	4682.0013
1150.73856684	4659.454
1181.84010087	4646.5133
1212.9416608	4630.7097
1244.04324661	4607.533
1275.14485831	4583.8733
1306.24649591	4555.3807
1337.34815939	4527.7718
1368.44984877	4516.7821
1399.55156404	4512.5035
1430.6533052	4505.5219
1461.75507225	4498.2186
1492.8568652	4493.6137
1523.95868405	4491.0361
1555.0605288	4487.1159
1586.16239944	4482.5513
1617.26429597	4478.1574
1648.36621841	4482.4451
1679.46816675	4482.1403
1710.57014098	4477.1398
1741.67214112	4478.5798
1772.77416716	4477.7231
1803.8762191	4480.6765
1834.97829694	4480.6882
1866.08040069	4480.8274
1897.18253034	4482.4781

