X	Graphic Profile 1
0	5090.6101
30.6813894631	5084.4742
61.3627826593	5079.8185
92.0441795907	5066.5122
122.725580248	5049.8873
153.406984647	5038.3283
184.088392773	5030.2863
214.769804626	5033.7378
245.451220213	5019.7638
276.132639526	5005.7548
306.814062568	5003.9698
337.495489337	4997.6087
368.176919832	4975.6208
398.858354055	4954.6717
429.539792004	4933.1683
460.221233675	4910.9931
490.902679071	4892.4636
521.584128195	4883.46
552.265581039	4880.1565
582.947037604	4876.6139
613.628497889	4871.035
644.309961893	4865.903
674.991429624	4860.7522
705.67290107	4853.4553
736.354376235	4847.0264
767.035855113	4838.796
797.717337712	4821.1243
828.398824031	4800.9846
859.080314064	4784.0304
889.761807808	4758.2719
920.443305275	4726.9731
951.124806446	4710.5615
981.806311331	4697.2919
1012.48781993	4675.4413

