X	Graphic Profile 1
0	4391.406
20.1153350779	4390.6386
40.2306701533	4386.6814
60.346005232	4398.1329
80.4613403103	4412.8912
100.57667539	4438.7786
120.692010468	4461.8278
140.807345544	4482.0125
160.922680622	4496.5413
181.038015705	4507.5231
201.153350779	4524.0679
221.268685859	4560.8729
241.384020941	4582.2339
261.499356019	4594.9388
281.61469109	4614.8337
301.730026176	4632.1837
321.845361253	4642.2602
341.960696326	4659.8973
362.076031406	4681.7137
382.191366488	4701.1543
402.306701567	4718.3053
422.422036645	4725.9974
442.537371721	4740.562
462.652706801	4769.2302
482.768041875	4797.3253
502.883376953	4824.1485
522.998712031	4848.9747
543.114047116	4874.3387
563.229382187	4891.5649
583.344717266	4897.2872
603.460052346	4910.1776
623.575387428	4914.2394
643.690722503	4926.8704

