X	Graphic Profile 1
0	4349.5358
30.69172805	4349.5521
61.3834561027	4345.3823
92.0751841527	4342.6267
122.766912201	4338.9286
153.458640251	4336.6477
184.150368303	4328.7791
214.842096353	4325.8349
245.533824401	4320.5596
276.225552452	4307.6354
306.917280502	4284.6141
337.609008551	4258.5214
368.300736602	4245.1464
398.992464652	4239.5701
429.684192702	4231.1002
460.375920754	4226.1429
491.067648803	4225.5507
521.759376854	4221.4552
552.451104904	4218.0105
583.142832953	4220.9328
613.834561003	4221.3047
644.526289054	4218.7637
675.218017106	4213.9383
705.909745155	4212.2091
736.601473203	4212.323
767.293201253	4211.4768
797.984929303	4208.1303
828.676657355	4207.4498
859.368385406	4209.4266
890.060113455	4211.9165
920.751841504	4212.4714

