X	Graphic Profile 1
0	4527.8515
31.2431184295	4518.3856
62.4862580299	4510.9431
93.7294187899	4508.0325
124.972600707	4500.8896
156.215803793	4492.4864
187.45902804	4488.0282
218.702273451	4485.0118
249.945540026	4471.5371
281.188827761	4459.7766
312.432136666	4463.6881
343.675466723	4461.5254
374.918817951	4451.0278
406.162190341	4442.3925
437.405583886	4429.4526
468.648998601	4415.7245
499.892434479	4412.3558
531.135891518	4413.213
562.379369716	4428.8645
593.622869077	4437.7525
624.866389602	4445.8597
656.109931292	4449.573
687.353494145	4451.6493
718.597078157	4451.0278
749.840683327	4449.052
781.084309662	4449.9981
812.327957166	4452.8745
843.571625824	4452.7565
874.81531565	4452.4248
906.05902663	4447.6214
937.302758776	4440.9527

