X	Graphic Profile 1
0	5077.1977
31.2182382689	5071.7817
62.4365010901	5069.1379
93.6547884546	5052.1818
124.873100368	5038.2149
156.091436826	5018.2711
187.309797841	5002.328
218.528183406	4987.7857
249.746593521	4976.6874
280.965028188	4959.3275
312.183487405	4937.6167
343.401971186	4918.0616
374.620479513	4906.0034
405.839012397	4896.1617
437.057569831	4883.4453
468.276151829	4865.645
499.494758384	4853.0629
530.713389496	4837.4914
561.93204517	4817.7648
593.150725399	4797.3581
624.36943019	4779.3318
655.588159542	4761.0176
686.806913458	4742.867
718.025691932	4730.3223
749.244494977	4719.3428
780.46332258	4696.0722
811.682174745	4673.6672

