5781731,0.0,0.0,0.0,5.85,0.0
08158970,0.3048,6.63681,0.242242,5.859999999999999,0.02
0.00316568,0.6096,16.3937,0.451047,5.87,0.03
,0.9144,28.6608,0.649266,5.88,0.05
,1.2192,43.1788,0.845343,5.89,0.07
,1.524,59.7015,1.03726,5.8999999999999995,0.13
,1.8288,78.1282,1.22614,5.91,0.22
,2.1336,98.4436,1.40711,5.92,0.33
,2.4384,120.727,1.57315,5.93,0.48
,2.7432,145.136,1.72945,5.9399999999999995,0.66
,3.048,171.831,1.86522,5.95,0.87
,3.3528,201.399,1.97089,5.96,1.1
,3.6576,233.974,2.07717,5.97,1.3
,3.9624,269.897,2.179,5.9799999999999995,1.5
,4.2672,309.309,2.28312,5.99,1.6
,4.572,352.264,2.39706,6.0,1.8
,4.8768,398.794,2.50373,6.01,2.0
,5.1816,449.11,2.61828,6.02,2.2
,5.4864,503.415,2.71568,6.03,2.4
,5.7912,562.656,2.75881,6.04,2.6
,6.096,627.222,2.84419,6.05,2.7
,6.4008,697.086,2.92075,6.06,2.9
,6.7056,772.542,2.99947,6.069999999999999,3.1
,7.0104,854.011,3.07462,6.08,3.3
,7.3152,941.485,3.16894,6.09,3.5
,7.62,1034.88,3.27436,6.1,3.7
,7.9248,1133.95,3.33557,6.109999999999999,3.8
,8.2296,1240.12,3.47128,6.12,4.0
,8.5344,1351.44,3.61589,6.13,4.2
,8.8392,1467.71,3.76454,6.14,4.4
,9.144,1588.88,3.91093,6.1499999999999995,4.6
,9.4488,1715.13,4.05093,6.16,4.8
,9.7536,1846.67,4.19169,6.17,5.0
,10.0584,1983.36,4.33244,6.18,5.2
,10.3632,2125.62,4.46167,6.1899999999999995,5.5
,10.668,2273.25,4.60838,6.2,5.7
,10.9728,2425.75,4.77354,6.21,5.9
,11.2776,2582.6,4.94574,6.22,6.1
,11.5824,2743.69,5.11676,6.2299999999999995,6.3
,11.8872,2909.15,5.2804,6.24,6.5
,12.192,3079.19,5.43709,6.25,6.7
,12.4968,3254.13,5.58213,6.26,7.0
,12.8016,3434.43,5.71154,6.27,7.2
,13.1064,3620.13,5.85007,6.28,7.4
,13.4112,3811.26,5.99272,6.29,7.6
,13.716,4007.39,6.14562,6.3,7.8
,14.0208,4208.35,6.30159,6.31,8.1
,14.3256,4414.2,6.45012,6.319999999999999,8.3
,14.6304,4625.16,6.59644,6.33,8.5
,14.9352,4841.38,6.73158,6.34,8.8
,15.24,5063.16,6.86464,6.35,9.0
,15.5448,5291.0,6.97876,6.359999999999999,9.2
,15.8496,5524.88,7.09893,6.37,9.5
,16.1544,5764.91,7.22181,6.38,9.7
,16.4592,6010.71,7.36263,6.39,10.0
,16.764,6261.88,7.51415,6.3999999999999995,10.0
,17.0688,6518.23,7.66386,6.41,10.0
,17.3736,6779.79,7.81684,6.42,11.0
,17.6784,7046.54,7.96455,6.43,11.0
,17.9832,7318.79,8.1027,6.4399999999999995,11.0
,18.288,7596.67,8.24199,6.45,11.0
,18.5928,7880.26,8.37498,6.46,12.0
,18.8976,8169.6,8.5165,6.47,12.0
,19.2024,8464.47,8.66163,6.4799999999999995,12.0
,19.5072,8764.64,8.81931,6.49,12.0
,19.812,9069.72,8.98423,6.5,13.0
,20.1168,9379.47,9.15413,6.51,13.0
,20.4216,9693.73,9.32793,6.52,13.0
,20.7264,10012.4,9.50264,6.53,14.0
,21.0312,10335.7,9.66269,6.54,14.0
,21.336,10664.0,9.80783,6.55,14.0
,21.6408,10997.9,9.94376,6.56,14.0
,21.9456,11337.8,10.0709,6.569999999999999,15.0
,22.2504,11683.6,10.1977,6.58,15.0
,22.5552,12035.2,10.3446,6.59,15.0
,22.86,12392.1,10.5007,6.6,16.0
,23.1648,12754.0,10.6631,6.609999999999999,16.0
,23.4696,13120.6,10.8285,6.62,16.0
,23.7744,13492.0,10.9933,6.63,17.0
,24.0792,13868.2,11.1534,6.64,17.0
,24.384,14249.3,11.3111,6.6499999999999995,17.0
,24.6888,14635.6,11.4574,6.66,18.0
,24.9936,15027.3,11.606,6.67,18.0
,,,,6.68,18.0
,,,,6.6899999999999995,19.0
,,,,6.7,19.0
,,,,6.71,19.0
,,,,6.72,20.0
,,,,6.7299999999999995,20.0
,,,,6.74,20.0
,,,,6.75,21.0
,,,,6.76,21.0
,,,,6.77,21.0
,,,,6.78,22.0
,,,,6.79,22.0
,,,,6.8,22.0
,,,,6.81,23.0
,,,,6.81,24.0
,,,,6.82,24.0
,,,,6.83,24.0
,,,,6.84,25.0
,,,,6.85,25.0
,,,,6.86,26.0
,,,,6.87,26.0
,,,,6.88,26.0
,,,,6.88,27.0
,,,,6.890000000000001,28.0
,,,,6.9,28.0
,,,,6.91,29.0
,,,,6.92,29.0
,,,,6.930000000000001,29.0
,,,,6.94,30.0
,,,,6.95,30.0
,,,,6.949999999999999,31.0
,,,,6.960000000000001,32.0
,,,,6.970000000000001,32.0
,,,,6.98,33.0
,,,,6.99,33.0
,,,,7.0,34.0
,,,,7.01,34.0
,,,,7.02,35.0
,,,,7.02,36.0
,,,,7.029999999999999,36.0
,,,,7.04,36.0
,,,,7.05,37.0
,,,,7.06,37.0
,,,,7.069999999999999,38.0
,,,,7.08,38.0
,,,,7.08,39.0
,,,,7.09,40.0
,,,,7.1,40.0
,,,,7.11,41.0
,,,,7.12,41.0
,,,,7.13,42.0
,,,,7.14,43.0
,,,,7.15,43.0
,,,,7.15,44.0
,,,,7.16,45.0
,,,,7.17,45.0
,,,,7.180000000000001,46.0
,,,,7.19,46.0
