NEWID,4
LENGTH_KM,1005.89
SLOPE,0.0050005
ROUGHNESS,0.05

StageHeight,NEWID,Length,Slope,Roughness,Width,SurfaceArea,WetArea,WettedPerimeter,BedArea,HydraulicRadius,Volume,Discharge
0.0,22.3682,22500.0,0.0,22.3682,22.5,0.0,0.0,0.0
1.0,32.9062,33100.0,8.33923,32.9238,33.1177,0.253289,8388.36,4.72143
2.0,41.0581,41300.0,19.6187,41.0985,41.3406,0.477359,19734.3,16.9474
3.0,47.1224,47400.0,33.1915,47.1933,47.4714,0.703309,33387.0,37.1245
4.0,53.6838,54000.0,48.5222,53.7829,54.0998,0.902186,48808.0,64.0729
5.0,59.3504,59700.0,65.7748,59.4823,59.8327,1.10579,66162.3,99.4743
6.0,65.5141,65900.0,84.768,65.676,66.0629,1.2907,85267.3,142.119
7.0,71.976,72400.0,105.781,72.1666,72.5918,1.46579,106405.0,193.046
8.0,77.6426,78100.0,128.555,77.866,78.3247,1.65097,129312.0,253.971
9.0,84.204,84700.0,153.206,84.4556,84.9531,1.81404,154108.0,322.287
10.0,90.8647,91400.0,179.967,91.1442,91.6811,1.97454,181028.0,400.597
11.0,98.3208,98900.0,208.666,98.6251,99.2061,2.11575,209895.0,486.367
12.0,109.455,110100.0,240.333,109.776,110.423,2.1893,241749.0,573.088
13.0,120.59,121300.0,275.375,120.927,121.64,2.27719,276997.0,674.105
14.0,132.32,133100.0,313.929,132.674,133.456,2.36617,315778.0,788.372
15.0,143.753,144600.0,356.054,144.123,144.972,2.47049,358152.0,920.256
16.0,156.478,157400.0,401.768,156.863,157.787,2.56128,404135.0,1063.69
17.0,170.197,171200.0,451.581,170.595,171.6,2.64709,454241.0,1222.13
18.0,185.607,186700.0,505.817,186.017,187.112,2.71921,508797.0,1393.66
19.0,201.215,202400.0,564.668,201.636,202.824,2.80043,567994.0,1586.64
20.0,217.717,219000.0,628.44,218.151,219.436,2.88076,632142.0,1799.44
21.0,234.419,235800.0,697.519,234.863,236.247,2.9699,701629.0,2038.23
