NEWID,10
LENGTH_KM,983.606
SLOPE,0.0050005
ROUGHNESS,0.05

StageHeight,NEWID,Length,Slope,Roughness,Width,SurfaceArea,WetArea,WettedPerimeter,BedArea,HydraulicRadius,Volume,Discharge
0.0,10.98,10800.0,0.0,10.98,10.8,0.0,0.0,0.0
1.0,20.435,20100.0,4.75711,20.4546,20.1193,0.232569,4679.12,2.54437
2.0,29.0767,28600.0,12.2441,29.1178,28.6404,0.420504,12043.4,9.71952
3.0,37.3117,36700.0,22.3107,37.3753,36.7626,0.596936,21944.9,22.3701
4.0,46.7667,46000.0,35.1686,46.85,46.0819,0.750663,34592.0,41.0823
5.0,55.9167,55000.0,50.8858,56.0203,55.1019,0.908346,50051.5,67.4995
6.0,64.05,63000.0,69.1065,64.1764,63.1243,1.07682,67973.5,102.68
7.0,71.8784,70700.0,89.7839,72.0285,70.8476,1.24651,88312.0,147.073
8.0,79.9101,78600.0,112.809,80.0832,78.7703,1.40865,110959.0,200.485
9.0,87.8401,86400.0,138.374,88.0366,86.5933,1.57177,136105.0,264.555
10.0,96.7867,95200.0,166.496,97.004,95.4137,1.71638,163766.0,337.559
11.0,106.852,105100.0,197.433,107.087,105.332,1.84366,194196.0,419.832
12.0,117.222,115300.0,231.48,117.475,115.549,1.97046,227685.0,514.55
13.0,130.54,128400.0,269.419,130.808,128.663,2.05966,265002.0,616.825
14.0,146.908,144500.0,311.832,147.187,144.774,2.1186,306719.0,727.484
15.0,161.853,159200.0,358.976,162.145,159.487,2.21392,353091.0,862.402
16.0,174.46,171600.0,410.36,174.766,171.901,2.34805,403632.0,1025.27
17.0,186.965,183900.0,465.37,187.286,184.216,2.48481,457740.0,1207.43
18.0,200.182,196900.0,524.255,200.517,197.23,2.61452,515660.0,1407.15
19.0,217.872,214300.0,587.995,218.217,214.64,2.69454,578355.0,1610.27
20.0,235.562,231700.0,657.045,235.918,232.05,2.78506,646273.0,1839.45
21.0,257.217,253000.0,732.165,257.581,253.359,2.84246,720162.0,2077.82
22.0,282.024,277400.0,814.537,282.396,277.766,2.88438,801183.0,2334.26
23.0,306.525,301500.0,903.948,306.905,301.873,2.94537,889128.0,2626.88
24.0,329.095,323700.0,1000.84,329.483,324.082,3.03762,984435.0,2968.87
25.0,349.937,344200.0,1104.36,350.334,344.59,3.1523,1.08625e+06,3357.88
26.0,368.644,362600.0,1213.86,369.05,363.0,3.28916,1.19396e+06,3796.91
27.0,387.554,381200.0,1329.01,387.97,381.61,3.42555,1.30722e+06,4271.23
28.0,408.395,401700.0,1450.29,408.821,402.118,3.5475,1.42651e+06,4770.97
29.0,431.779,424700.0,1578.23,432.212,425.126,3.65152,1.55236e+06,5292.84
30.0,456.585,449100.0,1713.51,457.026,449.534,3.74926,1.68542e+06,5848.63
31.0,485.56,477600.0,1857.06,486.008,478.04,3.82105,1.82661e+06,6419.24
32.0,520.737,512200.0,2010.27,521.19,512.645,3.85707,1.97731e+06,6992.45
33.0,558.964,549800.0,2174.71,559.421,550.25,3.88742,2.13905e+06,7604.05
34.0,594.75,585000.0,2350.95,595.213,585.455,3.94976,2.31241e+06,8307.95
35.0,628.605,618300.0,2537.79,629.074,618.76,4.03417,2.49619e+06,9095.55
36.0,661.647,650800.0,2734.41,662.121,651.266,4.12978,2.68958e+06,9954.48
37.0,693.266,681900.0,2940.91,693.745,682.372,4.23918,2.8927e+06,10894.5
38.0,726.104,714200.0,3157.07,726.589,714.677,4.34505,3.10531e+06,11889.2
39.0,761.179,748700.0,3383.6,761.669,749.183,4.44234,3.32812e+06,12931.7
40.0,802.862,789700.0,3621.87,803.357,790.187,4.50842,3.56249e+06,13979.3
41.0,841.191,827400.0,3872.39,841.69,827.892,4.60073,3.80891e+06,15149.6
42.0,890.296,875700.0,4136.16,890.799,876.195,4.6432,4.06835e+06,16280.9
43.0,942.654,927200.0,4415.8,943.161,927.699,4.68191,4.3434e+06,17478.1
44.0,989.726,973500.0,4710.23,990.237,974.003,4.75667,4.63301e+06,18841.4
45.0,1033.34,1.0164e+06,5018.71,1033.86,1016.91,4.85436,4.93643e+06,20349.3
46.0,1071.06,1.0535e+06,5339.6,1071.58,1054.01,4.98293,5.25207e+06,22031.1
47.0,1104.0,1.0859e+06,5671.15,1104.53,1086.42,5.13447,5.57818e+06,23871.0
48.0,1137.45,1.1188e+06,6012.57,1137.98,1119.32,5.28355,5.914e+06,25795.7
49.0,1175.57,1.1563e+06,6364.87,1176.11,1156.83,5.41181,6.26053e+06,27747.3
50.0,1216.24,1.1963e+06,6729.31,1216.78,1196.83,5.53042,6.61899e+06,29763.2
51.0,1255.99,1.2354e+06,7106.01,1256.54,1235.94,5.65523,6.98951e+06,31900.4
52.0,1300.93,1.2796e+06,7495.71,1301.48,1280.14,5.75939,7.37282e+06,34061.7
53.0,1340.88,1.3189e+06,7898.23,1341.44,1319.45,5.88789,7.76874e+06,36422.7
54.0,1379.41,1.3568e+06,8312.74,1379.97,1357.35,6.02384,8.17646e+06,38922.1
55.0,1414.9,1.3917e+06,8738.61,1415.46,1392.26,6.17369,8.59535e+06,41591.9
56.0,1447.33,1.4236e+06,9175.16,1447.9,1424.16,6.33688,9.02474e+06,44435.9
57.0,1474.17,1.45e+06,9620.34,1474.74,1450.57,6.52339,9.46262e+06,47501.7
58.0,1499.28,1.4747e+06,10073.2,1499.86,1475.28,6.71611,9.9081e+06,50712.8
59.0,1525.31,1.5003e+06,10534.0,1525.9,1500.88,6.90349,1.03613e+07,54014.4
60.0,1550.82,1.5254e+06,11002.9,1551.42,1525.99,7.09212,1.08225e+07,57441.7
61.0,1577.26,1.5514e+06,11479.7,1577.86,1552.0,7.27547,1.12915e+07,60959.4
62.0,1602.88,1.5766e+06,11964.4,1603.49,1577.2,7.46145,1.17682e+07,64611.3
63.0,1632.16,1.6054e+06,12457.5,1632.78,1606.01,7.62966,1.22533e+07,68281.9
64.0,1658.79,1.6316e+06,12959.1,1659.42,1632.22,7.80938,1.27466e+07,72142.0
65.0,1684.31,1.6567e+06,13468.6,1684.95,1657.32,7.9935,1.32478e+07,76152.6
66.0,1707.39,1.6794e+06,13985.6,1708.03,1680.03,8.18813,1.37563e+07,80353.9
67.0,1728.64,1.7003e+06,14509.3,1729.29,1700.94,8.39032,1.42714e+07,84729.6
68.0,1747.96,1.7193e+06,15039.2,1748.62,1719.95,8.60062,1.47926e+07,89285.4
69.0,1769.41,1.7404e+06,15575.2,1770.08,1741.06,8.79917,1.53199e+07,93885.5
70.0,1792.18,1.7628e+06,16117.8,1792.86,1763.47,8.99001,1.58536e+07,98556.0
71.0,1817.8,1.788e+06,16668.0,1818.49,1788.67,9.16587,1.63947e+07,103245.0
72.0,1844.44,1.8142e+06,17226.2,1845.13,1814.88,9.33606,1.69438e+07,108020.0
73.0,1873.11,1.8424e+06,17792.9,1873.81,1843.09,9.49557,1.75012e+07,112840.0
74.0,1900.56,1.8694e+06,18367.9,1901.26,1870.09,9.66092,1.80668e+07,117836.0
75.0,1926.89,1.8953e+06,18951.2,1927.6,1896.0,9.83152,1.86406e+07,123005.0
