Flowrate(m^3), Depth(m)
1.000000,0.134728
1.500000,0.171913
2.000000,0.204277
2.500000,0.233446
3.000000,0.260265
3.500000,0.285241
4.000000,0.308710
4.500000,0.330906
5.000000,0.351997
5.500000,0.372113
6.000000,0.391352
6.500000,0.409794
7.000000,0.427499
7.500000,0.444519
8.000000,0.460895
8.500000,0.476668
9.000000,0.491988
9.500000,0.506918
10.000000,0.521473
10.500000,0.535667
11.000000,0.549515
11.500000,0.563027
12.000000,0.576215
12.500000,0.589090
13.000000,0.601661
13.500000,0.613939
14.000000,0.625930
14.500000,0.637645
15.000000,0.649090
15.500000,0.660274
16.000000,0.671203
16.500000,0.681885
17.000000,0.692326
17.500000,0.702532
18.000000,0.712510
18.500000,0.722266
19.000000,0.731804
19.500000,0.741131
20.000000,0.750253
20.500000,0.759173
21.000000,0.767897
21.500000,0.776444
22.000000,0.784894
22.500000,0.793259
23.000000,0.801541
23.500000,0.809743
24.000000,0.817865
24.500000,0.825910
25.000000,0.833879
25.500000,0.841775
26.000000,0.849598
26.500000,0.857350
27.000000,0.865032
27.500000,0.872646
28.000000,0.880193
28.500000,0.887673
29.000000,0.895089
29.500000,0.902442
30.000000,0.909732
30.500000,0.916960
31.000000,0.924128
31.500000,0.931236
32.000000,0.938286
32.500000,0.945278
33.000000,0.952213
33.500000,0.959092
34.000000,0.965915
34.500000,0.972684
35.000000,0.979399
35.500000,0.986062
36.000000,0.992672
36.500000,0.999230
37.000000,1.005737
37.500000,1.012194
38.000000,1.018601
38.500000,1.024958
39.000000,1.031268
39.500000,1.037529
40.000000,1.043742
40.500000,1.049909
41.000000,1.056030
41.500000,1.062104
42.000000,1.068133
42.500000,1.074117
43.000000,1.080063
43.500000,1.085975
44.000000,1.091854
44.500000,1.097700
45.000000,1.103514
45.500000,1.109296
46.000000,1.115046
46.500000,1.120764
47.000000,1.126452
47.500000,1.132108
48.000000,1.137734
48.500000,1.143330
49.000000,1.148896
49.500000,1.154432
50.000000,1.159939
50.500000,1.165417
51.000000,1.170865
51.500000,1.176285
52.000000,1.181677
52.500000,1.187040
53.000000,1.192376
53.500000,1.197683
54.000000,1.202963
54.500000,1.208216
55.000000,1.213442
55.500000,1.218641
56.000000,1.223814
56.500000,1.228960
57.000000,1.234080
57.500000,1.239174
58.000000,1.244242
58.500000,1.249284
59.000000,1.254301
59.500000,1.259293
60.000000,1.264260
60.500000,1.269202
61.000000,1.274119
61.500000,1.279011
62.000000,1.283880
62.500000,1.288724
63.000000,1.293544
63.500000,1.298340
64.000000,1.303113
64.500000,1.307862
65.000000,1.312587
65.500000,1.317290
66.000000,1.321969
66.500000,1.326625
67.000000,1.331259
67.500000,1.335870
68.000000,1.340459
68.500000,1.345025
69.000000,1.349569
69.500000,1.354091
70.000000,1.358591
70.500000,1.363069
71.000000,1.367526
71.500000,1.371961
72.000000,1.376374
72.500000,1.380768
73.000000,1.385147
73.500000,1.389511
74.000000,1.393860
74.500000,1.398194
75.000000,1.402513
75.500000,1.406817
76.000000,1.411107
76.500000,1.415383
77.000000,1.419644
77.500000,1.423891
78.000000,1.428123
78.500000,1.432341
79.000000,1.436546
79.500000,1.440736
80.000000,1.444912
80.500000,1.449075
81.000000,1.453223
81.500000,1.457358
82.000000,1.461480
82.500000,1.465587
83.000000,1.469682
83.500000,1.473763
84.000000,1.477830
84.500000,1.481884
85.000000,1.485925
85.500000,1.489953
86.000000,1.493968
86.500000,1.497970
87.000000,1.501959
87.500000,1.505935
88.000000,1.509898
88.500000,1.513849
89.000000,1.517787
89.500000,1.521712
90.000000,1.525624
90.500000,1.529525
91.000000,1.533412
91.500000,1.537288
92.000000,1.541151
92.500000,1.545001
93.000000,1.548840
93.500000,1.552666
94.000000,1.556481
94.500000,1.560283
95.000000,1.564073
95.500000,1.567851
96.000000,1.571618
96.500000,1.575372
97.000000,1.579115
97.500000,1.582846
98.000000,1.586566
98.500000,1.590274
99.000000,1.593970
99.500000,1.597655
100.000000,1.601328
100.500000,1.604990
