Flowrate(m^3), Depth(m)
1.000000,0.160980
1.500000,0.205342
2.000000,0.243932
2.500000,0.278641
3.000000,0.310456
3.500000,0.339965
4.000000,0.367548
4.500000,0.393466
5.000000,0.417903
5.500000,0.440993
6.000000,0.462833
6.500000,0.483532
7.000000,0.503465
7.500000,0.522742
8.000000,0.541394
8.500000,0.559447
9.000000,0.576925
9.500000,0.593850
10.000000,0.610245
10.500000,0.626126
11.000000,0.641513
11.500000,0.656421
12.000000,0.670868
12.500000,0.684867
13.000000,0.698433
13.500000,0.711580
14.000000,0.724321
14.500000,0.736668
15.000000,0.748633
15.500000,0.760227
16.000000,0.771462
16.500000,0.782393
17.000000,0.793164
17.500000,0.803790
18.000000,0.814276
18.500000,0.824623
19.000000,0.834835
19.500000,0.844916
20.000000,0.854867
20.500000,0.864693
21.000000,0.874395
21.500000,0.883976
22.000000,0.893438
22.500000,0.902784
23.000000,0.912014
23.500000,0.921133
24.000000,0.930140
24.500000,0.939039
25.000000,0.947831
25.500000,0.956517
26.000000,0.965099
26.500000,0.973579
27.000000,0.981958
27.500000,0.990237
28.000000,0.998419
28.500000,1.006504
29.000000,1.014493
29.500000,1.022388
30.000000,1.030190
30.500000,1.037900
31.000000,1.045520
31.500000,1.053050
32.000000,1.060491
32.500000,1.067845
33.000000,1.075112
33.500000,1.082304
34.000000,1.089442
34.500000,1.096526
35.000000,1.103558
35.500000,1.110538
36.000000,1.117467
36.500000,1.124345
37.000000,1.131173
37.500000,1.137951
38.000000,1.144680
38.500000,1.151360
39.000000,1.157991
39.500000,1.164575
40.000000,1.171112
40.500000,1.177601
41.000000,1.184045
41.500000,1.190442
42.000000,1.196793
42.500000,1.203100
43.000000,1.209361
43.500000,1.215578
44.000000,1.221751
44.500000,1.227880
45.000000,1.233966
45.500000,1.240009
46.000000,1.246010
46.500000,1.251968
47.000000,1.257884
47.500000,1.263759
48.000000,1.269592
48.500000,1.275385
49.000000,1.281137
49.500000,1.286849
50.000000,1.292520
50.500000,1.298152
51.000000,1.303745
51.500000,1.309298
52.000000,1.314813
52.500000,1.320289
53.000000,1.325727
53.500000,1.331127
54.000000,1.336490
54.500000,1.341814
55.000000,1.347102
55.500000,1.352353
56.000000,1.357567
56.500000,1.362745
57.000000,1.367887
57.500000,1.372992
58.000000,1.378062
58.500000,1.383100
59.000000,1.388116
59.500000,1.393110
60.000000,1.398083
60.500000,1.403034
61.000000,1.407964
61.500000,1.412873
62.000000,1.417761
62.500000,1.422628
63.000000,1.427475
63.500000,1.432301
64.000000,1.437107
64.500000,1.441893
65.000000,1.446658
65.500000,1.451403
66.000000,1.456129
66.500000,1.460835
67.000000,1.465521
67.500000,1.470187
68.000000,1.474834
68.500000,1.479462
69.000000,1.484070
69.500000,1.488659
70.000000,1.493229
70.500000,1.497780
71.000000,1.502313
71.500000,1.506827
72.000000,1.511322
72.500000,1.515798
73.000000,1.520256
73.500000,1.524696
74.000000,1.529117
74.500000,1.533521
75.000000,1.537906
75.500000,1.542273
76.000000,1.546622
76.500000,1.550954
77.000000,1.555268
77.500000,1.559564
78.000000,1.563842
78.500000,1.568103
79.000000,1.572347
79.500000,1.576573
80.000000,1.580783
80.500000,1.584975
81.000000,1.589150
81.500000,1.593307
82.000000,1.597448
82.500000,1.601573
83.000000,1.605680
83.500000,1.609771
84.000000,1.613845
84.500000,1.617902
85.000000,1.621943
85.500000,1.625968
86.000000,1.629976
86.500000,1.633968
87.000000,1.637944
87.500000,1.641904
88.000000,1.645847
88.500000,1.649775
89.000000,1.653686
89.500000,1.657582
90.000000,1.661462
90.500000,1.665326
91.000000,1.669175
91.500000,1.673008
92.000000,1.676825
92.500000,1.680627
93.000000,1.684414
93.500000,1.688189
94.000000,1.691953
94.500000,1.695707
95.000000,1.699451
95.500000,1.703185
96.000000,1.706908
96.500000,1.710621
97.000000,1.714324
97.500000,1.718017
98.000000,1.721699
98.500000,1.725372
99.000000,1.729034
99.500000,1.732687
100.000000,1.736329
100.500000,1.739962
