Flowrate(m^3), Depth(m)
1.000000,0.142713
1.500000,0.182186
2.000000,0.216543
2.500000,0.247492
3.000000,0.275921
3.500000,0.302364
4.000000,0.327169
4.500000,0.350577
5.000000,0.372762
5.500000,0.393854
6.000000,0.413951
6.500000,0.433128
7.000000,0.451444
7.500000,0.468945
8.000000,0.485730
8.500000,0.502035
9.000000,0.517896
9.500000,0.533329
10.000000,0.548350
10.500000,0.562975
11.000000,0.577216
11.500000,0.591085
12.000000,0.604595
12.500000,0.617757
13.000000,0.630580
13.500000,0.643075
14.000000,0.655250
14.500000,0.667116
15.000000,0.678681
15.500000,0.689952
16.000000,0.700938
16.500000,0.711647
17.000000,0.722085
17.500000,0.732259
18.000000,0.742178
18.500000,0.751846
19.000000,0.761270
19.500000,0.770457
20.000000,0.779435
20.500000,0.788301
21.000000,0.797068
21.500000,0.805740
22.000000,0.814317
22.500000,0.822802
23.000000,0.831196
23.500000,0.839502
24.000000,0.847722
24.500000,0.855855
25.000000,0.863906
25.500000,0.871874
26.000000,0.879761
26.500000,0.887568
27.000000,0.895298
27.500000,0.902950
28.000000,0.910527
28.500000,0.918029
29.000000,0.925457
29.500000,0.932813
30.000000,0.940097
30.500000,0.947311
31.000000,0.954456
31.500000,0.961532
32.000000,0.968540
32.500000,0.975482
33.000000,0.982357
33.500000,0.989167
34.000000,0.995913
34.500000,1.002595
35.000000,1.009215
35.500000,1.015772
36.000000,1.022268
36.500000,1.028703
37.000000,1.035078
37.500000,1.041394
38.000000,1.047651
38.500000,1.053849
39.000000,1.059990
39.500000,1.066074
40.000000,1.072102
40.500000,1.078075
41.000000,1.084009
41.500000,1.089907
42.000000,1.095769
42.500000,1.101596
43.000000,1.107387
43.500000,1.113144
44.000000,1.118867
44.500000,1.124555
45.000000,1.130210
45.500000,1.135831
46.000000,1.141419
46.500000,1.146975
47.000000,1.152497
47.500000,1.157988
48.000000,1.163446
48.500000,1.168873
49.000000,1.174268
49.500000,1.179632
50.000000,1.184965
50.500000,1.190268
51.000000,1.195539
51.500000,1.200781
52.000000,1.205993
52.500000,1.211174
53.000000,1.216327
53.500000,1.221450
54.000000,1.226543
54.500000,1.231608
55.000000,1.236645
55.500000,1.241652
56.000000,1.246632
56.500000,1.251584
57.000000,1.256507
57.500000,1.261403
58.000000,1.266272
58.500000,1.271113
59.000000,1.275927
59.500000,1.280714
60.000000,1.285475
60.500000,1.290209
61.000000,1.294916
61.500000,1.299598
62.000000,1.304253
62.500000,1.308883
63.000000,1.313486
63.500000,1.318065
64.000000,1.322618
64.500000,1.327145
65.000000,1.331648
65.500000,1.336126
66.000000,1.340579
66.500000,1.345008
67.000000,1.349412
67.500000,1.353792
68.000000,1.358147
68.500000,1.362479
69.000000,1.366787
69.500000,1.371071
70.000000,1.375332
70.500000,1.379570
71.000000,1.383790
71.500000,1.387994
72.000000,1.392184
72.500000,1.396360
73.000000,1.400520
73.500000,1.404666
74.000000,1.408797
74.500000,1.412913
75.000000,1.417016
75.500000,1.421104
76.000000,1.425177
76.500000,1.429237
77.000000,1.433282
77.500000,1.437313
78.000000,1.441331
78.500000,1.445334
79.000000,1.449324
79.500000,1.453300
80.000000,1.457262
80.500000,1.461211
81.000000,1.465146
81.500000,1.469068
82.000000,1.472976
82.500000,1.476871
83.000000,1.480753
83.500000,1.484622
84.000000,1.488477
84.500000,1.492320
85.000000,1.496149
85.500000,1.499966
86.000000,1.503769
86.500000,1.507560
87.000000,1.511338
87.500000,1.515104
88.000000,1.518857
88.500000,1.522597
89.000000,1.526325
89.500000,1.530040
90.000000,1.533743
90.500000,1.537433
91.000000,1.541112
91.500000,1.544778
92.000000,1.548431
92.500000,1.552073
93.000000,1.555703
93.500000,1.559320
94.000000,1.562926
94.500000,1.566520
95.000000,1.570102
95.500000,1.573672
96.000000,1.577230
96.500000,1.580777
97.000000,1.584311
97.500000,1.587835
98.000000,1.591346
98.500000,1.594847
99.000000,1.598335
99.500000,1.601813
100.000000,1.605279
100.500000,1.608733
