Flowrate(m^3), Depth(m)
1.000000,0.096619
1.500000,0.125623
2.000000,0.150953
2.500000,0.173758
3.000000,0.194685
3.500000,0.214145
4.000000,0.232418
4.500000,0.249704
5.000000,0.266153
5.500000,0.281871
6.000000,0.296947
6.500000,0.311455
7.000000,0.325455
7.500000,0.338995
8.000000,0.352113
8.500000,0.364843
9.000000,0.377211
9.500000,0.389241
10.000000,0.400953
10.500000,0.412363
11.000000,0.423486
11.500000,0.434335
12.000000,0.444920
12.500000,0.455251
13.000000,0.465337
13.500000,0.475187
14.000000,0.484858
14.500000,0.494373
15.000000,0.503736
15.500000,0.512951
16.000000,0.522021
16.500000,0.530949
17.000000,0.539739
17.500000,0.548394
18.000000,0.556917
18.500000,0.565309
19.000000,0.573575
19.500000,0.581716
20.000000,0.589735
20.500000,0.597634
21.000000,0.605416
21.500000,0.613082
22.000000,0.620635
22.500000,0.628077
23.000000,0.635409
23.500000,0.642634
24.000000,0.649753
24.500000,0.656769
25.000000,0.663682
25.500000,0.670496
26.000000,0.677210
26.500000,0.683828
27.000000,0.690350
27.500000,0.696779
28.000000,0.703114
28.500000,0.709360
29.000000,0.715515
29.500000,0.721583
30.000000,0.727563
30.500000,0.733459
31.000000,0.739270
31.500000,0.744999
32.000000,0.750646
32.500000,0.756213
33.000000,0.761701
33.500000,0.767111
34.000000,0.772445
34.500000,0.777721
35.000000,0.782963
35.500000,0.788171
36.000000,0.793346
36.500000,0.798487
37.000000,0.803596
37.500000,0.808673
38.000000,0.813718
38.500000,0.818732
39.000000,0.823714
39.500000,0.828666
40.000000,0.833588
40.500000,0.838480
41.000000,0.843343
41.500000,0.848176
42.000000,0.852981
42.500000,0.857757
43.000000,0.862505
43.500000,0.867225
44.000000,0.871918
44.500000,0.876583
45.000000,0.881222
45.500000,0.885834
46.000000,0.890419
46.500000,0.894978
47.000000,0.899511
47.500000,0.904019
48.000000,0.908501
48.500000,0.912958
49.000000,0.917390
49.500000,0.921797
50.000000,0.926180
50.500000,0.930539
51.000000,0.934873
51.500000,0.939184
52.000000,0.943471
52.500000,0.947735
53.000000,0.951976
53.500000,0.956193
54.000000,0.960388
54.500000,0.964560
55.000000,0.968710
55.500000,0.972837
56.000000,0.976943
56.500000,0.981026
57.000000,0.985088
57.500000,0.989128
58.000000,0.993146
58.500000,0.997144
59.000000,1.001120
59.500000,1.005076
60.000000,1.009010
60.500000,1.012924
61.000000,1.016818
61.500000,1.020691
62.000000,1.024544
62.500000,1.028377
63.000000,1.032190
63.500000,1.035984
64.000000,1.039757
64.500000,1.043512
65.000000,1.047246
65.500000,1.050962
66.000000,1.054659
66.500000,1.058336
67.000000,1.061995
67.500000,1.065635
68.000000,1.069256
68.500000,1.072859
69.000000,1.076445
69.500000,1.080017
70.000000,1.083577
70.500000,1.087125
71.000000,1.090660
71.500000,1.094182
72.000000,1.097693
72.500000,1.101191
73.000000,1.104676
73.500000,1.108150
74.000000,1.111612
74.500000,1.115062
75.000000,1.118500
75.500000,1.121926
76.000000,1.125340
76.500000,1.128743
77.000000,1.132134
77.500000,1.135514
78.000000,1.138882
78.500000,1.142238
79.000000,1.145584
79.500000,1.148918
80.000000,1.152241
80.500000,1.155553
81.000000,1.158853
81.500000,1.162143
82.000000,1.165422
82.500000,1.168689
83.000000,1.171946
83.500000,1.175192
84.000000,1.178428
84.500000,1.181653
85.000000,1.184867
85.500000,1.188070
86.000000,1.191263
86.500000,1.194446
87.000000,1.197618
87.500000,1.200780
88.000000,1.203931
88.500000,1.207072
89.000000,1.210203
89.500000,1.213324
90.000000,1.216435
90.500000,1.219536
91.000000,1.222626
91.500000,1.225707
92.000000,1.228778
92.500000,1.231839
93.000000,1.234890
93.500000,1.237931
94.000000,1.240963
94.500000,1.243985
95.000000,1.246997
95.500000,1.250000
96.000000,1.252993
96.500000,1.255977
97.000000,1.258951
97.500000,1.261915
98.000000,1.264871
98.500000,1.267817
99.000000,1.270754
99.500000,1.273681
100.000000,1.276599
100.500000,1.279508
