Flowrate(m^3), Depth(m)
34.000000,2.125851
51.000000,2.512619
68.000000,2.830166
85.000000,3.105518
102.000000,3.349948
119.000000,3.569363
136.000000,3.768364
153.000000,3.950339
170.000000,4.118278
187.000000,4.275321
204.000000,4.425420
221.000000,4.570918
238.000000,4.711964
255.000000,4.847896
272.000000,4.977841
289.000000,5.101069
306.000000,5.218143
323.000000,5.330315
340.000000,5.438411
357.000000,5.543349
374.000000,5.644992
391.000000,5.744062
408.000000,5.840651
425.000000,5.934853
442.000000,6.026454
459.000000,6.115420
476.000000,6.202069
493.000000,6.286761
510.000000,6.369403
527.000000,6.449886
544.000000,6.528196
561.000000,6.604497
578.000000,6.678990
595.000000,6.751682
612.000000,6.822507
629.000000,6.891442
646.000000,6.958654
663.000000,7.024275
680.000000,7.088412
697.000000,7.151097
714.000000,7.212346
731.000000,7.272141
748.000000,7.330522
765.000000,7.387607
782.000000,7.443350
799.000000,7.497652
816.000000,7.550640
833.000000,7.602381
850.000000,7.652931
867.000000,7.702273
884.000000,7.750432
901.000000,7.797496
918.000000,7.843528
935.000000,7.888600
952.000000,7.933714
969.000000,7.979880
986.000000,8.028155
1003.000000,8.080766
1020.000000,8.137675
1037.000000,8.194755
1054.000000,8.250327
1071.000000,8.301470
1088.000000,8.347942
1105.000000,8.390855
1122.000000,8.431184
1139.000000,8.470183
1156.000000,8.508572
1173.000000,8.546535
1190.000000,8.584139
1207.000000,8.621408
1224.000000,8.658380
1241.000000,8.695079
1258.000000,8.731429
1275.000000,8.767428
1292.000000,8.803105
1309.000000,8.838478
1326.000000,8.873561
1343.000000,8.908355
1360.000000,8.942865
1377.000000,8.977112
1394.000000,9.011115
1411.000000,9.044898
1428.000000,9.078473
1445.000000,9.111848
1462.000000,9.145021
1479.000000,9.177987
1496.000000,9.210747
1513.000000,9.243300
1530.000000,9.275625
1547.000000,9.307706
1564.000000,9.339558
1581.000000,9.371197
1598.000000,9.402614
1615.000000,9.433791
1632.000000,9.464731
1649.000000,9.495435
1666.000000,9.525905
1683.000000,9.556132
1700.000000,9.586110
1717.000000,9.615928
1734.000000,9.645643
1751.000000,9.675269
1768.000000,9.704809
1785.000000,9.734263
1802.000000,9.763658
1819.000000,9.792999
1836.000000,9.822291
1853.000000,9.851538
1870.000000,9.880778
1887.000000,9.910048
1904.000000,9.939433
1921.000000,9.968964
1938.000000,9.998678
1955.000000,10.028630
1972.000000,10.058830
1989.000000,10.089300
2006.000000,10.120040
2023.000000,10.151120
2040.000000,10.182580
2057.000000,10.214430
2074.000000,10.246420
2091.000000,10.278320
2108.000000,10.310110
2125.000000,10.341770
2142.000000,10.373260
2159.000000,10.404610
2176.000000,10.435800
2193.000000,10.466830
2210.000000,10.497710
2227.000000,10.528440
2244.000000,10.558810
2261.000000,10.588550
2278.000000,10.617580
2295.000000,10.645950
2312.000000,10.673710
2329.000000,10.700890
2346.000000,10.727520
2363.000000,10.753600
2380.000000,10.779170
2397.000000,10.804250
2414.000000,10.828870
2431.000000,10.853060
2448.000000,10.876820
2465.000000,10.900170
2482.000000,10.923150
2499.000000,10.945820
2516.000000,10.968210
2533.000000,10.990340
2550.000000,11.012210
2567.000000,11.033820
2584.000000,11.055180
2601.000000,11.076300
2618.000000,11.097180
2635.000000,11.117820
2652.000000,11.138240
2669.000000,11.158430
2686.000000,11.178410
2703.000000,11.198180
2720.000000,11.217760
2737.000000,11.237140
2754.000000,11.256330
2771.000000,11.275340
2788.000000,11.294160
2805.000000,11.312820
2822.000000,11.331290
2839.000000,11.349640
2856.000000,11.367890
2873.000000,11.386050
2890.000000,11.404120
2907.000000,11.422100
2924.000000,11.439990
2941.000000,11.457790
2958.000000,11.475510
2975.000000,11.493150
2992.000000,11.510700
3009.000000,11.528180
3026.000000,11.545600
3043.000000,11.562940
3060.000000,11.580220
3077.000000,11.597440
3094.000000,11.614600
3111.000000,11.631690
3128.000000,11.648730
3145.000000,11.665710
3162.000000,11.682630
3179.000000,11.699500
3196.000000,11.716310
3213.000000,11.733070
3230.000000,11.749770
3247.000000,11.766420
3264.000000,11.783010
3281.000000,11.799530
3298.000000,11.815990
3315.000000,11.832390
3332.000000,11.848740
3349.000000,11.865030
3366.000000,11.881270
3383.000000,11.897450
3400.000000,11.913580
3417.000000,11.929650
