Flowrate(m^3), Depth(m)
1.000000,0.162531
1.500000,0.199258
2.000000,0.230087
2.500000,0.257311
3.000000,0.282056
3.500000,0.304970
4.000000,0.326462
4.500000,0.346783
5.000000,0.366051
5.500000,0.384429
6.000000,0.402039
6.500000,0.418973
7.000000,0.435308
7.500000,0.451078
8.000000,0.466308
8.500000,0.481051
9.000000,0.495403
9.500000,0.509393
10.000000,0.523033
10.500000,0.536365
11.000000,0.549427
11.500000,0.562216
12.000000,0.574724
12.500000,0.586973
13.000000,0.598975
13.500000,0.610736
14.000000,0.622262
14.500000,0.633558
15.000000,0.644629
15.500000,0.655478
16.000000,0.666111
16.500000,0.676532
17.000000,0.686745
17.500000,0.696754
18.000000,0.706563
18.500000,0.716175
19.000000,0.725593
19.500000,0.734821
20.000000,0.743862
20.500000,0.752702
21.000000,0.761338
21.500000,0.769774
22.000000,0.778016
22.500000,0.786121
23.000000,0.794105
23.500000,0.801968
24.000000,0.809715
24.500000,0.817377
25.000000,0.824963
25.500000,0.832473
26.000000,0.839909
26.500000,0.847272
27.000000,0.854564
27.500000,0.861792
28.000000,0.868960
28.500000,0.876069
29.000000,0.883117
29.500000,0.890108
30.000000,0.897040
30.500000,0.903915
31.000000,0.910733
31.500000,0.917495
32.000000,0.924201
32.500000,0.930852
33.000000,0.937448
33.500000,0.943989
34.000000,0.950476
34.500000,0.956910
35.000000,0.963291
35.500000,0.969620
36.000000,0.975896
36.500000,0.982120
37.000000,0.988292
37.500000,0.994414
38.000000,1.000485
38.500000,1.006505
39.000000,1.012475
39.500000,1.018396
40.000000,1.024267
40.500000,1.030089
41.000000,1.035863
41.500000,1.041588
42.000000,1.047265
42.500000,1.052895
43.000000,1.058474
43.500000,1.064002
44.000000,1.069478
44.500000,1.074903
45.000000,1.080279
45.500000,1.085616
46.000000,1.090914
46.500000,1.096176
47.000000,1.101410
47.500000,1.106615
48.000000,1.111793
48.500000,1.116942
49.000000,1.122064
49.500000,1.127158
50.000000,1.132225
50.500000,1.137266
51.000000,1.142280
51.500000,1.147269
52.000000,1.152233
52.500000,1.157172
53.000000,1.162087
53.500000,1.166976
54.000000,1.171841
54.500000,1.176681
55.000000,1.181497
55.500000,1.186288
56.000000,1.191056
56.500000,1.195799
57.000000,1.200518
57.500000,1.205213
58.000000,1.209885
58.500000,1.214532
59.000000,1.219157
59.500000,1.223757
60.000000,1.228335
60.500000,1.232889
61.000000,1.237420
61.500000,1.241928
62.000000,1.246412
62.500000,1.250874
63.000000,1.255314
63.500000,1.259730
64.000000,1.264124
64.500000,1.268496
65.000000,1.272845
65.500000,1.277171
66.000000,1.281476
66.500000,1.285758
67.000000,1.290018
67.500000,1.294257
68.000000,1.298473
68.500000,1.302668
69.000000,1.306841
69.500000,1.310992
70.000000,1.315122
70.500000,1.319230
71.000000,1.323317
71.500000,1.327382
72.000000,1.331426
72.500000,1.335449
73.000000,1.339451
73.500000,1.343431
74.000000,1.347391
74.500000,1.351330
75.000000,1.355247
75.500000,1.359145
76.000000,1.363021
76.500000,1.366877
77.000000,1.370712
77.500000,1.374525
78.000000,1.378316
78.500000,1.382087
79.000000,1.385839
79.500000,1.389575
80.000000,1.393298
80.500000,1.397008
81.000000,1.400706
81.500000,1.404390
82.000000,1.408062
82.500000,1.411722
83.000000,1.415368
83.500000,1.419003
84.000000,1.422624
84.500000,1.426234
85.000000,1.429833
85.500000,1.433419
86.000000,1.436993
86.500000,1.440556
87.000000,1.444107
87.500000,1.447646
88.000000,1.451173
88.500000,1.454689
89.000000,1.458193
89.500000,1.461685
90.000000,1.465166
90.500000,1.468636
91.000000,1.472094
91.500000,1.475540
92.000000,1.478975
92.500000,1.482399
93.000000,1.485812
93.500000,1.489213
94.000000,1.492602
94.500000,1.495981
95.000000,1.499348
95.500000,1.502705
96.000000,1.506050
96.500000,1.509384
97.000000,1.512707
97.500000,1.516018
98.000000,1.519319
98.500000,1.522609
99.000000,1.525888
99.500000,1.529156
100.000000,1.532414
100.500000,1.535660
