Flowrate(m^3), Depth(m)
1.000000,0.143263
1.500000,0.182211
2.000000,0.216310
2.500000,0.247096
3.000000,0.275410
3.500000,0.301773
4.000000,0.326528
4.500000,0.349917
5.000000,0.372115
5.500000,0.393255
6.000000,0.413437
6.500000,0.432738
7.000000,0.451219
7.500000,0.468930
8.000000,0.485972
8.500000,0.502525
9.000000,0.518613
9.500000,0.534257
10.000000,0.549474
10.500000,0.564278
11.000000,0.578685
11.500000,0.592708
12.000000,0.606361
12.500000,0.619655
13.000000,0.632602
13.500000,0.645212
14.000000,0.657496
14.500000,0.669463
15.000000,0.681124
15.500000,0.692487
16.000000,0.703560
16.500000,0.714353
17.000000,0.724872
17.500000,0.735127
18.000000,0.745123
18.500000,0.754869
19.000000,0.764370
19.500000,0.773637
20.000000,0.782752
20.500000,0.791763
21.000000,0.800673
21.500000,0.809482
22.000000,0.818194
22.500000,0.826811
23.000000,0.835334
23.500000,0.843767
24.000000,0.852110
24.500000,0.860366
25.000000,0.868536
25.500000,0.876622
26.000000,0.884625
26.500000,0.892547
27.000000,0.900389
27.500000,0.908153
28.000000,0.915840
28.500000,0.923451
29.000000,0.930988
29.500000,0.938452
30.000000,0.945844
30.500000,0.953165
31.000000,0.960416
31.500000,0.967598
32.000000,0.974712
32.500000,0.981760
33.000000,0.988742
33.500000,0.995659
34.000000,1.002512
34.500000,1.009302
35.000000,1.016029
35.500000,1.022695
36.000000,1.029301
36.500000,1.035846
37.000000,1.042333
37.500000,1.048761
38.000000,1.055132
38.500000,1.061445
39.000000,1.067703
39.500000,1.073905
40.000000,1.080064
40.500000,1.086187
41.000000,1.092275
41.500000,1.098328
42.000000,1.104346
42.500000,1.110330
43.000000,1.116280
43.500000,1.122196
44.000000,1.128080
44.500000,1.133931
45.000000,1.139749
45.500000,1.145536
46.000000,1.151291
46.500000,1.157015
47.000000,1.162708
47.500000,1.168370
48.000000,1.174003
48.500000,1.179605
49.000000,1.185178
49.500000,1.190721
50.000000,1.196235
50.500000,1.201721
51.000000,1.207178
51.500000,1.212607
52.000000,1.218007
52.500000,1.223381
53.000000,1.228726
53.500000,1.234045
54.000000,1.239337
54.500000,1.244602
55.000000,1.249840
55.500000,1.255053
56.000000,1.260239
56.500000,1.265400
57.000000,1.270535
57.500000,1.275645
58.000000,1.280729
58.500000,1.285789
59.000000,1.290824
59.500000,1.295835
60.000000,1.300821
60.500000,1.305783
61.000000,1.310721
61.500000,1.315636
62.000000,1.320527
62.500000,1.325394
63.000000,1.330238
63.500000,1.335060
64.000000,1.339858
64.500000,1.344634
65.000000,1.349387
65.500000,1.354118
66.000000,1.358827
66.500000,1.363514
67.000000,1.368179
67.500000,1.372822
68.000000,1.377444
68.500000,1.382048
69.000000,1.386636
69.500000,1.391209
70.000000,1.395766
70.500000,1.400307
71.000000,1.404833
71.500000,1.409344
72.000000,1.413839
72.500000,1.418319
73.000000,1.422785
73.500000,1.427235
74.000000,1.431671
74.500000,1.436092
75.000000,1.440499
75.500000,1.444891
76.000000,1.449269
76.500000,1.453632
77.000000,1.457981
77.500000,1.462316
78.000000,1.466638
78.500000,1.470945
79.000000,1.475238
79.500000,1.479518
80.000000,1.483784
80.500000,1.488036
81.000000,1.492275
81.500000,1.496501
82.000000,1.500713
82.500000,1.504912
83.000000,1.509098
83.500000,1.513271
84.000000,1.517431
84.500000,1.521578
85.000000,1.525712
85.500000,1.529833
86.000000,1.533942
86.500000,1.538038
87.000000,1.542121
87.500000,1.546192
88.000000,1.550251
88.500000,1.554297
89.000000,1.558331
89.500000,1.562352
90.000000,1.566362
90.500000,1.570359
91.000000,1.574345
91.500000,1.578318
92.000000,1.582280
92.500000,1.586230
93.000000,1.590168
93.500000,1.594094
94.000000,1.598009
94.500000,1.601912
95.000000,1.605803
95.500000,1.609683
96.000000,1.613552
96.500000,1.617409
97.000000,1.621255
97.500000,1.625090
98.000000,1.628914
98.500000,1.632726
99.000000,1.636528
99.500000,1.640318
100.000000,1.644098
100.500000,1.647866
