Flowrate(m^3), Depth(m)
10.000000,0.496431
15.000000,0.626197
20.000000,0.733602
25.000000,0.825026
30.000000,0.908482
35.000000,0.985854
40.000000,1.057923
45.000000,1.125560
50.000000,1.189528
55.000000,1.250092
60.000000,1.307527
65.000000,1.362073
70.000000,1.414304
75.000000,1.464662
80.000000,1.513242
85.000000,1.560153
90.000000,1.605487
95.000000,1.649323
100.000000,1.691875
105.000000,1.733334
110.000000,1.773768
115.000000,1.813210
120.000000,1.851713
125.000000,1.889317
130.000000,1.926054
135.000000,1.961971
140.000000,1.997129
145.000000,2.031569
150.000000,2.065317
155.000000,2.098395
160.000000,2.130835
165.000000,2.162664
170.000000,2.193906
175.000000,2.224577
180.000000,2.254712
185.000000,2.284363
190.000000,2.313553
195.000000,2.342312
200.000000,2.370649
205.000000,2.398579
210.000000,2.426119
215.000000,2.453285
220.000000,2.480091
225.000000,2.506545
230.000000,2.532655
235.000000,2.558455
240.000000,2.583960
245.000000,2.609176
250.000000,2.634118
255.000000,2.658792
260.000000,2.683204
265.000000,2.707368
270.000000,2.731291
275.000000,2.754982
280.000000,2.778446
285.000000,2.801687
290.000000,2.824706
295.000000,2.847525
300.000000,2.870157
305.000000,2.892606
310.000000,2.914878
315.000000,2.936986
320.000000,2.958935
325.000000,2.980729
330.000000,3.002372
335.000000,3.023861
340.000000,3.045199
345.000000,3.066389
350.000000,3.087433
355.000000,3.108335
360.000000,3.129098
365.000000,3.149730
370.000000,3.170232
375.000000,3.190606
380.000000,3.210855
385.000000,3.230981
390.000000,3.250987
395.000000,3.270872
400.000000,3.290637
405.000000,3.310284
410.000000,3.329817
415.000000,3.349240
420.000000,3.368555
425.000000,3.387766
430.000000,3.406873
435.000000,3.425876
440.000000,3.444773
445.000000,3.463565
450.000000,3.482251
455.000000,3.500832
460.000000,3.519309
465.000000,3.537683
470.000000,3.555957
475.000000,3.574134
480.000000,3.592215
485.000000,3.610204
490.000000,3.628102
495.000000,3.645909
500.000000,3.663625
505.000000,3.681249
510.000000,3.698780
515.000000,3.716226
520.000000,3.733593
525.000000,3.750882
530.000000,3.768093
535.000000,3.785227
540.000000,3.802285
545.000000,3.819267
550.000000,3.836179
555.000000,3.853025
560.000000,3.869804
565.000000,3.886517
570.000000,3.903163
575.000000,3.919741
580.000000,3.936254
585.000000,3.952701
590.000000,3.969082
595.000000,3.985398
600.000000,4.001652
605.000000,4.017848
610.000000,4.033990
615.000000,4.050080
620.000000,4.066116
625.000000,4.082101
630.000000,4.098034
635.000000,4.113913
640.000000,4.129733
645.000000,4.145498
650.000000,4.161210
655.000000,4.176870
660.000000,4.192478
665.000000,4.208034
670.000000,4.223540
675.000000,4.238997
680.000000,4.254403
685.000000,4.269761
690.000000,4.285067
695.000000,4.300321
700.000000,4.315520
705.000000,4.330663
710.000000,4.345752
715.000000,4.360783
720.000000,4.375755
725.000000,4.390669
730.000000,4.405528
735.000000,4.420332
740.000000,4.435083
745.000000,4.449777
750.000000,4.464416
755.000000,4.478999
760.000000,4.493527
765.000000,4.507999
770.000000,4.522417
775.000000,4.536781
780.000000,4.551092
785.000000,4.565352
790.000000,4.579559
795.000000,4.593717
800.000000,4.607826
805.000000,4.621884
810.000000,4.635892
815.000000,4.649851
820.000000,4.663759
825.000000,4.677619
830.000000,4.691432
835.000000,4.705200
840.000000,4.718919
845.000000,4.732592
850.000000,4.746219
855.000000,4.759802
860.000000,4.773339
865.000000,4.786833
870.000000,4.800283
875.000000,4.813690
880.000000,4.827055
885.000000,4.840377
890.000000,4.853656
895.000000,4.866892
900.000000,4.880086
905.000000,4.893244
910.000000,4.906365
915.000000,4.919451
920.000000,4.932500
925.000000,4.945514
930.000000,4.958492
935.000000,4.971430
940.000000,4.984330
945.000000,4.997192
950.000000,5.010018
955.000000,5.022807
960.000000,5.035561
965.000000,5.048283
970.000000,5.060974
975.000000,5.073632
980.000000,5.086259
985.000000,5.098853
990.000000,5.111414
995.000000,5.123942
1000.000000,5.136437
1005.000000,5.148899
