Flowrate(m^3), Depth(m)
1.000000,0.131955
1.500000,0.166121
2.000000,0.196722
2.500000,0.224714
3.000000,0.250644
3.500000,0.274872
4.000000,0.297655
4.500000,0.319182
5.000000,0.339598
5.500000,0.359011
6.000000,0.377508
6.500000,0.395156
7.000000,0.412006
7.500000,0.428101
8.000000,0.443473
8.500000,0.458149
9.000000,0.472149
9.500000,0.485531
10.000000,0.498566
10.500000,0.511308
11.000000,0.523764
11.500000,0.535943
12.000000,0.547853
12.500000,0.559500
13.000000,0.570892
13.500000,0.582035
14.000000,0.592935
14.500000,0.603598
15.000000,0.614029
15.500000,0.624235
16.000000,0.634220
16.500000,0.643990
17.000000,0.653550
17.500000,0.662903
18.000000,0.672055
18.500000,0.681011
19.000000,0.689774
19.500000,0.698349
20.000000,0.706740
20.500000,0.714951
21.000000,0.722985
21.500000,0.730847
22.000000,0.738541
22.500000,0.746069
23.000000,0.753436
23.500000,0.760645
24.000000,0.767698
24.500000,0.774601
25.000000,0.781387
25.500000,0.788111
26.000000,0.794777
26.500000,0.801384
27.000000,0.807933
27.500000,0.814426
28.000000,0.820864
28.500000,0.827247
29.000000,0.833576
29.500000,0.839853
30.000000,0.846077
30.500000,0.852250
31.000000,0.858372
31.500000,0.864444
32.000000,0.870467
32.500000,0.876441
33.000000,0.882367
33.500000,0.888246
34.000000,0.894078
34.500000,0.899864
35.000000,0.905604
35.500000,0.911299
36.000000,0.916950
36.500000,0.922556
37.000000,0.928118
37.500000,0.933638
38.000000,0.939114
38.500000,0.944549
39.000000,0.949941
39.500000,0.955292
40.000000,0.960602
40.500000,0.965872
41.000000,0.971101
41.500000,0.976291
42.000000,0.981441
42.500000,0.986552
43.000000,0.991624
43.500000,0.996657
44.000000,1.001653
44.500000,1.006611
45.000000,1.011531
45.500000,1.016415
46.000000,1.021262
46.500000,1.026072
47.000000,1.030846
47.500000,1.035584
48.000000,1.040286
48.500000,1.044953
49.000000,1.049585
49.500000,1.054182
50.000000,1.058745
50.500000,1.063273
51.000000,1.067768
51.500000,1.072228
52.000000,1.076655
52.500000,1.081054
53.000000,1.085434
53.500000,1.089793
54.000000,1.094133
54.500000,1.098453
55.000000,1.102754
55.500000,1.107036
56.000000,1.111298
56.500000,1.115542
57.000000,1.119767
57.500000,1.123973
58.000000,1.128161
58.500000,1.132330
59.000000,1.136481
59.500000,1.140613
60.000000,1.144728
60.500000,1.148825
61.000000,1.152903
61.500000,1.156964
62.000000,1.161008
62.500000,1.165034
63.000000,1.169042
63.500000,1.173033
64.000000,1.177007
64.500000,1.180964
65.000000,1.184904
65.500000,1.188827
66.000000,1.192733
66.500000,1.196622
67.000000,1.200495
67.500000,1.204351
68.000000,1.208191
68.500000,1.212015
69.000000,1.215822
69.500000,1.219613
70.000000,1.223388
70.500000,1.227146
71.000000,1.230889
71.500000,1.234616
72.000000,1.238328
72.500000,1.242023
73.000000,1.245703
73.500000,1.249368
74.000000,1.253017
74.500000,1.256650
75.000000,1.260268
75.500000,1.263871
76.000000,1.267459
76.500000,1.271032
77.000000,1.274589
77.500000,1.278132
78.000000,1.281660
78.500000,1.285173
79.000000,1.288671
79.500000,1.292154
80.000000,1.295623
80.500000,1.299078
81.000000,1.302517
81.500000,1.305943
82.000000,1.309354
82.500000,1.312750
83.000000,1.316133
83.500000,1.319501
84.000000,1.322855
84.500000,1.326195
85.000000,1.329521
85.500000,1.332832
86.000000,1.336130
86.500000,1.339415
87.000000,1.342685
87.500000,1.345942
88.000000,1.349185
88.500000,1.352414
89.000000,1.355630
89.500000,1.358832
90.000000,1.362020
90.500000,1.365196
91.000000,1.368357
91.500000,1.371506
92.000000,1.374641
92.500000,1.377763
93.000000,1.380872
93.500000,1.383971
94.000000,1.387061
94.500000,1.390142
95.000000,1.393214
95.500000,1.396277
96.000000,1.399332
96.500000,1.402378
97.000000,1.405415
97.500000,1.408444
98.000000,1.411464
98.500000,1.414475
99.000000,1.417478
99.500000,1.420472
100.000000,1.423458
100.500000,1.426435
