Flowrate(m^3), Depth(m)
27.000000,0.663813
40.500000,0.829304
54.000000,0.968416
67.500000,1.091394
81.000000,1.203029
94.500000,1.305989
108.000000,1.401707
121.500000,1.491890
135.000000,1.577477
148.500000,1.658977
162.000000,1.736897
175.500000,1.811808
189.000000,1.883976
202.500000,1.953614
216.000000,2.020936
229.500000,2.086260
243.000000,2.149735
256.500000,2.211470
270.000000,2.271565
283.500000,2.330165
297.000000,2.387497
310.500000,2.443636
324.000000,2.498640
337.500000,2.552565
351.000000,2.605477
364.500000,2.657631
378.000000,2.709142
391.500000,2.760041
405.000000,2.810357
418.500000,2.860113
432.000000,2.909281
445.500000,2.957630
459.000000,3.005107
472.500000,3.051729
486.000000,3.097515
499.500000,3.142483
513.000000,3.186656
526.500000,3.230080
540.000000,3.272804
553.500000,3.314840
567.000000,3.356202
580.500000,3.396898
594.000000,3.436964
607.500000,3.476431
621.000000,3.515369
634.500000,3.553936
648.000000,3.592169
661.500000,3.630072
675.000000,3.667650
688.500000,3.704903
702.000000,3.741831
715.500000,3.778434
729.000000,3.814702
742.500000,3.850616
756.000000,3.886168
769.500000,3.921364
783.000000,3.956208
796.500000,3.990699
810.000000,4.024844
823.500000,4.058645
837.000000,4.092106
850.500000,4.125222
864.000000,4.157982
877.500000,4.190385
891.000000,4.222433
904.500000,4.254135
918.000000,4.285511
931.500000,4.316566
945.000000,4.347304
958.500000,4.377735
972.000000,4.407888
985.500000,4.437774
999.000000,4.467405
1012.500000,4.496784
1026.000000,4.525920
1039.500000,4.554828
1053.000000,4.583513
1066.500000,4.611977
1080.000000,4.640225
1093.500000,4.668263
1107.000000,4.696125
1120.500000,4.723820
1134.000000,4.751360
1147.500000,4.778760
1161.000000,4.806029
1174.500000,4.833168
1188.000000,4.860180
1201.500000,4.887068
1215.000000,4.913830
1228.500000,4.940468
1242.000000,4.966982
1255.500000,4.993374
1269.000000,5.019645
1282.500000,5.045797
1296.000000,5.071835
1309.500000,5.097767
1323.000000,5.123597
1336.500000,5.149326
1350.000000,5.174957
1363.500000,5.200492
1377.000000,5.225933
1390.500000,5.251289
1404.000000,5.276583
1417.500000,5.301813
1431.000000,5.326973
1444.500000,5.352067
1458.000000,5.377107
1471.500000,5.402094
1485.000000,5.427034
1498.500000,5.451926
1512.000000,5.476770
1525.500000,5.501568
1539.000000,5.526321
1552.500000,5.551028
1566.000000,5.575690
1579.500000,5.600302
1593.000000,5.624843
1606.500000,5.649309
1620.000000,5.673704
1633.500000,5.698025
1647.000000,5.722273
1660.500000,5.746447
1674.000000,5.770544
1687.500000,5.794562
1701.000000,5.818493
1714.500000,5.842303
1728.000000,5.865983
1741.500000,5.889534
1755.000000,5.912960
1768.500000,5.936260
1782.000000,5.959427
1795.500000,5.982438
1809.000000,6.005289
1822.500000,6.027981
1836.000000,6.050513
1849.500000,6.072888
1863.000000,6.095102
1876.500000,6.117154
1890.000000,6.139048
1903.500000,6.160795
1917.000000,6.182397
1930.500000,6.203856
1944.000000,6.225172
1957.500000,6.246345
1971.000000,6.267376
1984.500000,6.288260
1998.000000,6.308994
2011.500000,6.329579
2025.000000,6.350013
2038.500000,6.370300
2052.000000,6.390442
2065.500000,6.410458
2079.000000,6.430360
2092.500000,6.450148
2106.000000,6.469823
2119.500000,6.489387
2133.000000,6.508838
2146.500000,6.528179
2160.000000,6.547405
2173.500000,6.566520
2187.000000,6.585528
2200.500000,6.604435
2214.000000,6.623241
2227.500000,6.641946
2241.000000,6.660552
2254.500000,6.679059
2268.000000,6.697478
2281.500000,6.715815
2295.000000,6.734071
2308.500000,6.752250
2322.000000,6.770352
2335.500000,6.788378
2349.000000,6.806331
2362.500000,6.824212
2376.000000,6.842024
2389.500000,6.859768
2403.000000,6.877448
2416.500000,6.895066
2430.000000,6.912624
2443.500000,6.930122
2457.000000,6.947559
2470.500000,6.964936
2484.000000,6.982256
2497.500000,6.999518
2511.000000,7.016723
2524.500000,7.033875
2538.000000,7.050973
2551.500000,7.068022
2565.000000,7.085026
2578.500000,7.101987
2592.000000,7.118904
2605.500000,7.135775
2619.000000,7.152603
2632.500000,7.169387
2646.000000,7.186129
2659.500000,7.202828
2673.000000,7.219484
2686.500000,7.236099
2700.000000,7.252678
2713.500000,7.269223
