Flowrate(m^3), Depth(m)
1.000000,0.106746
1.500000,0.135560
2.000000,0.160931
2.500000,0.183920
3.000000,0.205132
3.500000,0.224949
4.000000,0.243629
4.500000,0.261356
5.000000,0.278265
5.500000,0.294459
6.000000,0.310020
6.500000,0.325011
7.000000,0.339484
7.500000,0.353484
8.000000,0.367044
8.500000,0.380195
9.000000,0.392963
9.500000,0.405368
10.000000,0.417429
10.500000,0.429162
11.000000,0.440581
11.500000,0.451697
12.000000,0.462521
12.500000,0.473061
13.000000,0.483367
13.500000,0.493495
14.000000,0.503449
14.500000,0.513234
15.000000,0.522854
15.500000,0.532314
16.000000,0.541616
16.500000,0.550765
17.000000,0.559763
17.500000,0.568614
18.000000,0.577322
18.500000,0.585888
19.000000,0.594317
19.500000,0.602610
20.000000,0.610770
20.500000,0.618800
21.000000,0.626703
21.500000,0.634480
22.000000,0.642135
22.500000,0.649668
23.000000,0.657084
23.500000,0.664383
24.000000,0.671567
24.500000,0.678640
25.000000,0.685602
25.500000,0.692456
26.000000,0.699204
26.500000,0.705847
27.000000,0.712387
27.500000,0.718826
28.000000,0.725166
28.500000,0.731408
29.000000,0.737554
29.500000,0.743605
30.000000,0.749564
30.500000,0.755431
31.000000,0.761208
31.500000,0.766897
32.000000,0.772499
32.500000,0.778036
33.000000,0.783535
33.500000,0.788995
34.000000,0.794418
34.500000,0.799804
35.000000,0.805153
35.500000,0.810467
36.000000,0.815746
36.500000,0.820989
37.000000,0.826198
37.500000,0.831373
38.000000,0.836515
38.500000,0.841623
39.000000,0.846699
39.500000,0.851742
40.000000,0.856754
40.500000,0.861733
41.000000,0.866682
41.500000,0.871600
42.000000,0.876487
42.500000,0.881344
43.000000,0.886171
43.500000,0.890969
44.000000,0.895737
44.500000,0.900477
45.000000,0.905188
45.500000,0.909870
46.000000,0.914525
46.500000,0.919152
47.000000,0.923751
47.500000,0.928323
48.000000,0.932869
48.500000,0.937387
49.000000,0.941879
49.500000,0.946345
50.000000,0.950785
50.500000,0.955199
51.000000,0.959588
51.500000,0.963951
52.000000,0.968290
52.500000,0.972603
53.000000,0.976892
53.500000,0.981157
54.000000,0.985397
54.500000,0.989614
55.000000,0.993806
55.500000,0.997975
56.000000,1.002120
56.500000,1.006243
57.000000,1.010342
57.500000,1.014418
58.000000,1.018472
58.500000,1.022503
59.000000,1.026511
59.500000,1.030498
60.000000,1.034462
60.500000,1.038405
61.000000,1.042326
61.500000,1.046225
62.000000,1.050103
62.500000,1.053960
63.000000,1.057796
63.500000,1.061611
64.000000,1.065405
64.500000,1.069178
65.000000,1.072931
65.500000,1.076665
66.000000,1.080386
66.500000,1.084093
67.000000,1.087786
67.500000,1.091466
68.000000,1.095133
68.500000,1.098787
69.000000,1.102427
69.500000,1.106054
70.000000,1.109669
70.500000,1.113271
71.000000,1.116860
71.500000,1.120436
72.000000,1.124000
72.500000,1.127551
73.000000,1.131089
73.500000,1.134616
74.000000,1.138130
74.500000,1.141632
75.000000,1.145122
75.500000,1.148599
76.000000,1.152065
76.500000,1.155519
77.000000,1.158961
77.500000,1.162391
78.000000,1.165810
78.500000,1.169217
79.000000,1.172612
79.500000,1.175996
80.000000,1.179368
80.500000,1.182729
81.000000,1.186079
81.500000,1.189418
82.000000,1.192745
82.500000,1.196061
83.000000,1.199367
83.500000,1.202661
84.000000,1.205944
84.500000,1.209217
85.000000,1.212478
85.500000,1.215729
86.000000,1.218969
86.500000,1.222199
87.000000,1.225418
87.500000,1.228626
88.000000,1.231824
88.500000,1.235012
89.000000,1.238189
89.500000,1.241356
90.000000,1.244512
90.500000,1.247658
91.000000,1.250795
91.500000,1.253921
92.000000,1.257037
92.500000,1.260143
93.000000,1.263239
93.500000,1.266325
94.000000,1.269401
94.500000,1.272467
95.000000,1.275524
95.500000,1.278571
96.000000,1.281608
96.500000,1.284635
97.000000,1.287653
97.500000,1.290662
98.000000,1.293660
98.500000,1.296650
99.000000,1.299630
99.500000,1.302600
100.000000,1.305561
100.500000,1.308513
